region,annee,classe_age,sexe,population,taux_natalite_mille,taux_mortalite_mille,taux_alphabetisation
Extrême-Nord,2007,45-54,M,120907,0,1,69.5
Extrême-Nord,2007,45-54,F,125842,0,1,79.6
Extrême-Nord,2007,55-64,M,80605,0,1,66.1
Extrême-Nord,2007,55-64,F,83895,0,1,83.7
Extrême-Nord,2007,65+,M,60453,0,5,64.6
Extrême-Nord,2007,65+,F,62921,0,5,60.5
Extrême-Nord,2008,0-14,M,884940,0,2,0.0
Extrême-Nord,2008,0-14,F,921060,0,2,0.0
Extrême-Nord,2008,15-24,M,411600,35,1,70.4
Extrême-Nord,2008,15-24,F,428400,35,1,70.7
Extrême-Nord,2008,25-34,M,288120,25,1,79.2
Extrême-Nord,2008,25-34,F,299880,25,1,80.6
Extrême-Nord,2008,35-44,M,205800,0,1,64.7
Extrême-Nord,2008,35-44,F,214200,0,1,77.6
Extrême-Nord,2008,45-54,M,123480,0,1,75.1
Extrême-Nord,2008,45-54,F,128520,0,1,83.1
Extrême-Nord,2008,55-64,M,82320,0,1,83.5
Extrême-Nord,2008,55-64,F,85680,0,1,73.3
Extrême-Nord,2008,65+,M,61740,0,5,68.0
Extrême-Nord,2008,65+,F,64260,0,5,63.5
Extrême-Nord,2009,0-14,M,903376,0,2,0.0
Extrême-Nord,2009,0-14,F,940248,0,2,0.0
Extrême-Nord,2009,15-24,M,420175,35,1,76.3
Extrême-Nord,2009,15-24,F,437325,35,1,85.0
Extrême-Nord,2009,25-34,M,294122,25,1,73.8
Extrême-Nord,2009,25-34,F,306127,25,1,70.8
Extrême-Nord,2009,35-44,M,210087,0,1,82.6
Extrême-Nord,2009,35-44,F,218662,0,1,73.5
Extrême-Nord,2009,45-54,M,126052,0,1,67.5
Extrême-Nord,2009,45-54,F,131197,0,1,72.7
Extrême-Nord,2009,55-64,M,84035,0,1,83.2
Extrême-Nord,2009,55-64,F,87465,0,1,72.2
Extrême-Nord,2009,65+,M,63026,0,5,65.4
Extrême-Nord,2009,65+,F,65598,0,5,61.8
Extrême-Nord,2010,0-14,M,921812,0,2,0.0
Extrême-Nord,2010,0-14,F,959437,0,2,0.0
Extrême-Nord,2010,15-24,M,428750,35,1,79.1
Extrême-Nord,2010,15-24,F,446250,35,1,71.2
Extrême-Nord,2010,25-34,M,300125,25,1,79.3
Extrême-Nord,2010,25-34,F,312375,25,1,60.4
Extrême-Nord,2010,35-44,M,214375,0,1,84.4
Extrême-Nord,2010,35-44,F,223125,0,1,67.3
Extrême-Nord,2010,45-54,M,128625,0,1,62.5
Extrême-Nord,2010,45-54,F,133875,0,1,75.3
Extrême-Nord,2010,55-64,M,85750,0,1,75.1
Extrême-Nord,2010,55-64,F,89250,0,1,72.1
Extrême-Nord,2010,65+,M,64312,0,5,77.0
Extrême-Nord,2010,65+,F,66937,0,5,77.5
Extrême-Nord,2011,0-14,M,940248,0,2,0.0
Extrême-Nord,2011,0-14,F,978626,0,2,0.0
Extrême-Nord,2011,15-24,M,437325,35,1,65.5
Extrême-Nord,2011,15-24,F,455175,35,1,67.6
Extrême-Nord,2011,25-34,M,306127,25,1,80.8
Extrême-Nord,2011,25-34,F,318622,25,1,72.2
Extrême-Nord,2011,35-44,M,218662,0,1,66.9
Extrême-Nord,2011,35-44,F,227587,0,1,64.2
Extrême-Nord,2011,45-54,M,131197,0,1,68.3
Extrême-Nord,2011,45-54,F,136552,0,1,77.9
Extrême-Nord,2011,55-64,M,87465,0,1,83.2
Extrême-Nord,2011,55-64,F,91035,0,1,62.5
Extrême-Nord,2011,65+,M,65598,0,5,71.4
Extrême-Nord,2011,65+,F,68276,0,5,73.2
Extrême-Nord,2012,0-14,M,958685,0,2,0.0
Extrême-Nord,2012,0-14,F,997815,0,2,0.0
Extrême-Nord,2012,15-24,M,445900,35,1,73.9
Extrême-Nord,2012,15-24,F,464100,35,1,71.1
Extrême-Nord,2012,25-34,M,312130,25,1,60.2
Extrême-Nord,2012,25-34,F,324870,25,1,75.8
Extrême-Nord,2012,35-44,M,222950,0,1,84.6
Extrême-Nord,2012,35-44,F,232050,0,1,83.1
Extrême-Nord,2012,45-54,M,133770,0,1,79.3
Extrême-Nord,2012,45-54,F,139230,0,1,81.8
Extrême-Nord,2012,55-64,M,89180,0,1,71.9
Extrême-Nord,2012,55-64,F,92820,0,1,60.8
Extrême-Nord,2012,65+,M,66885,0,5,63.2
Extrême-Nord,2012,65+,F,69615,0,5,63.9
Extrême-Nord,2013,0-14,M,977121,0,2,0.0
Extrême-Nord,2013,0-14,F,1017003,0,2,0.0
Extrême-Nord,2013,15-24,M,454475,35,1,66.0
Extrême-Nord,2013,15-24,F,473025,35,1,79.4
Extrême-Nord,2013,25-34,M,318132,25,1,72.1
Extrême-Nord,2013,25-34,F,331117,25,1,63.4
Extrême-Nord,2013,35-44,M,227237,0,1,81.3
Extrême-Nord,2013,35-44,F,236512,0,1,65.5
Extrême-Nord,2013,45-54,M,136342,0,1,77.6
Extrême-Nord,2013,45-54,F,141907,0,1,80.8
Extrême-Nord,2013,55-64,M,90895,0,1,76.6
Extrême-Nord,2013,55-64,F,94605,0,1,71.9
Extrême-Nord,2013,65+,M,68171,0,5,78.0
Extrême-Nord,2013,65+,F,70953,0,5,63.5
Extrême-Nord,2014,0-14,M,995557,0,2,0.0
Extrême-Nord,2014,0-14,F,1036192,0,2,0.0
Extrême-Nord,2014,15-24,M,463050,35,1,68.2
Extrême-Nord,2014,15-24,F,481950,35,1,79.0
Extrême-Nord,2014,25-34,M,324135,25,1,84.4
Extrême-Nord,2014,25-34,F,337365,25,1,79.0
Extrême-Nord,2014,35-44,M,231525,0,1,75.3
Extrême-Nord,2014,35-44,F,240975,0,1,60.3
Extrême-Nord,2014,45-54,M,138915,0,1,63.9
Extrême-Nord,2014,45-54,F,144585,0,1,60.1
Extrême-Nord,2014,55-64,M,92610,0,1,80.8
Extrême-Nord,2014,55-64,F,96390,0,1,66.5
Extrême-Nord,2014,65+,M,69457,0,5,72.1
Extrême-Nord,2014,65+,F,72292,0,5,60.0
Extrême-Nord,2015,0-14,M,1013993,0,2,0.0
Extrême-Nord,2015,0-14,F,1055381,0,2,0.0
Extrême-Nord,2015,15-24,M,471625,35,1,67.0
Extrême-Nord,2015,15-24,F,490875,35,1,61.8
Extrême-Nord,2015,25-34,M,330137,25,1,70.0
Extrême-Nord,2015,25-34,F,343612,25,1,68.1
Extrême-Nord,2015,35-44,M,235812,0,1,72.7
Extrême-Nord,2015,35-44,F,245437,0,1,69.5
Extrême-Nord,2015,45-54,M,141487,0,1,71.9
Extrême-Nord,2015,45-54,F,147262,0,1,60.6
Extrême-Nord,2015,55-64,M,94325,0,1,69.2
Extrême-Nord,2015,55-64,F,98175,0,1,77.2
Extrême-Nord,2015,65+,M,70743,0,5,66.7
Extrême-Nord,2015,65+,F,73631,0,5,70.3
Extrême-Nord,2016,0-14,M,1032430,0,2,0.0
Extrême-Nord,2016,0-14,F,1074570,0,2,0.0
Extrême-Nord,2016,15-24,M,480200,35,1,71.2
Extrême-Nord,2016,15-24,F,499800,35,1,83.7
Extrême-Nord,2016,25-34,M,336140,25,1,68.1
Extrême-Nord,2016,25-34,F,349860,25,1,82.4
Extrême-Nord,2016,35-44,M,240100,0,1,71.6
Extrême-Nord,2016,35-44,F,249900,0,1,78.6
Extrême-Nord,2016,45-54,M,144060,0,1,80.2
Extrême-Nord,2016,45-54,F,149940,0,1,76.5
Extrême-Nord,2016,55-64,M,96040,0,1,82.4
Extrême-Nord,2016,55-64,F,99960,0,1,76.7
Extrême-Nord,2016,65+,M,72030,0,5,61.7
Extrême-Nord,2016,65+,F,74970,0,5,80.9
Extrême-Nord,2017,0-14,M,1050866,0,2,0.0
Extrême-Nord,2017,0-14,F,1093758,0,2,0.0
Extrême-Nord,2017,15-24,M,488775,35,1,61.3
Extrême-Nord,2017,15-24,F,508725,35,1,61.4
Extrême-Nord,2017,25-34,M,342142,25,1,63.3
Extrême-Nord,2017,25-34,F,356107,25,1,83.4
Extrême-Nord,2017,35-44,M,244387,0,1,66.4
Extrême-Nord,2017,35-44,F,254362,0,1,73.6
Extrême-Nord,2017,45-54,M,146632,0,1,61.8
Extrême-Nord,2017,45-54,F,152617,0,1,78.1
Extrême-Nord,2017,55-64,M,97755,0,1,65.6
Extrême-Nord,2017,55-64,F,101745,0,1,62.8
Extrême-Nord,2017,65+,M,73316,0,5,73.6
Extrême-Nord,2017,65+,F,76308,0,5,81.8
Extrême-Nord,2018,0-14,M,1069302,0,2,0.0
Extrême-Nord,2018,0-14,F,1112947,0,2,0.0
Extrême-Nord,2018,15-24,M,497350,35,1,84.7
Extrême-Nord,2018,15-24,F,517650,35,1,81.3
Extrême-Nord,2018,25-34,M,348145,25,1,82.3
Extrême-Nord,2018,25-34,F,362355,25,1,82.4
Extrême-Nord,2018,35-44,M,248675,0,1,64.3
Extrême-Nord,2018,35-44,F,258825,0,1,77.6
Extrême-Nord,2018,45-54,M,149205,0,1,79.6
Extrême-Nord,2018,45-54,F,155295,0,1,83.2
Extrême-Nord,2018,55-64,M,99470,0,1,75.0
Extrême-Nord,2018,55-64,F,103530,0,1,77.9
Extrême-Nord,2018,65+,M,74602,0,5,76.8
Extrême-Nord,2018,65+,F,77647,0,5,61.3
Extrême-Nord,2019,0-14,M,1087738,0,2,0.0
Extrême-Nord,2019,0-14,F,1132136,0,2,0.0
Extrême-Nord,2019,15-24,M,505925,35,1,65.7
Extrême-Nord,2019,15-24,F,526575,35,1,84.1
Extrême-Nord,2019,25-34,M,354147,25,1,82.2
Extrême-Nord,2019,25-34,F,368602,25,1,84.9
Extrême-Nord,2019,35-44,M,252962,0,1,76.6
Extrême-Nord,2019,35-44,F,263287,0,1,66.4
Extrême-Nord,2019,45-54,M,151777,0,1,78.6
Extrême-Nord,2019,45-54,F,157972,0,1,78.3
Extrême-Nord,2019,55-64,M,101185,0,1,74.0
Extrême-Nord,2019,55-64,F,105315,0,1,64.4
Extrême-Nord,2019,65+,M,75888,0,5,61.1
Extrême-Nord,2019,65+,F,78986,0,5,82.4
Extrême-Nord,2020,0-14,M,1106175,0,2,0.0
Extrême-Nord,2020,0-14,F,1151325,0,2,0.0
Extrême-Nord,2020,15-24,M,514500,35,1,79.0
Extrême-Nord,2020,15-24,F,535500,35,1,63.5
Extrême-Nord,2020,25-34,M,360150,25,1,72.5
Extrême-Nord,2020,25-34,F,374850,25,1,60.9
Extrême-Nord,2020,35-44,M,257250,0,1,77.0
Extrême-Nord,2020,35-44,F,267750,0,1,64.2
Extrême-Nord,2020,45-54,M,154350,0,1,74.8
Extrême-Nord,2020,45-54,F,160650,0,1,77.8
Extrême-Nord,2020,55-64,M,102900,0,1,76.6
Extrême-Nord,2020,55-64,F,107100,0,1,65.7
Extrême-Nord,2020,65+,M,77175,0,5,84.2
Extrême-Nord,2020,65+,F,80325,0,5,77.8
Extrême-Nord,2021,0-14,M,1124611,0,2,0.0
Extrême-Nord,2021,0-14,F,1170513,0,2,0.0
Extrême-Nord,2021,15-24,M,523075,35,1,62.9
Extrême-Nord,2021,15-24,F,544425,35,1,68.0
Extrême-Nord,2021,25-34,M,366152,25,1,65.6
Extrême-Nord,2021,25-34,F,381097,25,1,62.4
Extrême-Nord,2021,35-44,M,261537,0,1,62.8
Extrême-Nord,2021,35-44,F,272212,0,1,78.3
Extrême-Nord,2021,45-54,M,156922,0,1,70.0
Extrême-Nord,2021,45-54,F,163327,0,1,65.0
Extrême-Nord,2021,55-64,M,104615,0,1,80.5
Extrême-Nord,2021,55-64,F,108885,0,1,67.6
Extrême-Nord,2021,65+,M,78461,0,5,77.2
Extrême-Nord,2021,65+,F,81663,0,5,66.5
Extrême-Nord,2022,0-14,M,1143047,0,2,0.0
Extrême-Nord,2022,0-14,F,1189702,0,2,0.0
Extrême-Nord,2022,15-24,M,531650,35,1,82.6
Extrême-Nord,2022,15-24,F,553350,35,1,63.5
Extrême-Nord,2022,25-34,M,372155,25,1,77.5
Extrême-Nord,2022,25-34,F,387345,25,1,83.6
Extrême-Nord,2022,35-44,M,265825,0,1,71.6
Extrême-Nord,2022,35-44,F,276675,0,1,67.0
Extrême-Nord,2022,45-54,M,159495,0,1,66.2
Extrême-Nord,2022,45-54,F,166005,0,1,67.8
Extrême-Nord,2022,55-64,M,106330,0,1,77.6
Extrême-Nord,2022,55-64,F,110670,0,1,84.3
Extrême-Nord,2022,65+,M,79747,0,5,72.8
Extrême-Nord,2022,65+,F,83002,0,5,77.6
Extrême-Nord,2023,0-14,M,1161483,0,2,0.0
Extrême-Nord,2023,0-14,F,1208891,0,2,0.0
Extrême-Nord,2023,15-24,M,540225,35,1,75.5
Extrême-Nord,2023,15-24,F,562275,35,1,67.7
Extrême-Nord,2023,25-34,M,378157,25,1,76.7
Extrême-Nord,2023,25-34,F,393592,25,1,74.0
Extrême-Nord,2023,35-44,M,270112,0,1,78.0
Extrême-Nord,2023,35-44,F,281137,0,1,80.2
Extrême-Nord,2023,45-54,M,162067,0,1,63.3
Extrême-Nord,2023,45-54,F,168682,0,1,72.9
Extrême-Nord,2023,55-64,M,108045,0,1,75.4
Extrême-Nord,2023,55-64,F,112455,0,1,74.3
Extrême-Nord,2023,65+,M,81033,0,5,68.2
Extrême-Nord,2023,65+,F,84341,0,5,82.0
Littoral,2000,0-14,M,800660,0,2,0.0
Littoral,2000,0-14,F,833340,0,2,0.0
Littoral,2000,15-24,M,372400,35,1,80.4
Littoral,2000,15-24,F,387600,35,1,71.7
Littoral,2000,25-34,M,260680,25,1,75.3
Littoral,2000,25-34,F,271320,25,1,67.7
Littoral,2000,35-44,M,186200,0,1,83.7
Littoral,2000,35-44,F,193800,0,1,68.7
Littoral,2000,45-54,M,111720,0,1,78.5
Littoral,2000,45-54,F,116280,0,1,69.4
Littoral,2000,55-64,M,74480,0,1,83.1
Littoral,2000,55-64,F,77520,0,1,79.8
Littoral,2000,65+,M,55860,0,5,80.6
Littoral,2000,65+,F,58140,0,5,78.6
Littoral,2001,0-14,M,820676,0,2,0.0
Littoral,2001,0-14,F,854173,0,2,0.0
Littoral,2001,15-24,M,381709,35,1,63.6
Littoral,2001,15-24,F,397289,35,1,66.9
Littoral,2001,25-34,M,267196,25,1,73.2
Littoral,2001,25-34,F,278102,25,1,84.3
Littoral,2001,35-44,M,190854,0,1,70.7
Littoral,2001,35-44,F,198644,0,1,68.6
Littoral,2001,45-54,M,114512,0,1,68.8
Littoral,2001,45-54,F,119186,0,1,68.0
Littoral,2001,55-64,M,76341,0,1,65.8
Littoral,2001,55-64,F,79457,0,1,68.1
Littoral,2001,65+,M,57256,0,5,78.2
Littoral,2001,65+,F,59593,0,5,69.6
Littoral,2002,0-14,M,840693,0,2,0.0
Littoral,2002,0-14,F,875007,0,2,0.0
Littoral,2002,15-24,M,391020,35,1,68.5
Littoral,2002,15-24,F,406980,35,1,71.1
Littoral,2002,25-34,M,273714,25,1,76.9
Littoral,2002,25-34,F,284886,25,1,67.6
Littoral,2002,35-44,M,195510,0,1,62.6
Littoral,2002,35-44,F,203490,0,1,74.1
Littoral,2002,45-54,M,117306,0,1,72.9
Littoral,2002,45-54,F,122094,0,1,80.0
Littoral,2002,55-64,M,78204,0,1,60.1
Littoral,2002,55-64,F,81396,0,1,64.7
Littoral,2002,65+,M,58653,0,5,81.4
Littoral,2002,65+,F,61047,0,5,76.2
Littoral,2003,0-14,M,860709,0,2,0.0
Littoral,2003,0-14,F,895840,0,2,0.0
Littoral,2003,15-24,M,400330,35,1,74.5
Littoral,2003,15-24,F,416670,35,1,72.5
Littoral,2003,25-34,M,280231,25,1,60.9
Littoral,2003,25-34,F,291669,25,1,75.6
Littoral,2003,35-44,M,200165,0,1,80.6
Littoral,2003,35-44,F,208335,0,1,82.8
Littoral,2003,45-54,M,120099,0,1,82.6
Littoral,2003,45-54,F,125001,0,1,65.9
Littoral,2003,55-64,M,80066,0,1,70.2
Littoral,2003,55-64,F,83334,0,1,66.8
Littoral,2003,65+,M,60049,0,5,74.0
Littoral,2003,65+,F,62500,0,5,67.7
Littoral,2004,0-14,M,880726,0,2,0.0
Littoral,2004,0-14,F,916674,0,2,0.0
Littoral,2004,15-24,M,409640,35,1,72.5
Littoral,2004,15-24,F,426360,35,1,83.8
Littoral,2004,25-34,M,286748,25,1,68.3
Littoral,2004,25-34,F,298452,25,1,63.5
Littoral,2004,35-44,M,204820,0,1,73.7
Littoral,2004,35-44,F,213180,0,1,82.0
Littoral,2004,45-54,M,122892,0,1,79.6
Littoral,2004,45-54,F,127908,0,1,77.8
Littoral,2004,55-64,M,81928,0,1,71.1
Littoral,2004,55-64,F,85272,0,1,82.1
Littoral,2004,65+,M,61446,0,5,69.2
Littoral,2004,65+,F,63954,0,5,81.2
Littoral,2005,0-14,M,900742,0,2,0.0
Littoral,2005,0-14,F,937507,0,2,0.0
Littoral,2005,15-24,M,418950,35,1,68.2
Littoral,2005,15-24,F,436050,35,1,73.6
Littoral,2005,25-34,M,293265,25,1,73.5
Littoral,2005,25-34,F,305235,25,1,66.8
Littoral,2005,35-44,M,209475,0,1,60.0
Littoral,2005,35-44,F,218025,0,1,67.4
Littoral,2005,45-54,M,125685,0,1,67.3
Littoral,2005,45-54,F,130815,0,1,78.1
Littoral,2005,55-64,M,83790,0,1,74.3
Littoral,2005,55-64,F,87210,0,1,76.2
Littoral,2005,65+,M,62842,0,5,84.8
Littoral,2005,65+,F,65407,0,5,73.9
Littoral,2006,0-14,M,920759,0,2,0.0
Littoral,2006,0-14,F,958341,0,2,0.0
Littoral,2006,15-24,M,428260,35,1,81.0
Littoral,2006,15-24,F,445740,35,1,65.8
Littoral,2006,25-34,M,299782,25,1,82.4
Littoral,2006,25-34,F,312018,25,1,62.0
Littoral,2006,35-44,M,214130,0,1,61.9
Littoral,2006,35-44,F,222870,0,1,72.4
Littoral,2006,45-54,M,128478,0,1,82.1
Littoral,2006,45-54,F,133722,0,1,65.9
Littoral,2006,55-64,M,85652,0,1,74.0
Littoral,2006,55-64,F,89148,0,1,75.3
Littoral,2006,65+,M,64239,0,5,73.0
Littoral,2006,65+,F,66861,0,5,76.1
Littoral,2007,0-14,M,940775,0,2,0.0
Littoral,2007,0-14,F,979174,0,2,0.0
Littoral,2007,15-24,M,437570,35,1,79.3
Littoral,2007,15-24,F,455430,35,1,74.3
Littoral,2007,25-34,M,306299,25,1,84.3
Littoral,2007,25-34,F,318801,25,1,68.1
Littoral,2007,35-44,M,218785,0,1,66.7
Littoral,2007,35-44,F,227715,0,1,77.1
Littoral,2007,45-54,M,131271,0,1,69.7
Littoral,2007,45-54,F,136629,0,1,66.6
Littoral,2007,55-64,M,87514,0,1,65.7
Littoral,2007,55-64,F,91086,0,1,68.6
Littoral,2007,65+,M,65635,0,5,75.5
Littoral,2007,65+,F,68314,0,5,69.4
Littoral,2008,0-14,M,960792,0,2,0.0
Littoral,2008,0-14,F,1000008,0,2,0.0
Littoral,2008,15-24,M,446880,35,1,64.2
Littoral,2008,15-24,F,465120,35,1,78.1
Littoral,2008,25-34,M,312816,25,1,80.1
Littoral,2008,25-34,F,325584,25,1,71.2
Littoral,2008,35-44,M,223440,0,1,61.9
Littoral,2008,35-44,F,232560,0,1,82.8
Littoral,2008,45-54,M,134064,0,1,70.7
Littoral,2008,45-54,F,139536,0,1,74.8
Littoral,2008,55-64,M,89376,0,1,84.5
Littoral,2008,55-64,F,93024,0,1,68.1
Littoral,2008,65+,M,67032,0,5,81.3
Littoral,2008,65+,F,69768,0,5,66.8
Littoral,2009,0-14,M,980808,0,2,0.0
Littoral,2009,0-14,F,1020841,0,2,0.0
Littoral,2009,15-24,M,456190,35,1,73.7
Littoral,2009,15-24,F,474810,35,1,68.9
Littoral,2009,25-34,M,319333,25,1,63.1
Littoral,2009,25-34,F,332367,25,1,82.8
Littoral,2009,35-44,M,228095,0,1,72.3
Littoral,2009,35-44,F,237405,0,1,69.0
Littoral,2009,45-54,M,136857,0,1,77.9
Littoral,2009,45-54,F,142443,0,1,65.6
Littoral,2009,55-64,M,91238,0,1,66.3
Littoral,2009,55-64,F,94962,0,1,79.6
Littoral,2009,65+,M,68428,0,5,60.6
Littoral,2009,65+,F,71221,0,5,64.6
Littoral,2010,0-14,M,1000825,0,2,0.0
Littoral,2010,0-14,F,1041675,0,2,0.0
Littoral,2010,15-24,M,465500,35,1,73.8
Littoral,2010,15-24,F,484500,35,1,76.6
Littoral,2010,25-34,M,325850,25,1,73.5
Littoral,2010,25-34,F,339150,25,1,68.5
Littoral,2010,35-44,M,232750,0,1,63.0
Littoral,2010,35-44,F,242250,0,1,71.6
Littoral,2010,45-54,M,139650,0,1,79.6
Littoral,2010,45-54,F,145350,0,1,72.9
Littoral,2010,55-64,M,93100,0,1,70.3
Littoral,2010,55-64,F,96900,0,1,82.4
Littoral,2010,65+,M,69825,0,5,74.8
Littoral,2010,65+,F,72675,0,5,83.1
Littoral,2011,0-14,M,1020841,0,2,0.0
Littoral,2011,0-14,F,1062508,0,2,0.0
Littoral,2011,15-24,M,474810,35,1,73.8
Littoral,2011,15-24,F,494190,35,1,73.4
Littoral,2011,25-34,M,332367,25,1,78.1
Littoral,2011,25-34,F,345933,25,1,77.0
Littoral,2011,35-44,M,237405,0,1,73.5
Littoral,2011,35-44,F,247095,0,1,74.1
Littoral,2011,45-54,M,142443,0,1,73.5
Littoral,2011,45-54,F,148257,0,1,70.7
Littoral,2011,55-64,M,94962,0,1,61.1
Littoral,2011,55-64,F,98838,0,1,60.7
Littoral,2011,65+,M,71221,0,5,74.8
Littoral,2011,65+,F,74128,0,5,65.3
Littoral,2012,0-14,M,1040858,0,2,0.0
Littoral,2012,0-14,F,1083342,0,2,0.0
Littoral,2012,15-24,M,484120,35,1,77.3
Littoral,2012,15-24,F,503880,35,1,76.2
Littoral,2012,25-34,M,338884,25,1,76.3
Littoral,2012,25-34,F,352716,25,1,77.2
Littoral,2012,35-44,M,242060,0,1,61.5
Littoral,2012,35-44,F,251940,0,1,78.0
Littoral,2012,45-54,M,145236,0,1,67.8
Littoral,2012,45-54,F,151164,0,1,84.5
Littoral,2012,55-64,M,96824,0,1,60.8
Littoral,2012,55-64,F,100776,0,1,66.3
Littoral,2012,65+,M,72618,0,5,68.6
Littoral,2012,65+,F,75582,0,5,73.1
Littoral,2013,0-14,M,1060874,0,2,0.0
Littoral,2013,0-14,F,1104175,0,2,0.0
Littoral,2013,15-24,M,493430,35,1,61.2
Littoral,2013,15-24,F,513570,35,1,63.5
Littoral,2013,25-34,M,345401,25,1,84.4
Littoral,2013,25-34,F,359499,25,1,74.4
Littoral,2013,35-44,M,246715,0,1,72.3
Littoral,2013,35-44,F,256785,0,1,71.9
Littoral,2013,45-54,M,148029,0,1,80.7
Littoral,2013,45-54,F,154071,0,1,71.1
Littoral,2013,55-64,M,98686,0,1,78.9
Littoral,2013,55-64,F,102714,0,1,79.9
Littoral,2013,65+,M,74014,0,5,65.2
Littoral,2013,65+,F,77035,0,5,69.0
Littoral,2014,0-14,M,1080891,0,2,0.0
Littoral,2014,0-14,F,1125009,0,2,0.0
Littoral,2014,15-24,M,502740,35,1,76.7
Littoral,2014,15-24,F,523260,35,1,76.7
Littoral,2014,25-34,M,351918,25,1,71.5
Littoral,2014,25-34,F,366282,25,1,83.2
Littoral,2014,35-44,M,251370,0,1,82.5
Littoral,2014,35-44,F,261630,0,1,77.9
Littoral,2014,45-54,M,150822,0,1,63.4
Littoral,2014,45-54,F,156978,0,1,72.6
Littoral,2014,55-64,M,100548,0,1,79.1
Littoral,2014,55-64,F,104652,0,1,61.9
Littoral,2014,65+,M,75411,0,5,63.3
Littoral,2014,65+,F,78489,0,5,62.6
Littoral,2015,0-14,M,1100907,0,2,0.0
Littoral,2015,0-14,F,1145842,0,2,0.0
Littoral,2015,15-24,M,512050,35,1,85.0
Littoral,2015,15-24,F,532950,35,1,81.2
Littoral,2015,25-34,M,358435,25,1,73.3
Littoral,2015,25-34,F,373065,25,1,62.5
Littoral,2015,35-44,M,256025,0,1,67.0
Littoral,2015,35-44,F,266475,0,1,66.2
Littoral,2015,45-54,M,153615,0,1,74.9
Littoral,2015,45-54,F,159885,0,1,68.2
Littoral,2015,55-64,M,102410,0,1,70.1
Littoral,2015,55-64,F,106590,0,1,83.0
Littoral,2015,65+,M,76807,0,5,61.2
Littoral,2015,65+,F,79942,0,5,75.7
Littoral,2016,0-14,M,1120924,0,2,0.0
Littoral,2016,0-14,F,1166676,0,2,0.0
Littoral,2016,15-24,M,521360,35,1,77.0
Littoral,2016,15-24,F,542640,35,1,65.2
Littoral,2016,25-34,M,364952,25,1,64.7
Littoral,2016,25-34,F,379848,25,1,67.5
Littoral,2016,35-44,M,260680,0,1,80.4
Littoral,2016,35-44,F,271320,0,1,75.0
Littoral,2016,45-54,M,156408,0,1,76.7
Littoral,2016,45-54,F,162792,0,1,76.6
Littoral,2016,55-64,M,104272,0,1,66.2
Littoral,2016,55-64,F,108528,0,1,60.9
Littoral,2016,65+,M,78204,0,5,77.4
Littoral,2016,65+,F,81396,0,5,69.4
Littoral,2017,0-14,M,1140940,0,2,0.0
Littoral,2017,0-14,F,1187509,0,2,0.0
Littoral,2017,15-24,M,530670,35,1,60.6
Littoral,2017,15-24,F,552330,35,1,67.4
Littoral,2017,25-34,M,371469,25,1,64.2
Littoral,2017,25-34,F,386631,25,1,77.1
Littoral,2017,35-44,M,265335,0,1,82.4
Littoral,2017,35-44,F,276165,0,1,73.2
Littoral,2017,45-54,M,159201,0,1,65.2
Littoral,2017,45-54,F,165699,0,1,72.9
Littoral,2017,55-64,M,106134,0,1,74.0
Littoral,2017,55-64,F,110466,0,1,71.6
Littoral,2017,65+,M,79600,0,5,82.2
Littoral,2017,65+,F,82849,0,5,79.8
Littoral,2018,0-14,M,1160957,0,2,0.0
Littoral,2018,0-14,F,1208343,0,2,0.0
Littoral,2018,15-24,M,539980,35,1,82.7
Littoral,2018,15-24,F,562020,35,1,70.9
Littoral,2018,25-34,M,377986,25,1,75.4
Littoral,2018,25-34,F,393414,25,1,63.1
Littoral,2018,35-44,M,269990,0,1,82.8
Littoral,2018,35-44,F,281010,0,1,75.3
Littoral,2018,45-54,M,161994,0,1,60.3
Littoral,2018,45-54,F,168606,0,1,76.7
Littoral,2018,55-64,M,107996,0,1,62.0
Littoral,2018,55-64,F,112404,0,1,60.0
Littoral,2018,65+,M,80997,0,5,64.1
Littoral,2018,65+,F,84303,0,5,78.6
Littoral,2019,0-14,M,1180973,0,2,0.0
Littoral,2019,0-14,F,1229176,0,2,0.0
Littoral,2019,15-24,M,549290,35,1,74.0
Littoral,2019,15-24,F,571710,35,1,71.0
Littoral,2019,25-34,M,384503,25,1,68.6
Littoral,2019,25-34,F,400197,25,1,62.7
Littoral,2019,35-44,M,274645,0,1,61.2
Littoral,2019,35-44,F,285855,0,1,79.1
Littoral,2019,45-54,M,164787,0,1,65.0
Littoral,2019,45-54,F,171513,0,1,74.1
Littoral,2019,55-64,M,109858,0,1,61.7
Littoral,2019,55-64,F,114342,0,1,77.2
Littoral,2019,65+,M,82393,0,5,62.9
Littoral,2019,65+,F,85756,0,5,68.7
Littoral,2020,0-14,M,1200990,0,2,0.0
Littoral,2020,0-14,F,1250010,0,2,0.0
Littoral,2020,15-24,M,558600,35,1,73.5
Littoral,2020,15-24,F,581400,35,1,70.1
Littoral,2020,25-34,M,391020,25,1,84.1
Littoral,2020,25-34,F,406980,25,1,68.7
Littoral,2020,35-44,M,279300,0,1,85.0
Littoral,2020,35-44,F,290700,0,1,78.6
Littoral,2020,45-54,M,167580,0,1,82.0
Littoral,2020,45-54,F,174420,0,1,84.0
Littoral,2020,55-64,M,111720,0,1,74.8
Littoral,2020,55-64,F,116280,0,1,82.0
