region,annee,quintile,indicateur,valeur,unite
Nord,2011,Q4,Revenu moyen mensuel,168000.0,FCFA
Nord,2011,Q4,Depenses alimentation,74951.89,FCFA
Nord,2011,Q4,Depenses sante,14536.67,FCFA
Nord,2011,Q4,Depenses education,8409.85,FCFA
Nord,2011,Q4,Depenses logement,38701.14,FCFA
Nord,2011,Q4,Depenses transport,18198.57,FCFA
Nord,2011,Q4,Accès eau potable,57.0,%
Nord,2011,Q4,Accès electricite,52.25,%
Nord,2011,Q4,Accès toilettes,33.25,%
Nord,2011,Q4,Possession telephone,63.0,%
Nord,2011,Q4,Possession radio,54.0,%
Nord,2011,Q4,Possession TV,36.0,%
Nord,2011,Q5 (plus riche),Revenu moyen mensuel,336000.0,FCFA
Nord,2011,Q5 (plus riche),Depenses alimentation,126676.07,FCFA
Nord,2011,Q5 (plus riche),Depenses sante,21632.14,FCFA
Nord,2011,Q5 (plus riche),Depenses education,14048.13,FCFA
Nord,2011,Q5 (plus riche),Depenses logement,68676.34,FCFA
Nord,2011,Q5 (plus riche),Depenses transport,41126.98,FCFA
Nord,2011,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2011,Q5 (plus riche),Accès electricite,55.0,%
Nord,2011,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2011,Q5 (plus riche),Possession telephone,84.0,%
Nord,2011,Q5 (plus riche),Possession radio,72.0,%
Nord,2011,Q5 (plus riche),Possession TV,48.0,%
Nord,2012,Q1 (plus pauvre),Revenu moyen mensuel,28500.0,FCFA
Nord,2012,Q1 (plus pauvre),Depenses alimentation,13691.17,FCFA
Nord,2012,Q1 (plus pauvre),Depenses sante,2585.56,FCFA
Nord,2012,Q1 (plus pauvre),Depenses education,1321.55,FCFA
Nord,2012,Q1 (plus pauvre),Depenses logement,6612.31,FCFA
Nord,2012,Q1 (plus pauvre),Depenses transport,3624.66,FCFA
Nord,2012,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2012,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2012,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2012,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2012,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2012,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2012,Q2,Revenu moyen mensuel,57000.0,FCFA
Nord,2012,Q2,Depenses alimentation,27744.05,FCFA
Nord,2012,Q2,Depenses sante,4279.01,FCFA
Nord,2012,Q2,Depenses education,3313.76,FCFA
Nord,2012,Q2,Depenses logement,9317.11,FCFA
Nord,2012,Q2,Depenses transport,7067.55,FCFA
Nord,2012,Q2,Accès eau potable,42.0,%
Nord,2012,Q2,Accès electricite,38.5,%
Nord,2012,Q2,Accès toilettes,24.5,%
Nord,2012,Q2,Possession telephone,35.0,%
Nord,2012,Q2,Possession radio,30.0,%
Nord,2012,Q2,Possession TV,20.0,%
Nord,2012,Q3,Revenu moyen mensuel,102600.0,FCFA
Nord,2012,Q3,Depenses alimentation,43508.81,FCFA
Nord,2012,Q3,Depenses sante,7129.21,FCFA
Nord,2012,Q3,Depenses education,6022.8,FCFA
Nord,2012,Q3,Depenses logement,17265.38,FCFA
Nord,2012,Q3,Depenses transport,12715.21,FCFA
Nord,2012,Q3,Accès eau potable,51.0,%
Nord,2012,Q3,Accès electricite,46.75,%
Nord,2012,Q3,Accès toilettes,29.75,%
Nord,2012,Q3,Possession telephone,49.0,%
Nord,2012,Q3,Possession radio,42.0,%
Nord,2012,Q3,Possession TV,28.0,%
Nord,2012,Q4,Revenu moyen mensuel,171000.0,FCFA
Nord,2012,Q4,Depenses alimentation,67288.2,FCFA
Nord,2012,Q4,Depenses sante,11744.03,FCFA
Nord,2012,Q4,Depenses education,9152.28,FCFA
Nord,2012,Q4,Depenses logement,32759.11,FCFA
Nord,2012,Q4,Depenses transport,21515.02,FCFA
Nord,2012,Q4,Accès eau potable,57.0,%
Nord,2012,Q4,Accès electricite,52.25,%
Nord,2012,Q4,Accès toilettes,33.25,%
Nord,2012,Q4,Possession telephone,63.0,%
Nord,2012,Q4,Possession radio,54.0,%
Nord,2012,Q4,Possession TV,36.0,%
Nord,2012,Q5 (plus riche),Revenu moyen mensuel,342000.0,FCFA
Nord,2012,Q5 (plus riche),Depenses alimentation,173673.91,FCFA
Nord,2012,Q5 (plus riche),Depenses sante,30203.09,FCFA
Nord,2012,Q5 (plus riche),Depenses education,19379.52,FCFA
Nord,2012,Q5 (plus riche),Depenses logement,74742.17,FCFA
Nord,2012,Q5 (plus riche),Depenses transport,45506.27,FCFA
Nord,2012,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2012,Q5 (plus riche),Accès electricite,55.0,%
Nord,2012,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2012,Q5 (plus riche),Possession telephone,84.0,%
Nord,2012,Q5 (plus riche),Possession radio,72.0,%
Nord,2012,Q5 (plus riche),Possession TV,48.0,%
Nord,2013,Q1 (plus pauvre),Revenu moyen mensuel,29000.0,FCFA
Nord,2013,Q1 (plus pauvre),Depenses alimentation,15432.3,FCFA
Nord,2013,Q1 (plus pauvre),Depenses sante,1960.3,FCFA
Nord,2013,Q1 (plus pauvre),Depenses education,1179.02,FCFA
Nord,2013,Q1 (plus pauvre),Depenses logement,6663.34,FCFA
Nord,2013,Q1 (plus pauvre),Depenses transport,3968.17,FCFA
Nord,2013,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2013,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2013,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2013,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2013,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2013,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2013,Q2,Revenu moyen mensuel,58000.0,FCFA
Nord,2013,Q2,Depenses alimentation,23325.27,FCFA
Nord,2013,Q2,Depenses sante,5361.32,FCFA
Nord,2013,Q2,Depenses education,3398.08,FCFA
Nord,2013,Q2,Depenses logement,13791.81,FCFA
Nord,2013,Q2,Depenses transport,8306.39,FCFA
Nord,2013,Q2,Accès eau potable,42.0,%
Nord,2013,Q2,Accès electricite,38.5,%
Nord,2013,Q2,Accès toilettes,24.5,%
Nord,2013,Q2,Possession telephone,35.0,%
Nord,2013,Q2,Possession radio,30.0,%
Nord,2013,Q2,Possession TV,20.0,%
Nord,2013,Q3,Revenu moyen mensuel,104400.0,FCFA
Nord,2013,Q3,Depenses alimentation,41400.34,FCFA
Nord,2013,Q3,Depenses sante,9136.43,FCFA
Nord,2013,Q3,Depenses education,5323.32,FCFA
Nord,2013,Q3,Depenses logement,17379.66,FCFA
Nord,2013,Q3,Depenses transport,12417.72,FCFA
Nord,2013,Q3,Accès eau potable,51.0,%
Nord,2013,Q3,Accès electricite,46.75,%
Nord,2013,Q3,Accès toilettes,29.75,%
Nord,2013,Q3,Possession telephone,49.0,%
Nord,2013,Q3,Possession radio,42.0,%
Nord,2013,Q3,Possession TV,28.0,%
Nord,2013,Q4,Revenu moyen mensuel,174000.0,FCFA
Nord,2013,Q4,Depenses alimentation,83796.04,FCFA
Nord,2013,Q4,Depenses sante,13296.09,FCFA
Nord,2013,Q4,Depenses education,10076.24,FCFA
Nord,2013,Q4,Depenses logement,37396.32,FCFA
Nord,2013,Q4,Depenses transport,20915.7,FCFA
Nord,2013,Q4,Accès eau potable,57.0,%
Nord,2013,Q4,Accès electricite,52.25,%
Nord,2013,Q4,Accès toilettes,33.25,%
Nord,2013,Q4,Possession telephone,63.0,%
Nord,2013,Q4,Possession radio,54.0,%
Nord,2013,Q4,Possession TV,36.0,%
Nord,2013,Q5 (plus riche),Revenu moyen mensuel,348000.0,FCFA
Nord,2013,Q5 (plus riche),Depenses alimentation,129398.32,FCFA
Nord,2013,Q5 (plus riche),Depenses sante,25252.45,FCFA
Nord,2013,Q5 (plus riche),Depenses education,14519.12,FCFA
Nord,2013,Q5 (plus riche),Depenses logement,83252.73,FCFA
Nord,2013,Q5 (plus riche),Depenses transport,41974.7,FCFA
Nord,2013,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2013,Q5 (plus riche),Accès electricite,55.0,%
Nord,2013,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2013,Q5 (plus riche),Possession telephone,84.0,%
Nord,2013,Q5 (plus riche),Possession radio,72.0,%
Nord,2013,Q5 (plus riche),Possession TV,48.0,%
Nord,2014,Q1 (plus pauvre),Revenu moyen mensuel,29500.0,FCFA
Nord,2014,Q1 (plus pauvre),Depenses alimentation,13728.26,FCFA
Nord,2014,Q1 (plus pauvre),Depenses sante,2451.9,FCFA
Nord,2014,Q1 (plus pauvre),Depenses education,1674.37,FCFA
Nord,2014,Q1 (plus pauvre),Depenses logement,5809.96,FCFA
Nord,2014,Q1 (plus pauvre),Depenses transport,3392.66,FCFA
Nord,2014,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2014,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2014,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2014,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2014,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2014,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2014,Q2,Revenu moyen mensuel,59000.0,FCFA
Nord,2014,Q2,Depenses alimentation,28295.59,FCFA
Nord,2014,Q2,Depenses sante,4542.96,FCFA
Nord,2014,Q2,Depenses education,2715.19,FCFA
Nord,2014,Q2,Depenses logement,11961.31,FCFA
Nord,2014,Q2,Depenses transport,7355.66,FCFA
Nord,2014,Q2,Accès eau potable,42.0,%
Nord,2014,Q2,Accès electricite,38.5,%
Nord,2014,Q2,Accès toilettes,24.5,%
Nord,2014,Q2,Possession telephone,35.0,%
Nord,2014,Q2,Possession radio,30.0,%
Nord,2014,Q2,Possession TV,20.0,%
Nord,2014,Q3,Revenu moyen mensuel,106200.0,FCFA
Nord,2014,Q3,Depenses alimentation,45563.93,FCFA
Nord,2014,Q3,Depenses sante,9801.34,FCFA
Nord,2014,Q3,Depenses education,6192.55,FCFA
Nord,2014,Q3,Depenses logement,17416.73,FCFA
Nord,2014,Q3,Depenses transport,14241.57,FCFA
Nord,2014,Q3,Accès eau potable,51.0,%
Nord,2014,Q3,Accès electricite,46.75,%
Nord,2014,Q3,Accès toilettes,29.75,%
Nord,2014,Q3,Possession telephone,49.0,%
Nord,2014,Q3,Possession radio,42.0,%
Nord,2014,Q3,Possession TV,28.0,%
Nord,2014,Q4,Revenu moyen mensuel,177000.0,FCFA
Nord,2014,Q4,Depenses alimentation,85077.49,FCFA
Nord,2014,Q4,Depenses sante,15910.87,FCFA
Nord,2014,Q4,Depenses education,8741.96,FCFA
Nord,2014,Q4,Depenses logement,42240.04,FCFA
Nord,2014,Q4,Depenses transport,21217.96,FCFA
Nord,2014,Q4,Accès eau potable,57.0,%
Nord,2014,Q4,Accès electricite,52.25,%
Nord,2014,Q4,Accès toilettes,33.25,%
Nord,2014,Q4,Possession telephone,63.0,%
Nord,2014,Q4,Possession radio,54.0,%
Nord,2014,Q4,Possession TV,36.0,%
Nord,2014,Q5 (plus riche),Revenu moyen mensuel,354000.0,FCFA
Nord,2014,Q5 (plus riche),Depenses alimentation,173778.09,FCFA
Nord,2014,Q5 (plus riche),Depenses sante,29799.12,FCFA
Nord,2014,Q5 (plus riche),Depenses education,19685.78,FCFA
Nord,2014,Q5 (plus riche),Depenses logement,74161.81,FCFA
Nord,2014,Q5 (plus riche),Depenses transport,50168.79,FCFA
Nord,2014,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2014,Q5 (plus riche),Accès electricite,55.0,%
Nord,2014,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2014,Q5 (plus riche),Possession telephone,84.0,%
Nord,2014,Q5 (plus riche),Possession radio,72.0,%
Nord,2014,Q5 (plus riche),Possession TV,48.0,%
Nord,2015,Q1 (plus pauvre),Revenu moyen mensuel,30000.0,FCFA
Nord,2015,Q1 (plus pauvre),Depenses alimentation,12096.18,FCFA
Nord,2015,Q1 (plus pauvre),Depenses sante,2514.83,FCFA
Nord,2015,Q1 (plus pauvre),Depenses education,1290.51,FCFA
Nord,2015,Q1 (plus pauvre),Depenses logement,5749.26,FCFA
Nord,2015,Q1 (plus pauvre),Depenses transport,3598.38,FCFA
Nord,2015,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2015,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2015,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2015,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2015,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2015,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2015,Q2,Revenu moyen mensuel,60000.0,FCFA
Nord,2015,Q2,Depenses alimentation,28058.27,FCFA
Nord,2015,Q2,Depenses sante,4803.48,FCFA
Nord,2015,Q2,Depenses education,3562.83,FCFA
Nord,2015,Q2,Depenses logement,11547.46,FCFA
Nord,2015,Q2,Depenses transport,6636.21,FCFA
Nord,2015,Q2,Accès eau potable,42.0,%
Nord,2015,Q2,Accès electricite,38.5,%
Nord,2015,Q2,Accès toilettes,24.5,%
Nord,2015,Q2,Possession telephone,35.0,%
Nord,2015,Q2,Possession radio,30.0,%
Nord,2015,Q2,Possession TV,20.0,%
Nord,2015,Q3,Revenu moyen mensuel,108000.0,FCFA
Nord,2015,Q3,Depenses alimentation,49385.49,FCFA
Nord,2015,Q3,Depenses sante,9032.42,FCFA
Nord,2015,Q3,Depenses education,5547.77,FCFA
Nord,2015,Q3,Depenses logement,20952.25,FCFA
Nord,2015,Q3,Depenses transport,11698.46,FCFA
Nord,2015,Q3,Accès eau potable,51.0,%
Nord,2015,Q3,Accès electricite,46.75,%
Nord,2015,Q3,Accès toilettes,29.75,%
Nord,2015,Q3,Possession telephone,49.0,%
Nord,2015,Q3,Possession radio,42.0,%
Nord,2015,Q3,Possession TV,28.0,%
Nord,2015,Q4,Revenu moyen mensuel,180000.0,FCFA
Nord,2015,Q4,Depenses alimentation,70651.58,FCFA
Nord,2015,Q4,Depenses sante,15547.6,FCFA
Nord,2015,Q4,Depenses education,7737.17,FCFA
Nord,2015,Q4,Depenses logement,29742.33,FCFA
Nord,2015,Q4,Depenses transport,19396.92,FCFA
Nord,2015,Q4,Accès eau potable,57.0,%
Nord,2015,Q4,Accès electricite,52.25,%
Nord,2015,Q4,Accès toilettes,33.25,%
Nord,2015,Q4,Possession telephone,63.0,%
Nord,2015,Q4,Possession radio,54.0,%
Nord,2015,Q4,Possession TV,36.0,%
Nord,2015,Q5 (plus riche),Revenu moyen mensuel,360000.0,FCFA
Nord,2015,Q5 (plus riche),Depenses alimentation,188995.58,FCFA
Nord,2015,Q5 (plus riche),Depenses sante,23605.03,FCFA
Nord,2015,Q5 (plus riche),Depenses education,15540.8,FCFA
Nord,2015,Q5 (plus riche),Depenses logement,59868.97,FCFA
Nord,2015,Q5 (plus riche),Depenses transport,42411.77,FCFA
Nord,2015,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2015,Q5 (plus riche),Accès electricite,55.0,%
Nord,2015,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2015,Q5 (plus riche),Possession telephone,84.0,%
Nord,2015,Q5 (plus riche),Possession radio,72.0,%
Nord,2015,Q5 (plus riche),Possession TV,48.0,%
Nord,2016,Q1 (plus pauvre),Revenu moyen mensuel,30500.0,FCFA
Nord,2016,Q1 (plus pauvre),Depenses alimentation,15745.51,FCFA
Nord,2016,Q1 (plus pauvre),Depenses sante,2777.22,FCFA
Nord,2016,Q1 (plus pauvre),Depenses education,1732.74,FCFA
Nord,2016,Q1 (plus pauvre),Depenses logement,5445.54,FCFA
Nord,2016,Q1 (plus pauvre),Depenses transport,3101.78,FCFA
Nord,2016,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2016,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2016,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2016,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2016,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2016,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2016,Q2,Revenu moyen mensuel,61000.0,FCFA
Nord,2016,Q2,Depenses alimentation,31715.41,FCFA
Nord,2016,Q2,Depenses sante,4186.64,FCFA
Nord,2016,Q2,Depenses education,2853.46,FCFA
Nord,2016,Q2,Depenses logement,13895.4,FCFA
Nord,2016,Q2,Depenses transport,7606.62,FCFA
Nord,2016,Q2,Accès eau potable,42.0,%
Nord,2016,Q2,Accès electricite,38.5,%
Nord,2016,Q2,Accès toilettes,24.5,%
Nord,2016,Q2,Possession telephone,35.0,%
Nord,2016,Q2,Possession radio,30.0,%
Nord,2016,Q2,Possession TV,20.0,%
Nord,2016,Q3,Revenu moyen mensuel,109800.0,FCFA
Nord,2016,Q3,Depenses alimentation,44316.92,FCFA
Nord,2016,Q3,Depenses sante,8042.59,FCFA
Nord,2016,Q3,Depenses education,6051.16,FCFA
Nord,2016,Q3,Depenses logement,20485.25,FCFA
Nord,2016,Q3,Depenses transport,11776.12,FCFA
Nord,2016,Q3,Accès eau potable,51.0,%
Nord,2016,Q3,Accès electricite,46.75,%
Nord,2016,Q3,Accès toilettes,29.75,%
Nord,2016,Q3,Possession telephone,49.0,%
Nord,2016,Q3,Possession radio,42.0,%
Nord,2016,Q3,Possession TV,28.0,%
Nord,2016,Q4,Revenu moyen mensuel,183000.0,FCFA
Nord,2016,Q4,Depenses alimentation,97929.91,FCFA
Nord,2016,Q4,Depenses sante,11782.24,FCFA
Nord,2016,Q4,Depenses education,9333.41,FCFA
Nord,2016,Q4,Depenses logement,29436.62,FCFA
Nord,2016,Q4,Depenses transport,22916.8,FCFA
Nord,2016,Q4,Accès eau potable,57.0,%
Nord,2016,Q4,Accès electricite,52.25,%
Nord,2016,Q4,Accès toilettes,33.25,%
Nord,2016,Q4,Possession telephone,63.0,%
Nord,2016,Q4,Possession radio,54.0,%
Nord,2016,Q4,Possession TV,36.0,%
Nord,2016,Q5 (plus riche),Revenu moyen mensuel,366000.0,FCFA
Nord,2016,Q5 (plus riche),Depenses alimentation,163880.1,FCFA
Nord,2016,Q5 (plus riche),Depenses sante,33238.25,FCFA
Nord,2016,Q5 (plus riche),Depenses education,19809.14,FCFA
Nord,2016,Q5 (plus riche),Depenses logement,76114.84,FCFA
Nord,2016,Q5 (plus riche),Depenses transport,45226.99,FCFA
Nord,2016,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2016,Q5 (plus riche),Accès electricite,55.0,%
Nord,2016,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2016,Q5 (plus riche),Possession telephone,84.0,%
Nord,2016,Q5 (plus riche),Possession radio,72.0,%
Nord,2016,Q5 (plus riche),Possession TV,48.0,%
Nord,2017,Q1 (plus pauvre),Revenu moyen mensuel,31000.0,FCFA
Nord,2017,Q1 (plus pauvre),Depenses alimentation,16608.42,FCFA
Nord,2017,Q1 (plus pauvre),Depenses sante,2388.45,FCFA
Nord,2017,Q1 (plus pauvre),Depenses education,1358.11,FCFA
Nord,2017,Q1 (plus pauvre),Depenses logement,5455.46,FCFA
Nord,2017,Q1 (plus pauvre),Depenses transport,3224.35,FCFA
Nord,2017,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2017,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2017,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2017,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2017,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2017,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2017,Q2,Revenu moyen mensuel,62000.0,FCFA
Nord,2017,Q2,Depenses alimentation,25731.84,FCFA
Nord,2017,Q2,Depenses sante,4438.81,FCFA
Nord,2017,Q2,Depenses education,3266.21,FCFA
Nord,2017,Q2,Depenses logement,10763.35,FCFA
Nord,2017,Q2,Depenses transport,7913.21,FCFA
Nord,2017,Q2,Accès eau potable,42.0,%
Nord,2017,Q2,Accès electricite,38.5,%
Nord,2017,Q2,Accès toilettes,24.5,%
Nord,2017,Q2,Possession telephone,35.0,%
Nord,2017,Q2,Possession radio,30.0,%
Nord,2017,Q2,Possession TV,20.0,%
Nord,2017,Q3,Revenu moyen mensuel,111600.0,FCFA
Nord,2017,Q3,Depenses alimentation,49457.55,FCFA
Nord,2017,Q3,Depenses sante,10267.99,FCFA
Nord,2017,Q3,Depenses education,5399.08,FCFA
Nord,2017,Q3,Depenses logement,20439.52,FCFA
Nord,2017,Q3,Depenses transport,14979.47,FCFA
Nord,2017,Q3,Accès eau potable,51.0,%
Nord,2017,Q3,Accès electricite,46.75,%
Nord,2017,Q3,Accès toilettes,29.75,%
Nord,2017,Q3,Possession telephone,49.0,%
Nord,2017,Q3,Possession radio,42.0,%
Nord,2017,Q3,Possession TV,28.0,%
Nord,2017,Q4,Revenu moyen mensuel,186000.0,FCFA
Nord,2017,Q4,Depenses alimentation,70673.91,FCFA
Nord,2017,Q4,Depenses sante,15491.66,FCFA
Nord,2017,Q4,Depenses education,9444.1,FCFA
Nord,2017,Q4,Depenses logement,36124.27,FCFA
Nord,2017,Q4,Depenses transport,19453.99,FCFA
Nord,2017,Q4,Accès eau potable,57.0,%
Nord,2017,Q4,Accès electricite,52.25,%
Nord,2017,Q4,Accès toilettes,33.25,%
Nord,2017,Q4,Possession telephone,63.0,%
Nord,2017,Q4,Possession radio,54.0,%
Nord,2017,Q4,Possession TV,36.0,%
Nord,2017,Q5 (plus riche),Revenu moyen mensuel,372000.0,FCFA
Nord,2017,Q5 (plus riche),Depenses alimentation,156502.92,FCFA
Nord,2017,Q5 (plus riche),Depenses sante,30739.77,FCFA
Nord,2017,Q5 (plus riche),Depenses education,21492.95,FCFA
Nord,2017,Q5 (plus riche),Depenses logement,69685.67,FCFA
Nord,2017,Q5 (plus riche),Depenses transport,37947.62,FCFA
Nord,2017,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2017,Q5 (plus riche),Accès electricite,55.0,%
Nord,2017,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2017,Q5 (plus riche),Possession telephone,84.0,%
Nord,2017,Q5 (plus riche),Possession radio,72.0,%
Nord,2017,Q5 (plus riche),Possession TV,48.0,%
Nord,2018,Q1 (plus pauvre),Revenu moyen mensuel,31500.0,FCFA
Nord,2018,Q1 (plus pauvre),Depenses alimentation,14314.54,FCFA
Nord,2018,Q1 (plus pauvre),Depenses sante,2347.67,FCFA
Nord,2018,Q1 (plus pauvre),Depenses education,1718.82,FCFA
Nord,2018,Q1 (plus pauvre),Depenses logement,5894.0,FCFA
Nord,2018,Q1 (plus pauvre),Depenses transport,3371.11,FCFA
Nord,2018,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2018,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2018,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2018,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2018,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2018,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2018,Q2,Revenu moyen mensuel,63000.0,FCFA
Nord,2018,Q2,Depenses alimentation,32577.32,FCFA
Nord,2018,Q2,Depenses sante,4255.53,FCFA
Nord,2018,Q2,Depenses education,3746.27,FCFA
Nord,2018,Q2,Depenses logement,11884.76,FCFA
Nord,2018,Q2,Depenses transport,7105.91,FCFA
Nord,2018,Q2,Accès eau potable,42.0,%
Nord,2018,Q2,Accès electricite,38.5,%
Nord,2018,Q2,Accès toilettes,24.5,%
Nord,2018,Q2,Possession telephone,35.0,%
Nord,2018,Q2,Possession radio,30.0,%
Nord,2018,Q2,Possession TV,20.0,%
Nord,2018,Q3,Revenu moyen mensuel,113400.0,FCFA
Nord,2018,Q3,Depenses alimentation,60049.04,FCFA
Nord,2018,Q3,Depenses sante,7616.42,FCFA
Nord,2018,Q3,Depenses education,5046.72,FCFA
Nord,2018,Q3,Depenses logement,19792.06,FCFA
Nord,2018,Q3,Depenses transport,10917.51,FCFA
Nord,2018,Q3,Accès eau potable,51.0,%
Nord,2018,Q3,Accès electricite,46.75,%
Nord,2018,Q3,Accès toilettes,29.75,%
Nord,2018,Q3,Possession telephone,49.0,%
Nord,2018,Q3,Possession radio,42.0,%
Nord,2018,Q3,Possession TV,28.0,%
Nord,2018,Q4,Revenu moyen mensuel,189000.0,FCFA
Nord,2018,Q4,Depenses alimentation,90293.89,FCFA
Nord,2018,Q4,Depenses sante,15895.48,FCFA
Nord,2018,Q4,Depenses education,8987.81,FCFA
Nord,2018,Q4,Depenses logement,40544.71,FCFA
Nord,2018,Q4,Depenses transport,27038.1,FCFA
Nord,2018,Q4,Accès eau potable,57.0,%
Nord,2018,Q4,Accès electricite,52.25,%
Nord,2018,Q4,Accès toilettes,33.25,%
Nord,2018,Q4,Possession telephone,63.0,%
Nord,2018,Q4,Possession radio,54.0,%
Nord,2018,Q4,Possession TV,36.0,%
Nord,2018,Q5 (plus riche),Revenu moyen mensuel,378000.0,FCFA
Nord,2018,Q5 (plus riche),Depenses alimentation,137154.12,FCFA
Nord,2018,Q5 (plus riche),Depenses sante,35293.98,FCFA
Nord,2018,Q5 (plus riche),Depenses education,18665.72,FCFA
Nord,2018,Q5 (plus riche),Depenses logement,89830.0,FCFA
Nord,2018,Q5 (plus riche),Depenses transport,40795.27,FCFA
Nord,2018,Q5 (plus riche),Accès eau potable,60.0,%
Nord,2018,Q5 (plus riche),Accès electricite,55.0,%
Nord,2018,Q5 (plus riche),Accès toilettes,35.0,%
Nord,2018,Q5 (plus riche),Possession telephone,84.0,%
Nord,2018,Q5 (plus riche),Possession radio,72.0,%
Nord,2018,Q5 (plus riche),Possession TV,48.0,%
Nord,2019,Q1 (plus pauvre),Revenu moyen mensuel,32000.0,FCFA
Nord,2019,Q1 (plus pauvre),Depenses alimentation,14930.88,FCFA
Nord,2019,Q1 (plus pauvre),Depenses sante,2608.98,FCFA
Nord,2019,Q1 (plus pauvre),Depenses education,1568.26,FCFA
Nord,2019,Q1 (plus pauvre),Depenses logement,6126.93,FCFA
Nord,2019,Q1 (plus pauvre),Depenses transport,3865.53,FCFA
Nord,2019,Q1 (plus pauvre),Accès eau potable,30.0,%
Nord,2019,Q1 (plus pauvre),Accès electricite,27.5,%
Nord,2019,Q1 (plus pauvre),Accès toilettes,17.5,%
Nord,2019,Q1 (plus pauvre),Possession telephone,21.0,%
Nord,2019,Q1 (plus pauvre),Possession radio,18.0,%
Nord,2019,Q1 (plus pauvre),Possession TV,12.0,%
Nord,2019,Q2,Revenu moyen mensuel,64000.0,FCFA
Nord,2019,Q2,Depenses alimentation,27994.05,FCFA
Nord,2019,Q2,Depenses sante,5606.93,FCFA
Nord,2019,Q2,Depenses education,3442.17,FCFA
Nord,2019,Q2,Depenses logement,12108.05,FCFA
Nord,2019,Q2,Depenses transport,6198.26,FCFA
Nord,2019,Q2,Accès eau potable,42.0,%
Nord,2019,Q2,Accès electricite,38.5,%
Nord,2019,Q2,Accès toilettes,24.5,%
Nord,2019,Q2,Possession telephone,35.0,%
Nord,2019,Q2,Possession radio,30.0,%
Nord,2019,Q2,Possession TV,20.0,%
Nord,2019,Q3,Revenu moyen mensuel,115200.0,FCFA
Nord,2019,Q3,Depenses alimentation,51292.78,FCFA
Nord,2019,Q3,Depenses sante,7811.87,FCFA
Nord,2019,Q3,Depenses education,5465.78,FCFA
Nord,2019,Q3,Depenses logement,23665.35,FCFA
Nord,2019,Q3,Depenses transport,13344.5,FCFA
Nord,2019,Q3,Accès eau potable,51.0,%
Nord,2019,Q3,Accès electricite,46.75,%
