date,annee,mois,jour,region,precipitation_mm,temperature_c,humidite_pct
2010-04-12,2010,4,12,Littoral,5.5,29.0,67.5
2010-04-13,2010,4,13,Littoral,4.63,29.2,78.7
2010-04-14,2010,4,14,Littoral,1.27,34.9,78.4
2010-04-15,2010,4,15,Littoral,15.07,28.3,67.3
2010-04-16,2010,4,16,Littoral,0.84,33.6,72.2
2010-04-17,2010,4,17,Littoral,23.46,24.8,68.4
2010-04-18,2010,4,18,Littoral,22.07,25.2,60.9
2010-04-19,2010,4,19,Littoral,2.24,32.7,57.3
2010-04-20,2010,4,20,Littoral,4.0,27.7,57.9
2010-04-21,2010,4,21,Littoral,2.18,28.7,65.4
2010-04-22,2010,4,22,Littoral,7.92,25.4,65.4
2010-04-23,2010,4,23,Littoral,2.44,22.9,74.6
2010-04-24,2010,4,24,Littoral,6.91,30.0,80.4
2010-04-25,2010,4,25,Littoral,11.8,27.6,67.9
2010-04-26,2010,4,26,Littoral,5.86,27.3,68.3
2010-04-27,2010,4,27,Littoral,13.04,23.4,77.4
2010-04-28,2010,4,28,Littoral,6.78,34.9,70.3
2010-04-29,2010,4,29,Littoral,10.32,29.2,73.1
2010-04-30,2010,4,30,Littoral,14.95,25.0,87.2
2010-05-01,2010,5,1,Littoral,17.31,25.5,77.6
2010-05-02,2010,5,2,Littoral,8.81,31.1,86.6
2010-05-03,2010,5,3,Littoral,3.79,28.9,75.7
2010-05-04,2010,5,4,Littoral,6.41,26.2,64.5
2010-05-05,2010,5,5,Littoral,18.38,29.5,68.3
2010-05-06,2010,5,6,Littoral,1.71,27.9,66.5
2010-05-07,2010,5,7,Littoral,3.52,29.6,59.3
2010-05-08,2010,5,8,Littoral,14.29,31.2,66.0
2010-05-09,2010,5,9,Littoral,0.25,27.9,76.1
2010-05-10,2010,5,10,Littoral,3.45,29.9,73.0
2010-05-11,2010,5,11,Littoral,23.47,25.5,63.4
2010-05-12,2010,5,12,Littoral,1.04,24.6,70.7
2010-05-13,2010,5,13,Littoral,27.42,32.5,55.7
2010-05-14,2010,5,14,Littoral,11.15,25.7,90.2
2010-05-15,2010,5,15,Littoral,4.61,27.0,73.7
2010-05-16,2010,5,16,Littoral,8.63,27.3,68.8
2010-05-17,2010,5,17,Littoral,5.19,21.4,63.9
2010-05-18,2010,5,18,Littoral,6.6,26.6,64.0
2010-05-19,2010,5,19,Littoral,3.24,27.5,60.2
2010-05-20,2010,5,20,Littoral,5.9,25.4,64.1
2010-05-21,2010,5,21,Littoral,24.55,24.5,75.2
2010-05-22,2010,5,22,Littoral,1.35,30.9,83.9
2010-05-23,2010,5,23,Littoral,12.63,25.2,84.4
2010-05-24,2010,5,24,Littoral,28.47,28.1,84.5
2010-05-25,2010,5,25,Littoral,5.56,29.7,63.4
2010-05-26,2010,5,26,Littoral,1.31,27.1,63.3
2010-05-27,2010,5,27,Littoral,1.01,27.3,53.8
2010-05-28,2010,5,28,Littoral,2.18,27.5,72.5
2010-05-29,2010,5,29,Littoral,0.29,28.9,81.3
2010-05-30,2010,5,30,Littoral,4.09,29.5,74.2
2010-05-31,2010,5,31,Littoral,6.93,27.8,85.3
2010-06-01,2010,6,1,Littoral,3.02,27.9,59.1
2010-06-02,2010,6,2,Littoral,2.06,24.2,78.6
2010-06-03,2010,6,3,Littoral,8.1,32.6,83.0
2010-06-04,2010,6,4,Littoral,22.51,22.7,74.5
2010-06-05,2010,6,5,Littoral,6.75,28.5,58.2
2010-06-06,2010,6,6,Littoral,0.2,30.2,71.6
2010-06-07,2010,6,7,Littoral,8.4,22.3,77.9
2010-06-08,2010,6,8,Littoral,5.63,30.7,63.4
2010-06-09,2010,6,9,Littoral,20.86,25.4,78.5
2010-06-10,2010,6,10,Littoral,1.9,26.9,66.7
2010-06-11,2010,6,11,Littoral,2.03,27.1,50.7
2010-06-12,2010,6,12,Littoral,0.22,32.9,84.1
2010-06-13,2010,6,13,Littoral,8.87,32.9,60.7
2010-06-14,2010,6,14,Littoral,4.7,27.7,73.7
2010-06-15,2010,6,15,Littoral,0.75,29.0,73.1
2010-06-16,2010,6,16,Littoral,0.57,32.2,66.1
2010-06-17,2010,6,17,Littoral,13.99,27.1,49.8
2010-06-18,2010,6,18,Littoral,1.59,25.8,55.0
2010-06-19,2010,6,19,Littoral,8.3,32.2,82.6
2010-06-20,2010,6,20,Littoral,2.57,32.6,59.5
2010-06-21,2010,6,21,Littoral,2.37,25.3,58.0
2010-06-22,2010,6,22,Littoral,1.18,24.6,73.8
2010-06-23,2010,6,23,Littoral,0.09,29.3,66.4
2010-06-24,2010,6,24,Littoral,1.46,31.6,80.7
2010-06-25,2010,6,25,Littoral,15.41,26.0,51.7
2010-06-26,2010,6,26,Littoral,5.48,26.3,66.6
2010-06-27,2010,6,27,Littoral,14.35,30.5,82.4
2010-06-28,2010,6,28,Littoral,5.63,22.2,69.1
2010-06-29,2010,6,29,Littoral,4.95,26.8,66.9
2010-06-30,2010,6,30,Littoral,1.2,29.2,70.7
2010-07-01,2010,7,1,Littoral,5.79,29.1,79.1
2010-07-02,2010,7,2,Littoral,0.46,21.9,67.0
2010-07-03,2010,7,3,Littoral,2.75,24.4,73.3
2010-07-04,2010,7,4,Littoral,3.89,22.6,81.5
2010-07-05,2010,7,5,Littoral,4.87,25.9,68.2
2010-07-06,2010,7,6,Littoral,0.52,25.7,59.2
2010-07-07,2010,7,7,Littoral,2.62,25.5,71.9
2010-07-08,2010,7,8,Littoral,1.89,25.4,64.9
2010-07-09,2010,7,9,Littoral,8.24,33.2,84.3
2010-07-10,2010,7,10,Littoral,16.07,24.9,77.3
2010-07-11,2010,7,11,Littoral,2.14,21.4,64.0
2010-07-12,2010,7,12,Littoral,3.34,26.6,100.0
2010-07-13,2010,7,13,Littoral,6.2,25.5,74.3
2010-07-14,2010,7,14,Littoral,1.61,23.6,59.3
2010-07-15,2010,7,15,Littoral,0.65,27.5,82.3
2010-07-16,2010,7,16,Littoral,3.33,24.3,77.5
2010-07-17,2010,7,17,Littoral,7.68,27.4,71.4
2010-07-18,2010,7,18,Littoral,4.48,22.7,67.3
2010-07-19,2010,7,19,Littoral,5.27,30.7,70.9
2010-07-20,2010,7,20,Littoral,0.48,25.7,90.3
2010-07-21,2010,7,21,Littoral,5.16,26.8,75.1
2010-07-22,2010,7,22,Littoral,0.7,27.7,67.0
2010-07-23,2010,7,23,Littoral,1.84,29.2,57.8
2010-07-24,2010,7,24,Littoral,0.95,30.9,83.2
2010-07-25,2010,7,25,Littoral,6.73,28.4,77.2
2010-07-26,2010,7,26,Littoral,11.46,24.6,71.0
2010-07-27,2010,7,27,Littoral,3.25,25.9,75.3
2010-07-28,2010,7,28,Littoral,2.54,26.7,68.3
2010-07-29,2010,7,29,Littoral,0.18,23.0,78.4
2010-07-30,2010,7,30,Littoral,7.16,27.0,82.3
2010-07-31,2010,7,31,Littoral,0.05,20.8,63.6
2010-08-01,2010,8,1,Littoral,4.22,24.2,54.5
2010-08-02,2010,8,2,Littoral,8.23,21.8,69.1
2010-08-03,2010,8,3,Littoral,2.52,28.4,73.4
2010-08-04,2010,8,4,Littoral,0.95,27.7,71.1
2010-08-05,2010,8,5,Littoral,2.27,19.5,58.4
2010-08-06,2010,8,6,Littoral,6.76,26.3,68.6
2010-08-07,2010,8,7,Littoral,2.38,24.3,68.7
2010-08-08,2010,8,8,Littoral,4.23,29.6,71.7
2010-08-09,2010,8,9,Littoral,2.02,23.0,75.7
2010-08-10,2010,8,10,Littoral,4.79,27.5,64.2
2010-08-11,2010,8,11,Littoral,3.94,22.1,68.5
2010-08-12,2010,8,12,Littoral,1.09,24.1,59.2
2010-08-13,2010,8,13,Littoral,1.02,27.1,68.6
2010-08-14,2010,8,14,Littoral,0.2,25.4,59.1
2010-08-15,2010,8,15,Littoral,5.25,28.0,63.5
2010-08-16,2010,8,16,Littoral,0.97,25.6,77.5
2010-08-17,2010,8,17,Littoral,1.06,27.5,70.8
2010-08-18,2010,8,18,Littoral,7.03,21.5,71.4
2010-08-19,2010,8,19,Littoral,11.09,25.1,62.2
2010-08-20,2010,8,20,Littoral,3.27,31.4,80.8
2010-08-21,2010,8,21,Littoral,4.48,24.8,76.4
2010-08-22,2010,8,22,Littoral,0.11,30.9,87.5
2010-08-23,2010,8,23,Littoral,1.03,28.1,70.5
2010-08-24,2010,8,24,Littoral,3.84,27.7,82.6
2010-08-25,2010,8,25,Littoral,1.55,24.0,58.4
2010-08-26,2010,8,26,Littoral,4.54,21.0,47.3
2010-08-27,2010,8,27,Littoral,4.96,28.3,74.4
2010-08-28,2010,8,28,Littoral,6.78,24.7,58.3
2010-08-29,2010,8,29,Littoral,1.4,25.0,73.3
2010-08-30,2010,8,30,Littoral,3.36,30.6,73.7
2010-08-31,2010,8,31,Littoral,0.62,26.9,42.0
2010-09-01,2010,9,1,Littoral,0.74,25.1,85.4
2010-09-02,2010,9,2,Littoral,1.12,27.8,62.3
2010-09-03,2010,9,3,Littoral,1.9,24.8,86.8
2010-09-04,2010,9,4,Littoral,3.92,29.6,68.9
2010-09-05,2010,9,5,Littoral,0.13,22.5,68.1
2010-09-06,2010,9,6,Littoral,1.18,24.3,83.3
2010-09-07,2010,9,7,Littoral,1.14,29.1,74.0
2010-09-08,2010,9,8,Littoral,2.15,27.8,62.0
2010-09-09,2010,9,9,Littoral,6.44,22.6,62.5
2010-09-10,2010,9,10,Littoral,1.43,25.0,76.5
2010-09-11,2010,9,11,Littoral,1.08,28.8,61.0
2010-09-12,2010,9,12,Littoral,0.91,27.4,65.5
2010-09-13,2010,9,13,Littoral,7.79,23.5,72.6
2010-09-14,2010,9,14,Littoral,2.04,21.1,59.5
2010-09-15,2010,9,15,Littoral,1.09,22.3,73.4
2010-09-16,2010,9,16,Littoral,5.26,21.9,55.9
2010-09-17,2010,9,17,Littoral,6.01,32.1,57.2
2010-09-18,2010,9,18,Littoral,2.39,30.5,60.3
2010-09-19,2010,9,19,Littoral,0.22,27.4,81.4
2010-09-20,2010,9,20,Littoral,1.06,22.3,62.1
2010-09-21,2010,9,21,Littoral,4.33,29.3,91.4
2010-09-22,2010,9,22,Littoral,8.32,28.5,86.9
2010-09-23,2010,9,23,Littoral,0.37,19.9,50.7
2010-09-24,2010,9,24,Littoral,0.21,23.8,73.4
2010-09-25,2010,9,25,Littoral,3.12,25.4,58.7
2010-09-26,2010,9,26,Littoral,0.09,29.2,90.4
2010-09-27,2010,9,27,Littoral,0.08,20.6,70.6
2010-09-28,2010,9,28,Littoral,2.73,25.6,57.4
2010-09-29,2010,9,29,Littoral,0.38,24.3,58.9
2010-09-30,2010,9,30,Littoral,5.75,18.6,55.6
2010-10-01,2010,10,1,Littoral,1.65,28.9,68.4
2010-10-02,2010,10,2,Littoral,3.5,23.9,71.2
2010-10-03,2010,10,3,Littoral,2.25,22.0,77.2
2010-10-04,2010,10,4,Littoral,0.73,27.5,61.2
2010-10-05,2010,10,5,Littoral,5.67,31.8,68.3
2010-10-06,2010,10,6,Littoral,1.02,28.5,78.4
2010-10-07,2010,10,7,Littoral,1.39,24.5,74.7
2010-10-08,2010,10,8,Littoral,5.37,25.1,56.9
2010-10-09,2010,10,9,Littoral,9.59,24.9,74.3
2010-10-10,2010,10,10,Littoral,4.41,24.4,61.3
2010-10-11,2010,10,11,Littoral,5.35,30.6,60.0
2010-10-12,2010,10,12,Littoral,1.0,21.0,49.3
2010-10-13,2010,10,13,Littoral,1.04,24.6,86.8
2010-10-14,2010,10,14,Littoral,7.05,25.3,55.0
2010-10-15,2010,10,15,Littoral,12.23,26.2,59.9
2010-10-16,2010,10,16,Littoral,8.39,25.8,63.9
2010-10-17,2010,10,17,Littoral,7.45,16.7,59.2
2010-10-18,2010,10,18,Littoral,13.45,23.5,78.8
2010-10-19,2010,10,19,Littoral,10.93,27.4,73.2
2010-10-20,2010,10,20,Littoral,3.81,20.5,70.6
2010-10-21,2010,10,21,Littoral,1.32,26.9,59.5
2010-10-22,2010,10,22,Littoral,0.58,29.6,83.4
2010-10-23,2010,10,23,Littoral,4.71,23.8,71.0
2010-10-24,2010,10,24,Littoral,4.75,25.3,60.5
2010-10-25,2010,10,25,Littoral,10.09,28.9,58.5
2010-10-26,2010,10,26,Littoral,4.15,20.0,49.4
2010-10-27,2010,10,27,Littoral,8.16,23.4,62.8
2010-10-28,2010,10,28,Littoral,0.61,26.5,50.3
2010-10-29,2010,10,29,Littoral,0.45,26.7,62.0
2010-10-30,2010,10,30,Littoral,5.8,20.8,72.7
2010-10-31,2010,10,31,Littoral,0.63,21.7,75.1
2010-11-01,2010,11,1,Littoral,1.0,20.0,63.1
2010-11-02,2010,11,2,Littoral,1.62,30.9,75.5
2010-11-03,2010,11,3,Littoral,1.81,24.8,66.1
2010-11-04,2010,11,4,Littoral,3.8,36.6,71.0
2010-11-05,2010,11,5,Littoral,12.25,24.2,81.7
2010-11-06,2010,11,6,Littoral,4.63,27.8,73.7
2010-11-07,2010,11,7,Littoral,3.96,28.5,66.8
2010-11-08,2010,11,8,Littoral,1.39,23.8,78.3
2010-11-09,2010,11,9,Littoral,4.07,28.8,60.5
2010-11-10,2010,11,10,Littoral,1.82,24.5,76.7
2010-11-11,2010,11,11,Littoral,16.15,23.3,58.1
2010-11-12,2010,11,12,Littoral,13.74,18.8,74.2
2010-11-13,2010,11,13,Littoral,1.41,27.8,65.6
2010-11-14,2010,11,14,Littoral,1.38,26.0,71.9
2010-11-15,2010,11,15,Littoral,4.43,26.8,79.2
2010-11-16,2010,11,16,Littoral,5.9,21.4,57.5
2010-11-17,2010,11,17,Littoral,8.3,28.5,65.7
2010-11-18,2010,11,18,Littoral,4.99,23.7,64.4
2010-11-19,2010,11,19,Littoral,10.78,26.1,71.8
2010-11-20,2010,11,20,Littoral,1.51,30.0,69.0
2010-11-21,2010,11,21,Littoral,7.67,29.7,58.5
2010-11-22,2010,11,22,Littoral,7.62,21.8,72.0
2010-11-23,2010,11,23,Littoral,1.09,29.2,74.5
2010-11-24,2010,11,24,Littoral,1.38,27.7,66.7
2010-11-25,2010,11,25,Littoral,2.6,23.6,64.9
2010-11-26,2010,11,26,Littoral,10.63,20.9,72.4
2010-11-27,2010,11,27,Littoral,3.99,32.5,79.6
2010-11-28,2010,11,28,Littoral,0.68,29.4,77.8
2010-11-29,2010,11,29,Littoral,7.11,27.4,59.2
2010-11-30,2010,11,30,Littoral,4.5,22.9,81.8
2010-12-01,2010,12,1,Littoral,4.35,25.4,71.2
2010-12-02,2010,12,2,Littoral,5.07,21.1,59.5
2010-12-03,2010,12,3,Littoral,5.89,24.3,63.1
2010-12-04,2010,12,4,Littoral,11.28,25.0,63.8
2010-12-05,2010,12,5,Littoral,1.42,26.1,94.8
2010-12-06,2010,12,6,Littoral,5.28,24.0,71.9
2010-12-07,2010,12,7,Littoral,4.12,24.0,74.9
2010-12-08,2010,12,8,Littoral,2.34,30.3,59.8
2010-12-09,2010,12,9,Littoral,0.34,28.7,80.2
2010-12-10,2010,12,10,Littoral,2.15,30.6,79.8
2010-12-11,2010,12,11,Littoral,3.47,27.7,83.7
2010-12-12,2010,12,12,Littoral,0.65,27.7,52.8
2010-12-13,2010,12,13,Littoral,4.02,27.6,70.9
2010-12-14,2010,12,14,Littoral,6.09,24.2,60.7
2010-12-15,2010,12,15,Littoral,19.42,25.8,42.6
2010-12-16,2010,12,16,Littoral,1.16,22.7,53.7
2010-12-17,2010,12,17,Littoral,17.09,24.8,78.4
2010-12-18,2010,12,18,Littoral,8.24,25.3,67.0
2010-12-19,2010,12,19,Littoral,11.86,29.7,63.1
2010-12-20,2010,12,20,Littoral,1.4,32.6,77.5
2010-12-21,2010,12,21,Littoral,7.9,27.0,67.5
2010-12-22,2010,12,22,Littoral,2.9,23.3,72.3
2010-12-23,2010,12,23,Littoral,1.06,25.2,82.1
2010-12-24,2010,12,24,Littoral,0.33,27.5,73.5
2010-12-25,2010,12,25,Littoral,25.39,26.9,65.9
2010-12-26,2010,12,26,Littoral,4.95,22.1,62.6
2010-12-27,2010,12,27,Littoral,0.43,28.4,57.6
2010-12-28,2010,12,28,Littoral,0.7,25.5,66.6
2010-12-29,2010,12,29,Littoral,7.02,25.5,82.5
2010-12-30,2010,12,30,Littoral,9.01,27.6,50.6
2010-12-31,2010,12,31,Littoral,4.83,29.1,72.4
2011-01-01,2011,1,1,Littoral,4.21,26.8,72.9
2011-01-02,2011,1,2,Littoral,9.14,34.2,59.5
2011-01-03,2011,1,3,Littoral,10.11,27.2,75.2
2011-01-04,2011,1,4,Littoral,2.73,24.7,62.4
2011-01-05,2011,1,5,Littoral,2.72,31.6,70.4
2011-01-06,2011,1,6,Littoral,15.68,31.0,71.7
2011-01-07,2011,1,7,Littoral,11.74,29.5,75.1
2011-01-08,2011,1,8,Littoral,12.36,28.6,57.0
2011-01-09,2011,1,9,Littoral,10.03,32.8,78.6
2011-01-10,2011,1,10,Littoral,2.61,28.1,73.9
2011-01-11,2011,1,11,Littoral,0.2,31.7,81.5
2011-01-12,2011,1,12,Littoral,11.13,26.0,62.0
2011-01-13,2011,1,13,Littoral,2.36,25.0,73.9
2011-01-14,2011,1,14,Littoral,2.45,28.4,60.8
2011-01-15,2011,1,15,Littoral,7.39,28.3,77.5
2011-01-16,2011,1,16,Littoral,2.7,30.0,82.2
2011-01-17,2011,1,17,Littoral,2.35,25.0,60.8
2011-01-18,2011,1,18,Littoral,17.85,29.2,77.9
2011-01-19,2011,1,19,Littoral,43.39,30.6,63.3
2011-01-20,2011,1,20,Littoral,27.67,24.9,73.7
2011-01-21,2011,1,21,Littoral,17.15,25.2,75.0
2011-01-22,2011,1,22,Littoral,14.02,28.5,73.8
2011-01-23,2011,1,23,Littoral,1.85,24.5,79.3
2011-01-24,2011,1,24,Littoral,2.92,26.5,40.2
2011-01-25,2011,1,25,Littoral,10.99,26.8,83.5
2011-01-26,2011,1,26,Littoral,1.7,29.8,76.8
2011-01-27,2011,1,27,Littoral,12.86,33.4,68.8
2011-01-28,2011,1,28,Littoral,13.32,31.9,64.3
2011-01-29,2011,1,29,Littoral,3.52,28.8,56.8
2011-01-30,2011,1,30,Littoral,0.95,26.2,72.2
2011-01-31,2011,1,31,Littoral,1.44,23.1,74.1
2011-02-01,2011,2,1,Littoral,8.27,29.8,67.0
2011-02-02,2011,2,2,Littoral,2.54,22.3,60.9
2011-02-03,2011,2,3,Littoral,0.34,28.7,73.4
2011-02-04,2011,2,4,Littoral,20.75,30.4,59.8
2011-02-05,2011,2,5,Littoral,14.62,36.6,72.1
2011-02-06,2011,2,6,Littoral,9.58,29.6,64.7
2011-02-07,2011,2,7,Littoral,3.27,28.6,74.2
2011-02-08,2011,2,8,Littoral,4.22,31.4,55.4
2011-02-09,2011,2,9,Littoral,3.5,26.8,68.4
2011-02-10,2011,2,10,Littoral,5.59,26.7,82.4
2011-02-11,2011,2,11,Littoral,22.67,31.6,66.3
2011-02-12,2011,2,12,Littoral,1.4,28.8,70.8
2011-02-13,2011,2,13,Littoral,10.96,24.7,76.4
2011-02-14,2011,2,14,Littoral,5.19,29.8,73.1
2011-02-15,2011,2,15,Littoral,0.28,26.5,55.4
2011-02-16,2011,2,16,Littoral,2.02,29.9,66.1
2011-02-17,2011,2,17,Littoral,14.79,35.8,77.0
2011-02-18,2011,2,18,Littoral,6.87,27.2,81.2
2011-02-19,2011,2,19,Littoral,29.25,27.1,75.0
2011-02-20,2011,2,20,Littoral,2.94,22.5,73.3
2011-02-21,2011,2,21,Littoral,9.52,28.3,67.4
2011-02-22,2011,2,22,Littoral,2.16,30.6,65.9
2011-02-23,2011,2,23,Littoral,18.09,28.3,56.5
2011-02-24,2011,2,24,Littoral,2.58,29.7,66.1
2011-02-25,2011,2,25,Littoral,3.42,24.4,65.7
2011-02-26,2011,2,26,Littoral,4.24,30.3,67.6
2011-02-27,2011,2,27,Littoral,5.92,33.0,64.5
2011-02-28,2011,2,28,Littoral,8.06,30.9,67.5
2011-03-01,2011,3,1,Littoral,1.84,32.8,57.7
2011-03-02,2011,3,2,Littoral,11.38,28.6,76.4
2011-03-03,2011,3,3,Littoral,6.41,26.6,60.9
2011-03-04,2011,3,4,Littoral,7.21,30.0,55.4
2011-03-05,2011,3,5,Littoral,3.01,36.6,74.8
2011-03-06,2011,3,6,Littoral,8.33,34.1,77.5
2011-03-07,2011,3,7,Littoral,1.81,31.6,58.2
2011-03-08,2011,3,8,Littoral,11.68,29.9,51.0
2011-03-09,2011,3,9,Littoral,4.95,29.9,85.3
2011-03-10,2011,3,10,Littoral,6.27,30.2,83.7
2011-03-11,2011,3,11,Littoral,2.72,28.0,57.4
2011-03-12,2011,3,12,Littoral,3.47,30.8,56.2
2011-03-13,2011,3,13,Littoral,22.91,22.9,89.6
2011-03-14,2011,3,14,Littoral,30.04,30.0,66.1
2011-03-15,2011,3,15,Littoral,2.13,33.6,67.5
2011-03-16,2011,3,16,Littoral,3.03,30.0,91.0
2011-03-17,2011,3,17,Littoral,5.37,30.4,68.1
2011-03-18,2011,3,18,Littoral,13.32,27.8,56.3
2011-03-19,2011,3,19,Littoral,4.97,25.7,59.8
2011-03-20,2011,3,20,Littoral,29.62,29.8,77.0
2011-03-21,2011,3,21,Littoral,6.63,28.2,52.5
2011-03-22,2011,3,22,Littoral,1.49,31.6,63.3
2011-03-23,2011,3,23,Littoral,11.2,31.7,73.5
2011-03-24,2011,3,24,Littoral,15.42,31.1,74.0
2011-03-25,2011,3,25,Littoral,2.18,28.4,67.2
2011-03-26,2011,3,26,Littoral,7.05,28.3,73.4
2011-03-27,2011,3,27,Littoral,0.27,30.4,58.5
2011-03-28,2011,3,28,Littoral,7.06,32.8,79.7
2011-03-29,2011,3,29,Littoral,5.91,24.8,69.8
2011-03-30,2011,3,30,Littoral,1.37,25.1,71.0
2011-03-31,2011,3,31,Littoral,12.85,34.6,73.9
2011-04-01,2011,4,1,Littoral,4.87,36.5,69.6
2011-04-02,2011,4,2,Littoral,4.73,27.6,67.6
2011-04-03,2011,4,3,Littoral,2.57,28.2,61.4
2011-04-04,2011,4,4,Littoral,12.13,23.7,93.7
2011-04-05,2011,4,5,Littoral,2.09,29.4,80.5
2011-04-06,2011,4,6,Littoral,9.05,23.7,79.0
2011-04-07,2011,4,7,Littoral,2.06,28.5,90.1
2011-04-08,2011,4,8,Littoral,4.93,27.2,73.5
2011-04-09,2011,4,9,Littoral,4.04,28.7,72.1
2011-04-10,2011,4,10,Littoral,11.74,33.0,56.1
2011-04-11,2011,4,11,Littoral,9.2,28.0,90.3
2011-04-12,2011,4,12,Littoral,14.93,23.3,79.8
2011-04-13,2011,4,13,Littoral,0.98,27.4,55.4
2011-04-14,2011,4,14,Littoral,3.07,32.2,65.2
2011-04-15,2011,4,15,Littoral,4.79,29.6,54.7
2011-04-16,2011,4,16,Littoral,25.41,31.6,85.4
2011-04-17,2011,4,17,Littoral,6.74,27.6,65.7
2011-04-18,2011,4,18,Littoral,2.1,26.0,73.5
2011-04-19,2011,4,19,Littoral,3.57,29.7,67.2
2011-04-20,2011,4,20,Littoral,0.42,23.5,80.7
2011-04-21,2011,4,21,Littoral,15.53,29.9,60.8
2011-04-22,2011,4,22,Littoral,10.83,27.5,64.8
2011-04-23,2011,4,23,Littoral,0.92,32.9,67.5
2011-04-24,2011,4,24,Littoral,0.12,31.5,68.7
2011-04-25,2011,4,25,Littoral,17.99,26.9,63.5
2011-04-26,2011,4,26,Littoral,8.38,30.1,91.1
2011-04-27,2011,4,27,Littoral,25.96,34.2,81.4
2011-04-28,2011,4,28,Littoral,11.5,24.0,50.7
2011-04-29,2011,4,29,Littoral,14.16,32.1,83.0
2011-04-30,2011,4,30,Littoral,3.35,26.4,66.7
2011-05-01,2011,5,1,Littoral,10.3,22.1,61.4
2011-05-02,2011,5,2,Littoral,2.32,29.6,61.6
2011-05-03,2011,5,3,Littoral,6.08,29.7,84.7
2011-05-04,2011,5,4,Littoral,18.09,28.8,80.7
2011-05-05,2011,5,5,Littoral,21.73,29.9,71.9
2011-05-06,2011,5,6,Littoral,13.55,27.1,73.2
2011-05-07,2011,5,7,Littoral,4.67,23.9,62.8
2011-05-08,2011,5,8,Littoral,2.47,29.1,58.2
2011-05-09,2011,5,9,Littoral,9.24,33.9,71.1
2011-05-10,2011,5,10,Littoral,6.13,28.3,68.8
2011-05-11,2011,5,11,Littoral,4.2,32.4,57.2
2011-05-12,2011,5,12,Littoral,10.87,30.8,84.2
2011-05-13,2011,5,13,Littoral,10.41,22.1,76.3
2011-05-14,2011,5,14,Littoral,4.32,27.6,73.2
2011-05-15,2011,5,15,Littoral,14.97,25.2,73.0
2011-05-16,2011,5,16,Littoral,0.45,28.0,77.9
2011-05-17,2011,5,17,Littoral,0.78,30.9,68.6
2011-05-18,2011,5,18,Littoral,10.29,28.0,69.6
2011-05-19,2011,5,19,Littoral,1.6,27.6,69.4
2011-05-20,2011,5,20,Littoral,0.13,30.0,61.4
2011-05-21,2011,5,21,Littoral,7.26,27.9,59.8
2011-05-22,2011,5,22,Littoral,0.93,32.3,70.3
2011-05-23,2011,5,23,Littoral,5.92,27.4,56.3
2011-05-24,2011,5,24,Littoral,5.45,24.5,84.5
2011-05-25,2011,5,25,Littoral,9.93,33.4,62.0
2011-05-26,2011,5,26,Littoral,7.73,21.0,78.5
2011-05-27,2011,5,27,Littoral,18.86,30.3,47.8
2011-05-28,2011,5,28,Littoral,0.1,27.6,71.2
2011-05-29,2011,5,29,Littoral,11.79,26.9,74.1
2011-05-30,2011,5,30,Littoral,20.46,32.0,74.1
2011-05-31,2011,5,31,Littoral,1.17,24.2,67.8
2011-06-01,2011,6,1,Littoral,2.97,24.6,79.1
2011-06-02,2011,6,2,Littoral,8.46,33.1,88.5
2011-06-03,2011,6,3,Littoral,0.12,27.2,69.4
2011-06-04,2011,6,4,Littoral,3.64,29.0,59.6
2011-06-05,2011,6,5,Littoral,13.4,27.9,84.6
2011-06-06,2011,6,6,Littoral,0.46,28.4,57.0
2011-06-07,2011,6,7,Littoral,8.29,33.8,77.8
2011-06-08,2011,6,8,Littoral,1.53,25.8,66.2
2011-06-09,2011,6,9,Littoral,10.38,30.0,46.1
2011-06-10,2011,6,10,Littoral,10.83,25.2,64.2
2011-06-11,2011,6,11,Littoral,4.67,27.6,79.0
2011-06-12,2011,6,12,Littoral,0.13,30.2,86.8
2011-06-13,2011,6,13,Littoral,3.2,24.8,67.5
2011-06-14,2011,6,14,Littoral,0.03,27.0,65.6
2011-06-15,2011,6,15,Littoral,1.26,38.2,66.9
2011-06-16,2011,6,16,Littoral,0.58,29.7,70.6
2011-06-17,2011,6,17,Littoral,0.08,23.5,71.5
2011-06-18,2011,6,18,Littoral,7.98,28.0,60.5
2011-06-19,2011,6,19,Littoral,61.96,24.7,71.1
2011-06-20,2011,6,20,Littoral,4.35,20.1,63.7
2011-06-21,2011,6,21,Littoral,12.71,24.7,63.7
2011-06-22,2011,6,22,Littoral,0.32,31.4,84.0
2011-06-23,2011,6,23,Littoral,1.46,26.0,52.3
2011-06-24,2011,6,24,Littoral,0.72,22.8,67.5
2011-06-25,2011,6,25,Littoral,2.23,30.0,69.4
2011-06-26,2011,6,26,Littoral,5.92,23.9,65.0
2011-06-27,2011,6,27,Littoral,4.24,28.2,74.1
2011-06-28,2011,6,28,Littoral,2.84,30.5,61.8
2011-06-29,2011,6,29,Littoral,3.67,26.8,74.7
2011-06-30,2011,6,30,Littoral,1.91,26.9,64.5
2011-07-01,2011,7,1,Littoral,2.7,26.7,83.1
2011-07-02,2011,7,2,Littoral,4.48,27.2,83.7
2011-07-03,2011,7,3,Littoral,4.28,25.7,77.5
2011-07-04,2011,7,4,Littoral,5.17,30.7,58.0
2011-07-05,2011,7,5,Littoral,0.05,28.7,77.1
