id,date,categorie,region,ville,latitude,longitude,valeur,statut,source
2340,2020-04-14,penurie_eau,Sud,Ebolowa,2.165838,10.851774,3,valide,whatsapp
2341,2020-12-04,depot_sauvage,Centre,Yaoundé,4.461692,11.289714,2,valide,whatsapp
2342,2021-07-19,penurie_eau,Sud,Kribi,2.090461,10.009483,1,valide,web
2343,2022-02-04,panne_electricite,Sud-Ouest,Kumba,4.929405,9.789505,2,valide,app
2344,2020-05-03,route_abimee,Nord,Garoua,9.92745,12.534482,4,valide,whatsapp
2345,2023-03-01,panne_electricite,Adamaoua,Meiganga,7.606162,12.89895,4,valide,whatsapp
2346,2021-03-16,panne_electricite,Centre,Obala,4.107038,11.796477,1,valide,whatsapp
2347,2021-01-24,depot_sauvage,Centre,Obala,3.537386,12.140305,3,valide,whatsapp
2348,2023-10-13,depot_sauvage,Sud-Ouest,Limbe,4.39395,8.942904,3,valide,whatsapp
2349,2022-03-08,route_abimee,Centre,Obala,3.539115,11.611375,4,valide,app
2350,2022-03-18,panne_electricite,Littoral,Nkongsamba,3.543157,9.968005,4,traite,whatsapp
2351,2020-10-28,prix_marche,Adamaoua,Ngaoundéré,6.88435,13.165541,333,valide,whatsapp
2352,2022-06-13,route_abimee,Centre,Obala,4.083645,11.491743,3,valide,web
2353,2022-08-24,route_abimee,Est,Bertoua,4.886601,14.95477,4,valide,app
2354,2022-11-30,route_abimee,Sud-Ouest,Kumba,4.895592,9.193066,3,valide,app
2355,2022-09-23,panne_electricite,Ouest,Dschang,4.701977,10.257584,2,valide,whatsapp
2356,2020-09-03,prix_marche,Nord,Garoua,9.023125,13.062233,867,en_attente,whatsapp
2357,2021-01-01,depot_sauvage,Extrême-Nord,Maroua,9.927424,13.585106,4,valide,app
2358,2022-06-22,penurie_eau,Sud,Kribi,2.843783,10.784131,3,valide,app
2359,2021-07-27,prix_marche,Sud-Ouest,Kumba,4.063425,9.652413,409,en_attente,whatsapp
2360,2023-08-17,route_abimee,Littoral,Douala,3.738517,9.787614,3,valide,whatsapp
2361,2020-02-05,panne_electricite,Est,Abong-Mbang,4.936349,13.788705,4,valide,ussd
2362,2020-07-14,panne_electricite,Extrême-Nord,Kousséri,10.845321,13.988257,3,valide,whatsapp
2363,2022-02-17,route_abimee,Sud,Kribi,2.326611,11.029392,2,valide,web
2364,2020-11-01,route_abimee,Sud,Ebolowa,2.047882,11.394704,3,en_attente,app
2365,2020-12-23,penurie_eau,Adamaoua,Meiganga,7.671557,12.245245,1,valide,whatsapp
2366,2021-04-09,depot_sauvage,Extrême-Nord,Maroua,9.936323,13.907098,3,valide,app
2367,2020-11-20,panne_electricite,Est,Bertoua,4.213621,14.013795,3,valide,app
2368,2021-03-02,route_abimee,Adamaoua,Ngaoundéré,6.821336,13.849517,2,valide,app
2369,2023-03-11,depot_sauvage,Adamaoua,Meiganga,7.069686,11.48554,4,valide,web
2370,2023-06-16,depot_sauvage,Centre,Mfou,4.027367,11.365932,4,valide,app
2371,2024-01-19,prix_marche,Sud-Ouest,Kumba,5.275431,9.660075,838,en_attente,web
2372,2022-12-21,route_abimee,Nord-Ouest,Bamenda,5.524158,9.29959,2,valide,app
2373,2021-10-12,route_abimee,Sud,Ebolowa,2.652246,11.274602,1,valide,whatsapp
2374,2022-08-19,prix_marche,Adamaoua,Ngaoundéré,6.822332,12.784102,155,valide,whatsapp
2375,2022-10-16,panne_electricite,Centre,Yaoundé,2.88093,12.771135,2,valide,web
2376,2023-07-26,route_abimee,Ouest,Foumban,5.182776,10.43946,4,valide,app
2377,2020-10-14,route_abimee,Littoral,Nkongsamba,4.70111,10.328725,4,valide,whatsapp
2378,2022-11-14,panne_electricite,Littoral,Nkongsamba,4.949129,9.797294,2,valide,whatsapp
2379,2021-08-05,penurie_eau,Ouest,Dschang,4.751016,9.398351,4,valide,ussd
2380,2020-07-13,penurie_eau,Centre,Obala,4.389632,12.313132,1,valide,app
2381,2023-02-25,panne_electricite,Centre,Yaoundé,4.204458,12.182563,3,valide,web
2382,2022-01-07,panne_electricite,Extrême-Nord,Mora,9.925849,12.987245,2,valide,app
2383,2020-02-14,route_abimee,Littoral,Douala,4.334342,10.084941,4,valide,app
2384,2023-10-14,prix_marche,Adamaoua,Ngaoundéré,7.197496,13.458197,812,traite,whatsapp
2385,2023-03-07,panne_electricite,Sud-Ouest,Kumba,4.773944,8.873497,3,valide,app
2386,2021-03-29,panne_electricite,Extrême-Nord,Mora,10.475867,14.230029,4,traite,whatsapp
2387,2022-08-14,depot_sauvage,Nord-Ouest,Kumbo,6.392417,10.780112,3,valide,whatsapp
2388,2020-02-19,penurie_eau,Adamaoua,Ngaoundéré,6.57552,13.08817,2,valide,app
2389,2022-03-03,penurie_eau,Littoral,Edéa,3.989199,9.424054,2,en_attente,app
2390,2022-06-14,penurie_eau,Sud-Ouest,Kumba,3.735693,8.540048,3,valide,web
2391,2023-09-26,route_abimee,Nord,Garoua,9.033897,13.119759,1,valide,app
2392,2021-06-18,route_abimee,Nord-Ouest,Bamenda,5.438645,9.585023,3,valide,app
2393,2020-11-23,panne_electricite,Adamaoua,Meiganga,7.230821,12.623885,4,en_attente,app
2394,2022-04-27,depot_sauvage,Nord,Garoua,8.477127,13.031869,4,valide,ussd
2395,2023-05-12,route_abimee,Nord-Ouest,Kumbo,5.749182,9.970803,2,en_attente,app
2396,2020-09-21,prix_marche,Sud,Kribi,2.150747,11.034924,1990,en_attente,whatsapp
2397,2020-04-17,penurie_eau,Centre,Mfou,4.899667,11.198727,1,valide,app
2398,2021-02-05,penurie_eau,Nord-Ouest,Kumbo,5.638697,9.473724,3,valide,app
2399,2020-04-25,depot_sauvage,Nord-Ouest,Bamenda,6.031747,9.170176,4,en_attente,whatsapp
2400,2023-10-27,route_abimee,Centre,Mfou,4.628893,11.592807,3,valide,whatsapp
2401,2023-08-17,depot_sauvage,Ouest,Dschang,3.850993,9.623452,1,en_attente,ussd
2402,2020-11-09,panne_electricite,Sud-Ouest,Limbe,4.40266,9.860428,3,valide,whatsapp
2403,2021-05-14,penurie_eau,Extrême-Nord,Mora,10.387561,13.613708,3,valide,whatsapp
2404,2022-10-22,panne_electricite,Est,Bertoua,4.038573,14.873698,3,valide,app
2405,2023-05-24,panne_electricite,Littoral,Douala,3.795214,10.00102,4,valide,whatsapp
2406,2020-07-29,panne_electricite,Extrême-Nord,Mora,9.346025,14.377844,1,valide,web
2407,2020-02-10,prix_marche,Est,Abong-Mbang,3.819604,14.602709,637,valide,app
2408,2023-10-27,prix_marche,Ouest,Dschang,4.380013,10.478777,1759,valide,web
2409,2023-05-10,depot_sauvage,Sud,Kribi,2.831833,11.027585,4,valide,web
2410,2023-11-30,penurie_eau,Sud-Ouest,Kumba,4.572881,9.014861,3,traite,whatsapp
2411,2022-06-17,prix_marche,Littoral,Nkongsamba,3.749958,10.164875,591,valide,whatsapp
2412,2023-05-18,depot_sauvage,Ouest,Bafoussam,4.97617,9.448973,4,valide,ussd
2413,2022-09-29,panne_electricite,Nord,Garoua,9.224845,12.906815,1,valide,app
2414,2021-04-29,penurie_eau,Sud,Ebolowa,2.399425,11.331773,2,valide,web
2415,2020-09-24,route_abimee,Nord,Guider,9.783967,13.034554,2,valide,web
2416,2022-09-30,penurie_eau,Extrême-Nord,Mora,10.203176,14.453183,1,en_attente,whatsapp
2417,2022-04-24,depot_sauvage,Littoral,Douala,3.939826,10.52831,4,valide,app
2418,2023-01-03,panne_electricite,Est,Abong-Mbang,3.767438,14.232308,3,en_attente,whatsapp
2419,2020-08-25,penurie_eau,Littoral,Nkongsamba,3.420723,9.785181,3,en_attente,web
2420,2020-12-31,depot_sauvage,Centre,Mfou,3.729347,12.01981,3,valide,ussd
2421,2020-06-14,panne_electricite,Adamaoua,Meiganga,6.608976,13.135524,3,valide,app
2422,2020-04-13,panne_electricite,Nord,Guider,8.123283,13.261243,3,valide,whatsapp
2423,2021-02-13,penurie_eau,Adamaoua,Ngaoundéré,7.077918,13.356821,3,valide,whatsapp
2424,2022-10-28,penurie_eau,Adamaoua,Meiganga,6.594717,13.025261,3,valide,app
2425,2022-01-13,panne_electricite,Sud,Kribi,2.748965,10.364598,4,valide,whatsapp
2426,2021-05-20,depot_sauvage,Littoral,Nkongsamba,3.931294,9.91545,2,valide,whatsapp
2427,2020-03-25,prix_marche,Adamaoua,Ngaoundéré,6.697711,12.663593,1214,traite,ussd
2428,2021-05-30,panne_electricite,Nord,Garoua,8.713693,12.400755,2,valide,whatsapp
2429,2023-02-27,prix_marche,Nord-Ouest,Kumbo,6.088615,10.493732,161,valide,app
2430,2020-02-06,penurie_eau,Ouest,Dschang,4.789391,10.524303,2,valide,app
2431,2020-12-15,route_abimee,Nord,Guider,8.695265,13.057279,2,valide,ussd
2432,2020-03-27,panne_electricite,Centre,Mfou,4.118979,11.749647,3,en_attente,ussd
2433,2022-09-11,prix_marche,Ouest,Bafoussam,4.724043,10.022248,1146,valide,web
2434,2021-08-24,penurie_eau,Nord-Ouest,Bamenda,5.283355,10.047057,4,valide,whatsapp
2435,2020-11-23,depot_sauvage,Sud-Ouest,Buea,5.071869,9.721531,2,valide,app
2436,2020-08-25,prix_marche,Sud-Ouest,Limbe,4.341257,8.826067,1776,valide,app
2437,2023-10-22,panne_electricite,Adamaoua,Meiganga,6.982951,12.590537,4,en_attente,whatsapp
2438,2022-08-28,penurie_eau,Sud-Ouest,Buea,4.318559,9.472104,3,valide,app
2439,2020-11-20,panne_electricite,Sud,Ebolowa,1.904712,11.995931,2,traite,app
2440,2020-11-05,prix_marche,Sud,Kribi,2.038037,10.527684,1636,valide,app
2441,2020-03-25,depot_sauvage,Est,Abong-Mbang,3.957521,13.996212,1,valide,ussd
2442,2023-12-11,depot_sauvage,Adamaoua,Ngaoundéré,6.789371,13.219549,3,en_attente,app
2443,2022-01-05,panne_electricite,Sud,Kribi,2.747241,11.151588,1,valide,whatsapp
2444,2024-01-08,penurie_eau,Extrême-Nord,Kousséri,10.066531,13.785707,4,traite,ussd
2445,2023-12-22,panne_electricite,Extrême-Nord,Kousséri,10.298956,14.386256,1,traite,whatsapp
2446,2023-08-04,prix_marche,Ouest,Dschang,5.033394,8.849448,1760,valide,web
2447,2020-01-29,route_abimee,Nord-Ouest,Bamenda,6.210949,10.129504,3,en_attente,whatsapp
2448,2022-01-22,route_abimee,Sud,Kribi,2.6189,10.42948,2,en_attente,web
2449,2021-01-18,route_abimee,Nord-Ouest,Bamenda,6.454131,9.888468,1,valide,web
2450,2021-12-16,penurie_eau,Sud,Ebolowa,2.433672,10.997498,3,valide,app
2451,2021-12-09,panne_electricite,Nord-Ouest,Bamenda,5.934799,10.196547,4,valide,app
2452,2021-06-30,prix_marche,Littoral,Edéa,3.105413,9.205823,1005,en_attente,ussd
2453,2020-10-16,prix_marche,Sud-Ouest,Limbe,5.143611,9.967099,814,traite,whatsapp
2454,2021-11-21,prix_marche,Centre,Obala,4.343371,11.91062,195,valide,app
2455,2020-11-13,penurie_eau,Ouest,Bafoussam,5.371267,9.98612,4,valide,whatsapp
2456,2023-12-05,penurie_eau,Sud-Ouest,Limbe,4.99193,8.819085,3,valide,web
2457,2024-02-03,prix_marche,Extrême-Nord,Maroua,10.698918,13.781081,966,valide,whatsapp
2458,2023-08-15,depot_sauvage,Littoral,Douala,4.137709,9.338629,1,en_attente,web
2459,2020-05-19,panne_electricite,Sud,Ebolowa,1.233047,10.121961,1,valide,app
2460,2021-11-20,panne_electricite,Sud-Ouest,Limbe,4.919583,9.278375,3,valide,ussd
2461,2021-03-04,panne_electricite,Littoral,Edéa,4.043849,10.023978,4,traite,app
2462,2023-04-15,route_abimee,Sud,Kribi,2.919114,10.502607,2,traite,whatsapp
2463,2022-11-22,prix_marche,Nord-Ouest,Kumbo,5.703011,9.940315,1245,valide,web
2464,2022-02-16,panne_electricite,Sud-Ouest,Kumba,4.285308,8.588931,1,valide,web
2465,2021-01-14,prix_marche,Extrême-Nord,Kousséri,11.029445,14.071156,1329,valide,app
2466,2022-11-17,route_abimee,Est,Abong-Mbang,4.382221,13.992081,3,valide,whatsapp
2467,2023-11-29,penurie_eau,Nord,Guider,8.220976,13.678012,3,valide,ussd
2468,2020-11-15,prix_marche,Ouest,Dschang,5.404392,10.459782,870,valide,whatsapp
2469,2021-06-13,penurie_eau,Est,Bertoua,3.810138,13.961222,4,valide,whatsapp
2470,2023-07-26,prix_marche,Littoral,Edéa,4.597839,9.291724,1599,valide,web
2471,2023-07-15,panne_electricite,Extrême-Nord,Maroua,9.783843,13.8594,2,valide,whatsapp
2472,2024-01-24,route_abimee,Nord-Ouest,Kumbo,5.197808,10.752083,2,valide,whatsapp
2473,2022-01-11,panne_electricite,Est,Abong-Mbang,3.874935,14.016125,3,traite,app
2474,2020-10-04,route_abimee,Sud,Kribi,2.432566,10.640018,4,valide,whatsapp
2475,2023-01-04,penurie_eau,Extrême-Nord,Mora,9.931883,13.292813,1,valide,app
2476,2020-05-18,depot_sauvage,Adamaoua,Ngaoundéré,6.832002,12.88494,4,valide,ussd
2477,2022-07-18,route_abimee,Ouest,Dschang,4.925663,9.932827,2,valide,whatsapp
2478,2020-08-11,route_abimee,Littoral,Douala,3.466456,9.981487,3,valide,whatsapp
2479,2021-03-29,panne_electricite,Est,Bertoua,4.013578,14.441325,3,valide,web
2480,2021-12-11,route_abimee,Centre,Mfou,3.793657,12.942524,3,valide,web
2481,2021-01-12,panne_electricite,Sud,Kribi,2.739272,10.882863,4,valide,web
2482,2022-02-22,panne_electricite,Centre,Yaoundé,3.891645,12.799324,4,valide,whatsapp
2483,2023-05-18,route_abimee,Sud,Ebolowa,2.333954,11.32064,3,valide,web
2484,2022-12-08,depot_sauvage,Nord-Ouest,Kumbo,6.822601,10.231134,4,en_attente,app
2485,2022-07-03,depot_sauvage,Est,Bertoua,4.066245,14.185855,1,en_attente,whatsapp
2486,2021-12-18,depot_sauvage,Nord,Garoua,9.583683,14.253334,4,valide,web
2487,2020-10-29,penurie_eau,Centre,Obala,4.313829,11.609147,1,en_attente,whatsapp
2488,2023-11-24,prix_marche,Est,Bertoua,4.753115,14.538422,422,valide,whatsapp
2489,2022-12-10,depot_sauvage,Adamaoua,Meiganga,7.401678,12.671087,2,valide,whatsapp
2490,2023-11-18,prix_marche,Centre,Yaoundé,5.04767,12.07783,1291,traite,whatsapp
2491,2022-07-12,prix_marche,Nord,Garoua,8.23525,13.807926,286,valide,ussd
2492,2022-10-21,prix_marche,Extrême-Nord,Maroua,10.348036,14.084288,1908,valide,web
2493,2024-01-17,penurie_eau,Sud,Ebolowa,2.052518,10.547852,4,valide,app
2494,2021-11-11,panne_electricite,Nord,Garoua,9.085876,11.307579,4,en_attente,web
2495,2023-07-31,route_abimee,Ouest,Bafoussam,4.746367,9.94199,1,valide,ussd
2496,2020-02-13,depot_sauvage,Est,Bertoua,2.497942,14.182491,3,valide,app
2497,2020-01-02,penurie_eau,Adamaoua,Ngaoundéré,7.392083,12.792678,4,traite,app
2498,2020-12-22,prix_marche,Nord,Guider,9.326371,12.866621,1893,en_attente,web
2499,2020-11-23,penurie_eau,Nord,Guider,9.849572,13.021751,2,valide,web
2500,2022-01-07,panne_electricite,Adamaoua,Meiganga,6.623769,13.312977,2,en_attente,app
2501,2023-04-06,panne_electricite,Ouest,Foumban,5.319205,9.727771,3,valide,whatsapp
2502,2022-06-28,panne_electricite,Nord,Garoua,9.136493,12.336849,1,valide,web
2503,2020-11-04,depot_sauvage,Sud-Ouest,Buea,4.121425,8.445893,3,valide,whatsapp
2504,2020-11-02,prix_marche,Adamaoua,Meiganga,6.583366,12.408061,209,valide,whatsapp
2505,2023-07-26,prix_marche,Centre,Mfou,4.441457,11.757893,441,en_attente,app
2506,2022-05-31,depot_sauvage,Sud,Ebolowa,2.542725,10.901872,2,en_attente,app
2507,2020-01-13,panne_electricite,Sud,Kribi,2.083282,11.49159,4,valide,whatsapp
2508,2020-01-16,depot_sauvage,Centre,Mfou,4.311375,11.264958,4,valide,whatsapp
2509,2024-01-21,route_abimee,Extrême-Nord,Kousséri,9.184366,13.925858,4,valide,app
2510,2020-11-10,depot_sauvage,Nord-Ouest,Kumbo,5.569974,10.559684,3,en_attente,whatsapp
2511,2023-09-28,panne_electricite,Adamaoua,Meiganga,7.963671,12.352585,4,valide,web
2512,2021-12-18,prix_marche,Adamaoua,Ngaoundéré,6.363187,13.101866,1395,en_attente,whatsapp
2513,2020-02-07,prix_marche,Nord-Ouest,Bamenda,5.5531,10.585314,1590,valide,app
2514,2020-12-22,panne_electricite,Sud,Kribi,2.676014,11.195737,2,traite,app
2515,2020-10-20,route_abimee,Sud-Ouest,Kumba,5.063969,8.765312,2,valide,whatsapp
2516,2022-05-18,prix_marche,Centre,Yaoundé,4.590376,11.392604,234,valide,whatsapp
2517,2023-05-30,route_abimee,Centre,Mfou,4.244052,11.826423,2,valide,web
2518,2020-12-24,panne_electricite,Littoral,Nkongsamba,4.268207,10.111619,4,valide,whatsapp
2519,2021-09-16,prix_marche,Est,Abong-Mbang,2.849602,13.661345,117,traite,web
2520,2023-02-11,route_abimee,Nord,Garoua,8.575543,13.167158,2,valide,whatsapp
2521,2022-02-21,penurie_eau,Nord-Ouest,Bamenda,4.759137,10.131755,4,traite,web
2522,2023-07-24,route_abimee,Nord-Ouest,Kumbo,7.198953,10.369636,4,valide,whatsapp
2523,2023-03-24,route_abimee,Est,Abong-Mbang,4.261611,13.999648,3,valide,app
2524,2020-11-15,route_abimee,Sud,Kribi,2.396116,11.118823,4,valide,whatsapp
2525,2022-04-29,depot_sauvage,Sud,Kribi,2.804388,11.211741,1,en_attente,app
2526,2020-10-10,depot_sauvage,Nord-Ouest,Bamenda,5.066464,9.531056,1,en_attente,app
2527,2024-01-20,panne_electricite,Extrême-Nord,Kousséri,10.422548,13.652306,1,valide,web
2528,2023-05-12,panne_electricite,Est,Bertoua,4.878266,14.183387,4,valide,web
2529,2021-11-08,prix_marche,Adamaoua,Meiganga,7.115789,13.012499,1183,valide,app
2530,2022-02-01,depot_sauvage,Sud-Ouest,Limbe,4.719971,8.431003,2,traite,whatsapp
2531,2023-12-24,prix_marche,Est,Bertoua,4.310816,14.547269,1409,en_attente,whatsapp
2532,2023-03-23,panne_electricite,Adamaoua,Meiganga,6.850423,13.015068,4,valide,whatsapp
2533,2023-06-21,route_abimee,Nord-Ouest,Bamenda,5.501349,10.472751,4,valide,whatsapp
2534,2021-01-04,route_abimee,Sud,Kribi,2.134425,11.28252,1,valide,whatsapp
2535,2023-01-05,panne_electricite,Ouest,Dschang,5.013372,10.290122,4,valide,web
2536,2022-03-18,penurie_eau,Ouest,Foumban,4.025832,10.435153,2,valide,web
2537,2022-11-09,penurie_eau,Nord,Garoua,8.356129,13.257026,1,valide,app
2538,2020-03-03,route_abimee,Adamaoua,Ngaoundéré,7.341613,11.795219,1,valide,web
2539,2021-11-28,panne_electricite,Est,Bertoua,3.997459,13.664434,4,valide,app
2540,2021-05-01,route_abimee,Extrême-Nord,Maroua,9.997287,14.089585,2,valide,web
2541,2022-06-09,depot_sauvage,Est,Abong-Mbang,3.959128,13.181876,4,valide,web
2542,2020-10-08,prix_marche,Est,Bertoua,3.981497,14.356631,823,valide,web
2543,2022-02-22,penurie_eau,Extrême-Nord,Kousséri,9.815835,14.059336,3,en_attente,web
2544,2022-04-18,depot_sauvage,Centre,Yaoundé,4.251905,11.600307,4,en_attente,web
2545,2023-05-16,depot_sauvage,Extrême-Nord,Maroua,9.188507,14.004943,3,en_attente,app
2546,2023-06-15,route_abimee,Sud-Ouest,Limbe,4.882001,8.302928,4,valide,app
2547,2020-09-10,route_abimee,Nord-Ouest,Kumbo,6.117617,9.964655,1,en_attente,web
2548,2022-07-10,penurie_eau,Nord-Ouest,Kumbo,5.40377,9.938661,2,traite,app
2549,2021-12-28,route_abimee,Ouest,Dschang,4.073408,9.739125,4,en_attente,whatsapp
2550,2022-07-21,penurie_eau,Nord,Guider,8.422823,12.764207,1,valide,ussd
2551,2020-11-24,depot_sauvage,Nord,Garoua,10.244665,12.878861,2,valide,whatsapp
2552,2022-06-02,panne_electricite,Centre,Mfou,3.08659,11.940866,4,valide,whatsapp
2553,2022-09-28,depot_sauvage,Nord,Guider,8.38342,12.529578,4,valide,whatsapp
2554,2020-07-12,route_abimee,Adamaoua,Ngaoundéré,7.728721,13.037861,2,traite,whatsapp
2555,2022-06-02,panne_electricite,Centre,Yaoundé,4.159,13.079462,4,en_attente,whatsapp
2556,2020-12-31,route_abimee,Nord-Ouest,Bamenda,6.140766,9.693229,3,valide,whatsapp
2557,2021-10-19,depot_sauvage,Sud-Ouest,Limbe,4.369115,9.264549,3,en_attente,whatsapp
2558,2024-01-26,panne_electricite,Extrême-Nord,Kousséri,9.837672,14.848547,4,en_attente,app
2559,2020-07-23,penurie_eau,Adamaoua,Meiganga,7.100683,13.128177,4,en_attente,whatsapp
2560,2020-04-18,prix_marche,Extrême-Nord,Kousséri,10.461013,13.45607,1268,traite,app
2561,2022-11-01,route_abimee,Nord,Guider,7.872167,12.398735,1,valide,ussd
2562,2021-08-28,route_abimee,Sud-Ouest,Kumba,4.313193,9.041344,4,en_attente,app
2563,2022-06-07,panne_electricite,Sud,Kribi,2.564121,10.989779,3,valide,app
2564,2024-01-17,route_abimee,Nord-Ouest,Bamenda,5.874371,10.573467,1,en_attente,ussd
2565,2020-02-08,panne_electricite,Est,Abong-Mbang,3.471485,14.09929,1,valide,app
2566,2022-07-29,penurie_eau,Littoral,Douala,4.258126,10.90169,3,valide,app
2567,2022-10-05,penurie_eau,Sud-Ouest,Buea,4.332738,7.451809,2,valide,web
2568,2020-08-09,prix_marche,Littoral,Douala,3.934949,9.856194,1250,valide,web
2569,2023-05-16,panne_electricite,Sud,Ebolowa,2.219322,10.816504,2,valide,app
2570,2021-10-16,panne_electricite,Centre,Yaoundé,3.612125,12.329054,2,traite,app
2571,2021-12-16,depot_sauvage,Littoral,Douala,3.555215,9.332919,4,valide,ussd
2572,2020-11-14,panne_electricite,Extrême-Nord,Mora,9.438793,13.669914,1,valide,whatsapp
2573,2023-02-16,depot_sauvage,Ouest,Bafoussam,5.511275,9.807039,4,en_attente,whatsapp
2574,2020-10-01,prix_marche,Nord,Guider,9.126156,12.917126,314,en_attente,whatsapp
2575,2020-07-17,panne_electricite,Ouest,Foumban,4.474373,9.826116,3,traite,whatsapp
2576,2020-09-23,depot_sauvage,Nord-Ouest,Kumbo,5.167481,9.939794,3,valide,app
2577,2021-09-25,panne_electricite,Adamaoua,Ngaoundéré,6.846495,12.438323,2,valide,ussd
2578,2022-07-22,prix_marche,Sud,Kribi,2.875937,10.771021,1662,en_attente,app
2579,2022-02-12,prix_marche,Nord-Ouest,Kumbo,6.288751,10.164758,1260,valide,app
2580,2023-08-25,panne_electricite,Sud-Ouest,Buea,5.015085,8.981526,3,valide,whatsapp
2581,2020-05-24,depot_sauvage,Sud-Ouest,Limbe,4.542021,8.757495,1,en_attente,whatsapp
2582,2023-11-29,depot_sauvage,Nord,Garoua,8.284272,13.257723,2,traite,whatsapp
2583,2023-07-05,panne_electricite,Littoral,Douala,4.930782,10.698484,1,valide,app
2584,2020-05-11,route_abimee,Adamaoua,Ngaoundéré,7.719535,12.726243,1,valide,ussd
2585,2020-02-13,depot_sauvage,Sud-Ouest,Kumba,3.451172,9.021636,1,valide,app
2586,2023-11-29,prix_marche,Nord,Guider,8.913471,12.657989,1304,en_attente,app
2587,2022-02-08,penurie_eau,Nord,Garoua,9.453931,12.358862,4,en_attente,web
2588,2022-01-13,route_abimee,Centre,Mfou,4.17111,11.925559,2,valide,app
2589,2023-06-29,panne_electricite,Nord,Garoua,8.621649,13.182436,3,valide,web
2590,2020-09-04,penurie_eau,Est,Bertoua,4.116813,14.125634,2,en_attente,whatsapp
2591,2020-08-10,panne_electricite,Sud,Ebolowa,2.612215,10.830665,4,en_attente,app
2592,2023-04-17,depot_sauvage,Est,Bertoua,3.616046,14.146088,3,en_attente,whatsapp
2593,2020-12-25,route_abimee,Ouest,Dschang,5.647988,9.456348,3,valide,whatsapp
2594,2021-11-11,depot_sauvage,Extrême-Nord,Kousséri,9.944525,14.004174,4,traite,app
2595,2023-06-01,prix_marche,Ouest,Dschang,5.063562,9.913558,1983,valide,whatsapp
2596,2021-09-26,prix_marche,Sud,Kribi,2.935792,10.948108,300,valide,whatsapp
2597,2022-10-28,depot_sauvage,Littoral,Douala,4.344188,10.319026,1,valide,web
2598,2023-12-02,route_abimee,Est,Abong-Mbang,4.317994,15.263394,1,valide,web
2599,2022-08-07,depot_sauvage,Nord,Garoua,8.666748,12.231517,2,valide,app
2600,2022-03-20,penurie_eau,Centre,Yaoundé,3.717522,11.789253,3,valide,whatsapp
2601,2022-01-27,route_abimee,Adamaoua,Ngaoundéré,6.921427,13.65176,3,en_attente,app
2602,2022-04-16,depot_sauvage,Adamaoua,Ngaoundéré,6.41772,13.01578,4,en_attente,app
2603,2024-02-06,penurie_eau,Extrême-Nord,Kousséri,9.966479,13.818176,2,valide,whatsapp
2604,2022-04-19,depot_sauvage,Extrême-Nord,Kousséri,10.515637,13.815418,1,valide,web
2605,2020-01-23,route_abimee,Nord-Ouest,Bamenda,6.105119,9.177702,2,en_attente,app
2606,2022-06-18,penurie_eau,Nord,Guider,8.439647,13.197789,3,en_attente,app
2607,2022-07-27,penurie_eau,Sud,Ebolowa,2.546625,10.498507,2,en_attente,whatsapp
2608,2020-05-05,depot_sauvage,Nord,Guider,9.110019,12.929513,3,en_attente,app
2609,2023-03-21,route_abimee,Est,Abong-Mbang,3.612056,15.127574,2,en_attente,ussd
2610,2023-03-27,penurie_eau,Est,Bertoua,4.570218,13.741644,3,valide,web
2611,2020-04-19,prix_marche,Adamaoua,Meiganga,7.611866,12.665365,1356,valide,whatsapp
2612,2022-04-30,panne_electricite,Ouest,Bafoussam,4.218306,9.627613,3,en_attente,ussd
2613,2020-04-10,prix_marche,Nord,Garoua,8.89881,12.559375,314,en_attente,whatsapp
2614,2023-08-16,depot_sauvage,Est,Abong-Mbang,3.470647,14.467362,2,valide,app
2615,2020-01-31,penurie_eau,Littoral,Edéa,3.341729,10.467483,1,en_attente,ussd
2616,2024-01-29,prix_marche,Adamaoua,Meiganga,6.507314,12.801225,703,en_attente,app
2617,2023-04-02,prix_marche,Adamaoua,Ngaoundéré,7.235676,12.014072,1555,valide,app
2618,2020-11-13,prix_marche,Sud,Kribi,2.55411,10.953959,647,traite,ussd
2619,2022-10-22,prix_marche,Sud-Ouest,Buea,4.039865,9.248896,151,en_attente,web
2620,2022-07-20,prix_marche,Ouest,Bafoussam,5.269772,9.130288,1613,valide,whatsapp
2621,2023-07-08,panne_electricite,Extrême-Nord,Kousséri,9.831092,14.079215,1,en_attente,app
2622,2023-02-08,prix_marche,Centre,Yaoundé,3.960615,12.094894,1416,en_attente,app
2623,2020-01-20,route_abimee,Centre,Yaoundé,3.949945,12.793057,3,valide,whatsapp
2624,2020-02-10,prix_marche,Extrême-Nord,Kousséri,9.558176,14.005628,106,traite,whatsapp
2625,2021-03-03,depot_sauvage,Nord,Garoua,9.102276,12.8241,2,valide,web
2626,2023-12-19,prix_marche,Extrême-Nord,Maroua,10.487023,13.98081,1897,valide,app
2627,2021-07-24,depot_sauvage,Ouest,Bafoussam,3.856805,10.225884,4,traite,ussd
2628,2023-08-12,penurie_eau,Sud-Ouest,Limbe,5.058522,8.661114,1,valide,whatsapp
2629,2021-02-13,depot_sauvage,Ouest,Dschang,4.864131,9.690298,3,valide,app
2630,2021-09-19,prix_marche,Ouest,Foumban,5.14803,10.468434,560,valide,whatsapp
2631,2020-04-24,penurie_eau,Sud-Ouest,Limbe,3.955911,9.442867,4,valide,ussd
