date,annee,mois,region,produit,prix_fcfa_kg,volume_tonnes,valeur_totale_millions
2009-02-01,2009,2,Extrême-Nord,Riz,402.41,2520,1014.08
2009-03-01,2009,3,Extrême-Nord,Riz,325.6,2565,835.16
2009-04-01,2009,4,Extrême-Nord,Riz,404.19,3601,1455.48
2009-05-01,2009,5,Extrême-Nord,Riz,426.64,3363,1434.78
2009-06-01,2009,6,Extrême-Nord,Riz,379.62,2977,1130.13
2009-07-01,2009,7,Extrême-Nord,Riz,325.38,1698,552.49
2009-08-01,2009,8,Extrême-Nord,Riz,281.53,4746,1336.14
2009-09-01,2009,9,Extrême-Nord,Riz,261.82,1568,410.54
2009-10-01,2009,10,Extrême-Nord,Riz,208.49,1888,393.63
2009-11-01,2009,11,Extrême-Nord,Riz,291.15,2356,685.95
2009-12-01,2009,12,Extrême-Nord,Riz,333.14,1221,406.77
2010-01-01,2010,1,Extrême-Nord,Riz,389.83,1334,520.03
2010-02-01,2010,2,Extrême-Nord,Riz,385.65,620,239.1
2010-03-01,2010,3,Extrême-Nord,Riz,427.9,496,212.24
2010-04-01,2010,4,Extrême-Nord,Riz,485.97,4928,2394.87
2010-05-01,2010,5,Extrême-Nord,Riz,435.91,686,299.04
2010-06-01,2010,6,Extrême-Nord,Riz,287.02,3023,867.67
2010-07-01,2010,7,Extrême-Nord,Riz,325.46,473,153.94
2010-08-01,2010,8,Extrême-Nord,Riz,276.14,3869,1068.4
2010-09-01,2010,9,Extrême-Nord,Riz,274.8,492,135.2
2010-10-01,2010,10,Extrême-Nord,Riz,244.03,3064,747.71
2010-11-01,2010,11,Extrême-Nord,Riz,272.16,138,37.56
2010-12-01,2010,12,Extrême-Nord,Riz,364.11,2299,837.09
2011-01-01,2011,1,Extrême-Nord,Riz,387.36,3678,1424.71
2011-02-01,2011,2,Extrême-Nord,Riz,451.69,2551,1152.27
2011-03-01,2011,3,Extrême-Nord,Riz,333.41,4696,1565.7
2011-04-01,2011,4,Extrême-Nord,Riz,388.22,3033,1177.48
2011-05-01,2011,5,Extrême-Nord,Riz,437.24,3000,1311.71
2011-06-01,2011,6,Extrême-Nord,Riz,391.54,4590,1797.17
2011-07-01,2011,7,Extrême-Nord,Riz,328.51,3780,1241.77
2011-08-01,2011,8,Extrême-Nord,Riz,275.79,4474,1233.9
2011-09-01,2011,9,Extrême-Nord,Riz,304.9,4915,1498.57
2011-10-01,2011,10,Extrême-Nord,Riz,244.75,3906,956.01
2011-11-01,2011,11,Extrême-Nord,Riz,312.95,2865,896.61
2011-12-01,2011,12,Extrême-Nord,Riz,361.65,692,250.26
2012-01-01,2012,1,Extrême-Nord,Riz,418.87,104,43.56
2012-02-01,2012,2,Extrême-Nord,Riz,432.3,891,385.18
2012-03-01,2012,3,Extrême-Nord,Riz,424.17,2670,1132.52
2012-04-01,2012,4,Extrême-Nord,Riz,394.36,2956,1165.73
2012-05-01,2012,5,Extrême-Nord,Riz,440.46,2322,1022.75
2012-06-01,2012,6,Extrême-Nord,Riz,344.47,152,52.36
2012-07-01,2012,7,Extrême-Nord,Riz,325.02,277,90.03
2012-08-01,2012,8,Extrême-Nord,Riz,305.29,3620,1105.13
2012-09-01,2012,9,Extrême-Nord,Riz,263.09,1669,439.09
2012-10-01,2012,10,Extrême-Nord,Riz,334.97,4743,1588.74
2012-11-01,2012,11,Extrême-Nord,Riz,318.52,3552,1131.37
2012-12-01,2012,12,Extrême-Nord,Riz,372.45,3676,1369.12
2013-01-01,2013,1,Extrême-Nord,Riz,399.45,884,353.12
2013-02-01,2013,2,Extrême-Nord,Riz,404.36,3049,1232.9
2013-03-01,2013,3,Extrême-Nord,Riz,443.48,2459,1090.51
2013-04-01,2013,4,Extrême-Nord,Riz,542.31,3734,2024.98
2013-05-01,2013,5,Extrême-Nord,Riz,404.03,3924,1585.4
2013-06-01,2013,6,Extrême-Nord,Riz,398.65,3778,1506.11
2013-07-01,2013,7,Extrême-Nord,Riz,296.48,663,196.56
2013-08-01,2013,8,Extrême-Nord,Riz,306.3,738,226.05
2013-09-01,2013,9,Extrême-Nord,Riz,292.87,2053,601.26
2013-10-01,2013,10,Extrême-Nord,Riz,309.34,1577,487.83
2013-11-01,2013,11,Extrême-Nord,Riz,312.08,3231,1008.34
2013-12-01,2013,12,Extrême-Nord,Riz,356.14,4943,1760.41
2014-01-01,2014,1,Extrême-Nord,Riz,353.63,2913,1030.12
2014-02-01,2014,2,Extrême-Nord,Riz,388.58,4660,1810.77
2014-03-01,2014,3,Extrême-Nord,Riz,428.7,2056,881.42
2014-04-01,2014,4,Extrême-Nord,Riz,421.9,4256,1795.59
2014-05-01,2014,5,Extrême-Nord,Riz,336.75,1724,580.56
2014-06-01,2014,6,Extrême-Nord,Riz,381.15,1240,472.62
2014-07-01,2014,7,Extrême-Nord,Riz,338.13,1971,666.45
2014-08-01,2014,8,Extrême-Nord,Riz,318.48,4439,1413.72
2014-09-01,2014,9,Extrême-Nord,Riz,250.84,2549,639.38
2014-10-01,2014,10,Extrême-Nord,Riz,325.93,766,249.66
2014-11-01,2014,11,Extrême-Nord,Riz,391.52,4254,1665.51
2014-12-01,2014,12,Extrême-Nord,Riz,350.45,4280,1499.93
2015-01-01,2015,1,Extrême-Nord,Riz,376.16,1702,640.22
2015-02-01,2015,2,Extrême-Nord,Riz,470.88,1917,902.68
2015-03-01,2015,3,Extrême-Nord,Riz,394.91,4699,1855.7
2015-04-01,2015,4,Extrême-Nord,Riz,407.4,982,400.07
2015-05-01,2015,5,Extrême-Nord,Riz,429.31,3508,1506.03
2015-06-01,2015,6,Extrême-Nord,Riz,417.06,516,215.2
2015-07-01,2015,7,Extrême-Nord,Riz,367.9,4603,1693.45
2015-08-01,2015,8,Extrême-Nord,Riz,357.23,2737,977.73
2015-09-01,2015,9,Extrême-Nord,Riz,243.01,4908,1192.72
2015-10-01,2015,10,Extrême-Nord,Riz,309.31,971,300.34
2015-11-01,2015,11,Extrême-Nord,Riz,335.78,3649,1225.27
2015-12-01,2015,12,Extrême-Nord,Riz,419.71,3326,1395.96
2016-01-01,2016,1,Extrême-Nord,Riz,440.96,4782,2108.66
2016-02-01,2016,2,Extrême-Nord,Riz,482.72,1073,517.96
2016-03-01,2016,3,Extrême-Nord,Riz,461.47,3675,1695.91
2016-04-01,2016,4,Extrême-Nord,Riz,426.66,298,127.14
2016-05-01,2016,5,Extrême-Nord,Riz,410.79,770,316.31
2016-06-01,2016,6,Extrême-Nord,Riz,339.46,4618,1567.63
2016-07-01,2016,7,Extrême-Nord,Riz,340.77,2518,858.06
2016-08-01,2016,8,Extrême-Nord,Riz,318.79,4169,1329.02
2016-09-01,2016,9,Extrême-Nord,Riz,328.17,2735,897.54
2016-10-01,2016,10,Extrême-Nord,Riz,356.14,2030,722.96
2016-11-01,2016,11,Extrême-Nord,Riz,299.6,4103,1229.24
2016-12-01,2016,12,Extrême-Nord,Riz,362.92,3249,1179.11
2017-01-01,2017,1,Extrême-Nord,Riz,344.8,533,183.78
2017-02-01,2017,2,Extrême-Nord,Riz,589.37,1078,635.34
2017-03-01,2017,3,Extrême-Nord,Riz,498.54,2871,1431.31
2017-04-01,2017,4,Extrême-Nord,Riz,439.27,1890,830.22
2017-05-01,2017,5,Extrême-Nord,Riz,466.97,4674,2182.62
2017-06-01,2017,6,Extrême-Nord,Riz,466.68,4625,2158.38
2017-07-01,2017,7,Extrême-Nord,Riz,364.62,2528,921.77
2017-08-01,2017,8,Extrême-Nord,Riz,312.67,2414,754.78
2017-09-01,2017,9,Extrême-Nord,Riz,307.97,3998,1231.26
2017-10-01,2017,10,Extrême-Nord,Riz,361.09,739,266.84
2017-11-01,2017,11,Extrême-Nord,Riz,351.56,2660,935.15
2017-12-01,2017,12,Extrême-Nord,Riz,360.43,488,175.89
2018-01-01,2018,1,Extrême-Nord,Riz,463.67,917,425.18
2018-02-01,2018,2,Extrême-Nord,Riz,429.13,1538,660.01
2018-03-01,2018,3,Extrême-Nord,Riz,455.22,3971,1807.69
2018-04-01,2018,4,Extrême-Nord,Riz,517.0,1467,758.43
2018-05-01,2018,5,Extrême-Nord,Riz,463.41,4986,2310.54
2018-06-01,2018,6,Extrême-Nord,Riz,397.92,2975,1183.81
2018-07-01,2018,7,Extrême-Nord,Riz,374.71,1061,397.57
2018-08-01,2018,8,Extrême-Nord,Riz,352.0,863,303.77
2018-09-01,2018,9,Extrême-Nord,Riz,374.78,4150,1555.34
2018-10-01,2018,10,Extrême-Nord,Riz,366.27,406,148.7
2018-11-01,2018,11,Extrême-Nord,Riz,341.81,546,186.63
2018-12-01,2018,12,Extrême-Nord,Riz,407.11,4847,1973.28
2019-01-01,2019,1,Extrême-Nord,Riz,473.78,589,279.06
2019-02-01,2019,2,Extrême-Nord,Riz,486.03,4343,2110.83
2019-03-01,2019,3,Extrême-Nord,Riz,499.93,1130,564.92
2019-04-01,2019,4,Extrême-Nord,Riz,439.92,1905,838.05
2019-05-01,2019,5,Extrême-Nord,Riz,441.83,1678,741.38
2019-06-01,2019,6,Extrême-Nord,Riz,467.0,3228,1507.47
2019-07-01,2019,7,Extrême-Nord,Riz,384.73,1119,430.51
2019-08-01,2019,8,Extrême-Nord,Riz,362.73,2826,1025.08
2019-09-01,2019,9,Extrême-Nord,Riz,293.5,2805,823.27
2019-10-01,2019,10,Extrême-Nord,Riz,313.08,1933,605.18
2019-11-01,2019,11,Extrême-Nord,Riz,358.49,4135,1482.34
2019-12-01,2019,12,Extrême-Nord,Riz,483.31,433,209.27
2020-01-01,2020,1,Extrême-Nord,Riz,522.23,3461,1807.43
2020-02-01,2020,2,Extrême-Nord,Riz,506.64,1099,556.79
2020-03-01,2020,3,Extrême-Nord,Riz,489.29,3025,1480.1
2020-04-01,2020,4,Extrême-Nord,Riz,541.44,1340,725.53
2020-05-01,2020,5,Extrême-Nord,Riz,500.62,1442,721.9
2020-06-01,2020,6,Extrême-Nord,Riz,461.79,4041,1866.1
2020-07-01,2020,7,Extrême-Nord,Riz,326.6,1655,540.52
2020-08-01,2020,8,Extrême-Nord,Riz,306.88,4093,1256.05
2020-09-01,2020,9,Extrême-Nord,Riz,284.27,2028,576.5
2020-10-01,2020,10,Extrême-Nord,Riz,305.77,4555,1392.77
2020-11-01,2020,11,Extrême-Nord,Riz,344.45,2720,936.91
2020-12-01,2020,12,Extrême-Nord,Riz,324.8,3766,1223.2
2021-01-01,2021,1,Extrême-Nord,Riz,399.45,4039,1613.37
2021-02-01,2021,2,Extrême-Nord,Riz,400.89,1048,420.14
2021-03-01,2021,3,Extrême-Nord,Riz,505.02,3444,1739.31
2021-04-01,2021,4,Extrême-Nord,Riz,428.91,4075,1747.82
2021-05-01,2021,5,Extrême-Nord,Riz,437.66,2853,1248.65
2021-06-01,2021,6,Extrême-Nord,Riz,436.38,2280,994.94
2021-07-01,2021,7,Extrême-Nord,Riz,368.97,1406,518.77
2021-08-01,2021,8,Extrême-Nord,Riz,367.18,4818,1769.07
2021-09-01,2021,9,Extrême-Nord,Riz,281.45,1989,559.8
2021-10-01,2021,10,Extrême-Nord,Riz,353.42,2845,1005.48
2021-11-01,2021,11,Extrême-Nord,Riz,372.94,3839,1431.73
2021-12-01,2021,12,Extrême-Nord,Riz,465.8,4054,1888.37
2022-01-01,2022,1,Extrême-Nord,Riz,575.78,2096,1206.84
2022-02-01,2022,2,Extrême-Nord,Riz,482.23,4871,2348.96
2022-03-01,2022,3,Extrême-Nord,Riz,503.36,134,67.45
2022-04-01,2022,4,Extrême-Nord,Riz,492.77,2689,1325.07
2022-05-01,2022,5,Extrême-Nord,Riz,465.37,2271,1056.86
2022-06-01,2022,6,Extrême-Nord,Riz,453.72,455,206.44
2022-07-01,2022,7,Extrême-Nord,Riz,425.81,3523,1500.12
2022-08-01,2022,8,Extrême-Nord,Riz,295.54,1858,549.12
2022-09-01,2022,9,Extrême-Nord,Riz,374.33,272,101.82
2022-10-01,2022,10,Extrême-Nord,Riz,399.88,1660,663.8
2022-11-01,2022,11,Extrême-Nord,Riz,368.72,1326,488.92
2022-12-01,2022,12,Extrême-Nord,Riz,436.31,653,284.91
2023-01-01,2023,1,Extrême-Nord,Riz,554.15,725,401.76
2023-02-01,2023,2,Extrême-Nord,Riz,462.02,687,317.41
2023-03-01,2023,3,Extrême-Nord,Riz,501.9,96,48.18
2023-04-01,2023,4,Extrême-Nord,Riz,545.04,869,473.64
2023-05-01,2023,5,Extrême-Nord,Riz,423.68,1327,562.22
2023-06-01,2023,6,Extrême-Nord,Riz,430.69,3784,1629.75
2023-07-01,2023,7,Extrême-Nord,Riz,372.89,2267,845.33
2023-08-01,2023,8,Extrême-Nord,Riz,344.14,2936,1010.39
2023-09-01,2023,9,Extrême-Nord,Riz,404.44,3056,1235.95
2023-10-01,2023,10,Extrême-Nord,Riz,388.17,3234,1255.33
2023-11-01,2023,11,Extrême-Nord,Riz,256.36,3908,1001.85
2023-12-01,2023,12,Extrême-Nord,Riz,504.79,1268,640.08
2000-01-01,2000,1,Extrême-Nord,Huile de palme,384.4,187,71.88
2000-02-01,2000,2,Extrême-Nord,Huile de palme,367.61,4500,1654.22
2000-03-01,2000,3,Extrême-Nord,Huile de palme,370.01,3604,1333.52
2000-04-01,2000,4,Extrême-Nord,Huile de palme,359.12,2809,1008.78
2000-05-01,2000,5,Extrême-Nord,Huile de palme,345.81,3472,1200.66
2000-06-01,2000,6,Extrême-Nord,Huile de palme,344.95,4484,1546.76
2000-07-01,2000,7,Extrême-Nord,Huile de palme,313.09,1523,476.84
2000-08-01,2000,8,Extrême-Nord,Huile de palme,295.27,4522,1335.19
2000-09-01,2000,9,Extrême-Nord,Huile de palme,279.81,2269,634.89
2000-10-01,2000,10,Extrême-Nord,Huile de palme,264.93,67,17.75
2000-11-01,2000,11,Extrême-Nord,Huile de palme,344.3,2820,970.94
2000-12-01,2000,12,Extrême-Nord,Huile de palme,299.88,4426,1327.28
2001-01-01,2001,1,Extrême-Nord,Huile de palme,340.04,1745,593.36
2001-02-01,2001,2,Extrême-Nord,Huile de palme,372.54,1636,609.47
2001-03-01,2001,3,Extrême-Nord,Huile de palme,400.43,2719,1088.77
2001-04-01,2001,4,Extrême-Nord,Huile de palme,405.2,2318,939.25
2001-05-01,2001,5,Extrême-Nord,Huile de palme,365.58,2472,903.71
2001-06-01,2001,6,Extrême-Nord,Huile de palme,310.17,4679,1451.26
2001-07-01,2001,7,Extrême-Nord,Huile de palme,285.84,4091,1169.35
2001-08-01,2001,8,Extrême-Nord,Huile de palme,328.34,2874,943.66
2001-09-01,2001,9,Extrême-Nord,Huile de palme,229.81,4592,1055.27
2001-10-01,2001,10,Extrême-Nord,Huile de palme,239.42,2777,664.88
2001-11-01,2001,11,Extrême-Nord,Huile de palme,256.13,2403,615.47
2001-12-01,2001,12,Extrême-Nord,Huile de palme,340.78,2946,1003.93
2002-01-01,2002,1,Extrême-Nord,Huile de palme,379.17,1805,684.4
2002-02-01,2002,2,Extrême-Nord,Huile de palme,431.67,3440,1484.95
2002-03-01,2002,3,Extrême-Nord,Huile de palme,443.44,1940,860.27
2002-04-01,2002,4,Extrême-Nord,Huile de palme,369.23,3081,1137.6
2002-05-01,2002,5,Extrême-Nord,Huile de palme,308.49,2561,790.04
2002-06-01,2002,6,Extrême-Nord,Huile de palme,352.91,3027,1068.26
2002-07-01,2002,7,Extrême-Nord,Huile de palme,276.95,4872,1349.28
2002-08-01,2002,8,Extrême-Nord,Huile de palme,304.94,1051,320.49
2002-09-01,2002,9,Extrême-Nord,Huile de palme,259.11,1113,288.39
2002-10-01,2002,10,Extrême-Nord,Huile de palme,304.1,688,209.22
2002-11-01,2002,11,Extrême-Nord,Huile de palme,308.26,3325,1024.98
2002-12-01,2002,12,Extrême-Nord,Huile de palme,338.12,1026,346.91
2003-01-01,2003,1,Extrême-Nord,Huile de palme,395.81,3597,1423.72
2003-02-01,2003,2,Extrême-Nord,Huile de palme,422.63,2981,1259.85
2003-03-01,2003,3,Extrême-Nord,Huile de palme,463.59,1126,522.01
2003-04-01,2003,4,Extrême-Nord,Huile de palme,349.57,1221,426.82
2003-05-01,2003,5,Extrême-Nord,Huile de palme,380.72,3848,1465.0
2003-06-01,2003,6,Extrême-Nord,Huile de palme,349.18,4196,1465.17
2003-07-01,2003,7,Extrême-Nord,Huile de palme,276.77,500,138.39
2003-08-01,2003,8,Extrême-Nord,Huile de palme,263.56,1412,372.15
2003-09-01,2003,9,Extrême-Nord,Huile de palme,256.78,2975,763.92
2003-10-01,2003,10,Extrême-Nord,Huile de palme,287.81,4728,1360.77
2003-11-01,2003,11,Extrême-Nord,Huile de palme,321.93,4729,1522.42
2003-12-01,2003,12,Extrême-Nord,Huile de palme,320.44,2323,744.37
2004-01-01,2004,1,Extrême-Nord,Huile de palme,362.31,4728,1713.01
2004-02-01,2004,2,Extrême-Nord,Huile de palme,447.35,1780,796.29
2004-03-01,2004,3,Extrême-Nord,Huile de palme,429.0,1987,852.43
2004-04-01,2004,4,Extrême-Nord,Huile de palme,423.52,253,107.15
2004-05-01,2004,5,Extrême-Nord,Huile de palme,452.57,2586,1170.35
2004-06-01,2004,6,Extrême-Nord,Huile de palme,330.67,156,51.58
2004-07-01,2004,7,Extrême-Nord,Huile de palme,312.8,3986,1246.84
2004-08-01,2004,8,Extrême-Nord,Huile de palme,300.54,4140,1244.23
2004-09-01,2004,9,Extrême-Nord,Huile de palme,301.48,1110,334.64
2004-10-01,2004,10,Extrême-Nord,Huile de palme,315.04,2596,817.83
2004-11-01,2004,11,Extrême-Nord,Huile de palme,285.69,4331,1237.33
2004-12-01,2004,12,Extrême-Nord,Huile de palme,341.95,3502,1197.5
2005-01-01,2005,1,Extrême-Nord,Huile de palme,414.9,2255,935.6
2005-02-01,2005,2,Extrême-Nord,Huile de palme,371.69,3017,1121.38
2005-03-01,2005,3,Extrême-Nord,Huile de palme,452.0,3288,1486.19
2005-04-01,2005,4,Extrême-Nord,Huile de palme,361.72,371,134.2
2005-05-01,2005,5,Extrême-Nord,Huile de palme,429.32,2609,1120.11
2005-06-01,2005,6,Extrême-Nord,Huile de palme,412.01,1618,666.63
2005-07-01,2005,7,Extrême-Nord,Huile de palme,318.09,4770,1517.3
2005-08-01,2005,8,Extrême-Nord,Huile de palme,300.81,3013,906.35
2005-09-01,2005,9,Extrême-Nord,Huile de palme,292.16,4620,1349.78
2005-10-01,2005,10,Extrême-Nord,Huile de palme,270.15,2059,556.23
2005-11-01,2005,11,Extrême-Nord,Huile de palme,355.25,2590,920.09
2005-12-01,2005,12,Extrême-Nord,Huile de palme,271.81,3869,1051.65
2006-01-01,2006,1,Extrême-Nord,Huile de palme,404.66,79,31.97
2006-02-01,2006,2,Extrême-Nord,Huile de palme,432.71,3832,1658.15
2006-03-01,2006,3,Extrême-Nord,Huile de palme,492.87,2018,994.61
2006-04-01,2006,4,Extrême-Nord,Huile de palme,425.47,3518,1496.8
2006-05-01,2006,5,Extrême-Nord,Huile de palme,485.55,1393,676.37
2006-06-01,2006,6,Extrême-Nord,Huile de palme,343.19,4676,1604.77
2006-07-01,2006,7,Extrême-Nord,Huile de palme,330.76,4170,1379.25
2006-08-01,2006,8,Extrême-Nord,Huile de palme,306.97,3031,930.43
2006-09-01,2006,9,Extrême-Nord,Huile de palme,296.53,69,20.46
2006-10-01,2006,10,Extrême-Nord,Huile de palme,337.02,855,288.15
2006-11-01,2006,11,Extrême-Nord,Huile de palme,352.99,3413,1204.75
2006-12-01,2006,12,Extrême-Nord,Huile de palme,365.98,3476,1272.16
2007-01-01,2007,1,Extrême-Nord,Huile de palme,411.63,2607,1073.13
2007-02-01,2007,2,Extrême-Nord,Huile de palme,493.99,493,243.53
2007-03-01,2007,3,Extrême-Nord,Huile de palme,493.11,828,408.29
2007-04-01,2007,4,Extrême-Nord,Huile de palme,411.69,3209,1321.12
2007-05-01,2007,5,Extrême-Nord,Huile de palme,374.38,3990,1493.8
2007-06-01,2007,6,Extrême-Nord,Huile de palme,431.52,470,202.82
2007-07-01,2007,7,Extrême-Nord,Huile de palme,344.79,1345,463.74
2007-08-01,2007,8,Extrême-Nord,Huile de palme,326.33,2131,695.41
2007-09-01,2007,9,Extrême-Nord,Huile de palme,304.37,3224,981.28
2007-10-01,2007,10,Extrême-Nord,Huile de palme,305.42,4114,1256.5
2007-11-01,2007,11,Extrême-Nord,Huile de palme,297.18,3879,1152.75
2007-12-01,2007,12,Extrême-Nord,Huile de palme,420.91,1999,841.4
2008-01-01,2008,1,Extrême-Nord,Huile de palme,467.15,3031,1415.92
2008-02-01,2008,2,Extrême-Nord,Huile de palme,481.88,1726,831.73
2008-03-01,2008,3,Extrême-Nord,Huile de palme,462.66,4009,1854.82
2008-04-01,2008,4,Extrême-Nord,Huile de palme,382.0,1289,492.4
2008-05-01,2008,5,Extrême-Nord,Huile de palme,446.69,4729,2112.41
2008-06-01,2008,6,Extrême-Nord,Huile de palme,415.15,1117,463.73
2008-07-01,2008,7,Extrême-Nord,Huile de palme,277.06,429,118.86
2008-08-01,2008,8,Extrême-Nord,Huile de palme,302.86,1334,404.01
2008-09-01,2008,9,Extrême-Nord,Huile de palme,300.39,2306,692.69
2008-10-01,2008,10,Extrême-Nord,Huile de palme,302.08,3977,1201.38
2008-11-01,2008,11,Extrême-Nord,Huile de palme,346.23,324,112.18
2008-12-01,2008,12,Extrême-Nord,Huile de palme,328.3,3491,1146.11
2009-01-01,2009,1,Extrême-Nord,Huile de palme,362.46,1920,695.92
2009-02-01,2009,2,Extrême-Nord,Huile de palme,461.29,4063,1874.21
2009-03-01,2009,3,Extrême-Nord,Huile de palme,514.2,4853,2495.42
2009-04-01,2009,4,Extrême-Nord,Huile de palme,393.43,1417,557.49
2009-05-01,2009,5,Extrême-Nord,Huile de palme,527.96,1110,586.04
2009-06-01,2009,6,Extrême-Nord,Huile de palme,394.86,2557,1009.67
2009-07-01,2009,7,Extrême-Nord,Huile de palme,339.2,2236,758.46
2009-08-01,2009,8,Extrême-Nord,Huile de palme,329.52,2715,894.64
2009-09-01,2009,9,Extrême-Nord,Huile de palme,307.9,2424,746.36
2009-10-01,2009,10,Extrême-Nord,Huile de palme,341.98,3471,1187.01
2009-11-01,2009,11,Extrême-Nord,Huile de palme,313.79,1942,609.38
2009-12-01,2009,12,Extrême-Nord,Huile de palme,432.22,2504,1082.28
2010-01-01,2010,1,Extrême-Nord,Huile de palme,406.78,2415,982.37
2010-02-01,2010,2,Extrême-Nord,Huile de palme,558.29,4530,2529.04
2010-03-01,2010,3,Extrême-Nord,Huile de palme,561.92,1273,715.33
2010-04-01,2010,4,Extrême-Nord,Huile de palme,336.35,1957,658.25
2010-05-01,2010,5,Extrême-Nord,Huile de palme,424.67,4019,1706.77
2010-06-01,2010,6,Extrême-Nord,Huile de palme,407.69,1318,537.34
2010-07-01,2010,7,Extrême-Nord,Huile de palme,338.13,1797,607.62
2010-08-01,2010,8,Extrême-Nord,Huile de palme,308.85,2608,805.48
2010-09-01,2010,9,Extrême-Nord,Huile de palme,299.52,4486,1343.66
2010-10-01,2010,10,Extrême-Nord,Huile de palme,337.69,3029,1022.86
2010-11-01,2010,11,Extrême-Nord,Huile de palme,379.8,4179,1587.18
2010-12-01,2010,12,Extrême-Nord,Huile de palme,426.35,4468,1904.95
2011-01-01,2011,1,Extrême-Nord,Huile de palme,488.86,294,143.72
2011-02-01,2011,2,Extrême-Nord,Huile de palme,521.39,2775,1446.84
2011-03-01,2011,3,Extrême-Nord,Huile de palme,561.55,182,102.2
2011-04-01,2011,4,Extrême-Nord,Huile de palme,499.82,1420,709.74
2011-05-01,2011,5,Extrême-Nord,Huile de palme,491.6,1770,870.13
2011-06-01,2011,6,Extrême-Nord,Huile de palme,331.05,4052,1341.4
2011-07-01,2011,7,Extrême-Nord,Huile de palme,346.86,2858,991.32
2011-08-01,2011,8,Extrême-Nord,Huile de palme,361.94,944,341.67
2011-09-01,2011,9,Extrême-Nord,Huile de palme,385.14,1823,702.1
2011-10-01,2011,10,Extrême-Nord,Huile de palme,316.63,363,114.94
2011-11-01,2011,11,Extrême-Nord,Huile de palme,380.13,1839,699.06
2011-12-01,2011,12,Extrême-Nord,Huile de palme,429.86,2443,1050.14
2012-01-01,2012,1,Extrême-Nord,Huile de palme,450.09,2330,1048.71
2012-02-01,2012,2,Extrême-Nord,Huile de palme,521.3,1039,541.63
2012-03-01,2012,3,Extrême-Nord,Huile de palme,509.27,3094,1575.69
2012-04-01,2012,4,Extrême-Nord,Huile de palme,468.64,3447,1615.41
2012-05-01,2012,5,Extrême-Nord,Huile de palme,539.8,2657,1434.25
2012-06-01,2012,6,Extrême-Nord,Huile de palme,480.42,1795,862.35
2012-07-01,2012,7,Extrême-Nord,Huile de palme,330.52,4721,1560.4
2012-08-01,2012,8,Extrême-Nord,Huile de palme,326.25,3815,1244.65
2012-09-01,2012,9,Extrême-Nord,Huile de palme,395.46,4076,1611.89
2012-10-01,2012,10,Extrême-Nord,Huile de palme,344.69,2729,940.66
2012-11-01,2012,11,Extrême-Nord,Huile de palme,369.28,4437,1638.48
2012-12-01,2012,12,Extrême-Nord,Huile de palme,406.62,2151,874.63
2013-01-01,2013,1,Extrême-Nord,Huile de palme,432.06,2574,1112.13
2013-02-01,2013,2,Extrême-Nord,Huile de palme,498.48,4167,2077.17
2013-03-01,2013,3,Extrême-Nord,Huile de palme,474.55,3498,1659.96
2013-04-01,2013,4,Extrême-Nord,Huile de palme,548.41,3294,1806.47
2013-05-01,2013,5,Extrême-Nord,Huile de palme,548.62,839,460.29
2013-06-01,2013,6,Extrême-Nord,Huile de palme,433.77,1416,614.22
2013-07-01,2013,7,Extrême-Nord,Huile de palme,387.63,3673,1423.76
2013-08-01,2013,8,Extrême-Nord,Huile de palme,321.43,552,177.43
2013-09-01,2013,9,Extrême-Nord,Huile de palme,316.15,1459,461.27
2013-10-01,2013,10,Extrême-Nord,Huile de palme,360.75,2973,1072.5
2013-11-01,2013,11,Extrême-Nord,Huile de palme,361.28,310,112.0
2013-12-01,2013,12,Extrême-Nord,Huile de palme,415.49,3402,1413.48
2014-01-01,2014,1,Extrême-Nord,Huile de palme,447.92,2190,980.94
2014-02-01,2014,2,Extrême-Nord,Huile de palme,433.9,3056,1325.98
2014-03-01,2014,3,Extrême-Nord,Huile de palme,525.16,2870,1507.2
2014-04-01,2014,4,Extrême-Nord,Huile de palme,511.13,216,110.4
2014-05-01,2014,5,Extrême-Nord,Huile de palme,525.27,4758,2499.25
2014-06-01,2014,6,Extrême-Nord,Huile de palme,467.75,1581,739.51
2014-07-01,2014,7,Extrême-Nord,Huile de palme,401.92,4092,1644.65
2014-08-01,2014,8,Extrême-Nord,Huile de palme,283.76,1022,290.01
2014-09-01,2014,9,Extrême-Nord,Huile de palme,347.53,1052,365.6
2014-10-01,2014,10,Extrême-Nord,Huile de palme,380.92,4780,1820.79
2014-11-01,2014,11,Extrême-Nord,Huile de palme,325.69,3337,1086.83
2014-12-01,2014,12,Extrême-Nord,Huile de palme,338.9,4215,1428.48
2015-01-01,2015,1,Extrême-Nord,Huile de palme,449.45,2069,929.91
2015-02-01,2015,2,Extrême-Nord,Huile de palme,570.83,1147,654.74
2015-03-01,2015,3,Extrême-Nord,Huile de palme,569.84,198,112.83
2015-04-01,2015,4,Extrême-Nord,Huile de palme,567.55,3627,2058.5
2015-05-01,2015,5,Extrême-Nord,Huile de palme,470.11,1968,925.17
2015-06-01,2015,6,Extrême-Nord,Huile de palme,418.65,4919,2059.34
2015-07-01,2015,7,Extrême-Nord,Huile de palme,467.23,1762,823.26
2015-08-01,2015,8,Extrême-Nord,Huile de palme,334.78,2542,851.02
2015-09-01,2015,9,Extrême-Nord,Huile de palme,330.93,632,209.15
