annee,mois,route,type_transport,distance_km,cout_fcfa,temps_heures,accidents,embouteillages,volume_marchandises_tonnes,passagers
2019,5,N2 Yaounde-Bamenda,Moto,275,27500,6.1,0,0,0,159
2019,5,N2 Yaounde-Bamenda,Train,406,24360,5.8,0,2,71,19
2019,5,N2 Yaounde-Bamenda,Avion,464,371200,0.9,0,0,0,39
2019,5,N3 Yaounde-Abong,Camion,133,19950,3.3,0,4,96,9
2019,5,N3 Yaounde-Abong,Taxi,282,84600,4.7,0,3,0,100
2019,5,N3 Yaounde-Abong,Bus,318,25440,6.4,0,5,0,317
2019,5,N3 Yaounde-Abong,Moto,127,12700,2.8,1,3,0,39
2019,5,N3 Yaounde-Abong,Train,188,11280,2.7,0,1,73,44
2019,5,N3 Yaounde-Abong,Avion,490,392000,1.0,0,0,0,14
2019,5,N4 Maroua-Kousseri,Camion,220,33000,5.5,0,6,78,1
2019,5,N4 Maroua-Kousseri,Taxi,357,107100,6.0,0,3,0,407
2019,5,N4 Maroua-Kousseri,Bus,175,14000,3.5,0,3,0,46
2019,5,N4 Maroua-Kousseri,Moto,361,36100,8.0,0,2,0,90
2019,5,N4 Maroua-Kousseri,Train,257,15420,3.7,0,0,24,1
2019,5,N4 Maroua-Kousseri,Avion,267,213600,0.5,0,0,0,16
2019,5,N5 Bafoussam-Douala,Camion,249,37350,6.2,0,2,84,45
2019,5,N5 Bafoussam-Douala,Taxi,113,33900,1.9,0,0,0,37
2019,5,N5 Bafoussam-Douala,Bus,186,14880,3.7,0,2,0,477
2019,5,N5 Bafoussam-Douala,Moto,120,12000,2.7,0,0,0,192
2019,5,N5 Bafoussam-Douala,Train,102,6120,1.5,0,3,92,30
2019,5,N5 Bafoussam-Douala,Avion,282,225600,0.6,0,0,0,48
2019,5,N6 Limbe-Kumba,Camion,189,28350,4.7,0,2,50,31
2019,5,N6 Limbe-Kumba,Taxi,460,138000,7.7,0,1,0,256
2019,5,N6 Limbe-Kumba,Bus,218,17440,4.4,0,1,0,123
2019,5,N6 Limbe-Kumba,Moto,131,13100,2.9,0,3,0,8
2019,5,N6 Limbe-Kumba,Train,363,21780,5.2,0,2,90,44
2019,5,N6 Limbe-Kumba,Avion,423,338400,0.8,0,0,0,8
2019,6,N1 Douala-Yaounde,Camion,264,39600,6.6,0,2,29,0
2019,6,N1 Douala-Yaounde,Taxi,194,58200,3.2,0,1,0,155
2019,6,N1 Douala-Yaounde,Bus,467,37360,9.3,1,1,0,132
2019,6,N1 Douala-Yaounde,Moto,203,20300,4.5,0,3,0,170
2019,6,N1 Douala-Yaounde,Train,298,17880,4.3,0,1,16,38
2019,6,N1 Douala-Yaounde,Avion,135,108000,0.3,1,0,0,36
2019,6,N2 Yaounde-Bamenda,Camion,495,74250,12.4,0,3,32,3
2019,6,N2 Yaounde-Bamenda,Taxi,247,74100,4.1,0,1,0,110
2019,6,N2 Yaounde-Bamenda,Bus,338,27040,6.8,0,1,0,210
2019,6,N2 Yaounde-Bamenda,Moto,139,13900,3.1,0,3,0,137
2019,6,N2 Yaounde-Bamenda,Train,263,15780,3.8,0,5,81,6
2019,6,N2 Yaounde-Bamenda,Avion,284,227200,0.6,0,0,0,9
2019,6,N3 Yaounde-Abong,Camion,366,54900,9.2,0,4,45,12
2019,6,N3 Yaounde-Abong,Taxi,183,54900,3.0,0,5,0,196
2019,6,N3 Yaounde-Abong,Bus,227,18160,4.5,0,0,0,119
2019,6,N3 Yaounde-Abong,Moto,265,26500,5.9,0,0,0,353
2019,6,N3 Yaounde-Abong,Train,197,11820,2.8,0,2,98,20
2019,6,N3 Yaounde-Abong,Avion,118,94400,0.2,0,0,0,27
2019,6,N4 Maroua-Kousseri,Camion,446,66900,11.2,0,1,45,8
2019,6,N4 Maroua-Kousseri,Taxi,193,57900,3.2,0,3,0,488
2019,6,N4 Maroua-Kousseri,Bus,431,34480,8.6,0,3,0,297
2019,6,N4 Maroua-Kousseri,Moto,452,45200,10.0,0,1,0,484
2019,6,N4 Maroua-Kousseri,Train,148,8880,2.1,0,2,14,40
2019,6,N4 Maroua-Kousseri,Avion,372,297600,0.7,0,0,0,19
2019,6,N5 Bafoussam-Douala,Camion,192,28800,4.8,0,3,78,35
2019,6,N5 Bafoussam-Douala,Taxi,257,77100,4.3,0,4,0,341
2019,6,N5 Bafoussam-Douala,Bus,393,31440,7.9,0,2,0,401
2019,6,N5 Bafoussam-Douala,Moto,159,15900,3.5,0,4,0,140
2019,6,N5 Bafoussam-Douala,Train,181,10860,2.6,1,1,99,5
2019,6,N5 Bafoussam-Douala,Avion,334,267200,0.7,0,0,0,6
2019,6,N6 Limbe-Kumba,Camion,252,37800,6.3,0,3,67,30
2019,6,N6 Limbe-Kumba,Taxi,458,137400,7.6,0,1,0,12
2019,6,N6 Limbe-Kumba,Bus,444,35520,8.9,0,2,0,263
2019,6,N6 Limbe-Kumba,Moto,366,36600,8.1,0,3,0,338
2019,6,N6 Limbe-Kumba,Train,321,19260,4.6,0,3,3,6
2019,6,N6 Limbe-Kumba,Avion,142,113600,0.3,0,0,0,47
2019,7,N1 Douala-Yaounde,Camion,381,57150,9.5,0,2,36,13
2019,7,N1 Douala-Yaounde,Taxi,210,63000,3.5,0,3,0,405
2019,7,N1 Douala-Yaounde,Bus,317,25360,6.3,0,2,0,66
2019,7,N1 Douala-Yaounde,Moto,327,32700,7.3,0,3,0,248
2019,7,N1 Douala-Yaounde,Train,106,6360,1.5,0,1,95,5
2019,7,N1 Douala-Yaounde,Avion,269,215200,0.5,0,0,0,14
2019,7,N2 Yaounde-Bamenda,Camion,416,62400,10.4,0,1,73,49
2019,7,N2 Yaounde-Bamenda,Taxi,114,34200,1.9,0,1,0,45
2019,7,N2 Yaounde-Bamenda,Bus,439,35120,8.8,0,1,0,340
2019,7,N2 Yaounde-Bamenda,Moto,363,36300,8.1,0,1,0,336
2019,7,N2 Yaounde-Bamenda,Train,399,23940,5.7,0,1,89,19
2019,7,N2 Yaounde-Bamenda,Avion,134,107200,0.3,0,0,0,9
2019,7,N3 Yaounde-Abong,Camion,429,64350,10.7,0,1,53,10
2019,7,N3 Yaounde-Abong,Taxi,236,70800,3.9,0,1,0,164
2019,7,N3 Yaounde-Abong,Bus,226,18080,4.5,1,2,0,170
2019,7,N3 Yaounde-Abong,Moto,430,43000,9.6,0,2,0,160
2019,7,N3 Yaounde-Abong,Train,336,20160,4.8,0,0,61,6
2019,7,N3 Yaounde-Abong,Avion,185,148000,0.4,0,0,0,4
2019,7,N4 Maroua-Kousseri,Camion,498,74700,12.4,0,2,9,10
2019,7,N4 Maroua-Kousseri,Taxi,141,42300,2.4,0,4,0,16
2019,7,N4 Maroua-Kousseri,Bus,491,39280,9.8,0,1,0,309
2019,7,N4 Maroua-Kousseri,Moto,388,38800,8.6,0,3,0,234
2019,7,N4 Maroua-Kousseri,Train,479,28740,6.8,0,1,53,4
2019,7,N4 Maroua-Kousseri,Avion,105,84000,0.2,0,0,0,45
2019,7,N5 Bafoussam-Douala,Camion,123,18450,3.1,0,3,31,9
2019,7,N5 Bafoussam-Douala,Taxi,456,136800,7.6,0,1,0,495
2019,7,N5 Bafoussam-Douala,Bus,490,39200,9.8,0,2,0,284
2019,7,N5 Bafoussam-Douala,Moto,235,23500,5.2,1,1,0,202
2019,7,N5 Bafoussam-Douala,Train,243,14580,3.5,0,6,26,30
2019,7,N5 Bafoussam-Douala,Avion,107,85600,0.2,0,0,0,12
2019,7,N6 Limbe-Kumba,Camion,307,46050,7.7,0,4,50,26
2019,7,N6 Limbe-Kumba,Taxi,195,58500,3.2,1,3,0,16
2019,7,N6 Limbe-Kumba,Bus,176,14080,3.5,0,1,0,106
2019,7,N6 Limbe-Kumba,Moto,107,10700,2.4,0,1,0,218
2019,7,N6 Limbe-Kumba,Train,422,25320,6.0,0,1,57,11
2019,7,N6 Limbe-Kumba,Avion,250,200000,0.5,0,0,0,29
2019,8,N1 Douala-Yaounde,Camion,288,43200,7.2,0,0,96,22
2019,8,N1 Douala-Yaounde,Taxi,433,129900,7.2,0,0,0,416
2019,8,N1 Douala-Yaounde,Bus,244,19520,4.9,0,2,0,269
2019,8,N1 Douala-Yaounde,Moto,215,21500,4.8,0,2,0,312
2019,8,N1 Douala-Yaounde,Train,419,25140,6.0,0,2,62,37
2019,8,N1 Douala-Yaounde,Avion,297,237600,0.6,0,0,0,11
2019,8,N2 Yaounde-Bamenda,Camion,281,42150,7.0,0,2,30,6
2019,8,N2 Yaounde-Bamenda,Taxi,164,49200,2.7,0,2,0,106
2019,8,N2 Yaounde-Bamenda,Bus,463,37040,9.3,0,2,0,410
2019,8,N2 Yaounde-Bamenda,Moto,444,44400,9.9,0,1,0,363
2019,8,N2 Yaounde-Bamenda,Train,134,8040,1.9,0,4,79,36
2019,8,N2 Yaounde-Bamenda,Avion,349,279200,0.7,0,0,0,2
2019,8,N3 Yaounde-Abong,Camion,215,32250,5.4,0,3,40,14
2019,8,N3 Yaounde-Abong,Taxi,403,120900,6.7,0,1,0,54
2019,8,N3 Yaounde-Abong,Bus,260,20800,5.2,0,3,0,290
2019,8,N3 Yaounde-Abong,Moto,100,10000,2.2,0,1,0,350
2019,8,N3 Yaounde-Abong,Train,498,29880,7.1,0,2,78,35
2019,8,N3 Yaounde-Abong,Avion,466,372800,0.9,0,0,0,27
2019,8,N4 Maroua-Kousseri,Camion,283,42450,7.1,0,1,29,34
2019,8,N4 Maroua-Kousseri,Taxi,305,91500,5.1,0,0,0,473
2019,8,N4 Maroua-Kousseri,Bus,412,32960,8.2,1,0,0,492
2019,8,N4 Maroua-Kousseri,Moto,318,31800,7.1,1,2,0,157
2019,8,N4 Maroua-Kousseri,Train,306,18360,4.4,0,1,78,16
2019,8,N4 Maroua-Kousseri,Avion,426,340800,0.9,0,0,0,21
2019,8,N5 Bafoussam-Douala,Camion,273,40950,6.8,0,1,70,8
2019,8,N5 Bafoussam-Douala,Taxi,371,111300,6.2,0,2,0,416
2019,8,N5 Bafoussam-Douala,Bus,403,32240,8.1,0,2,0,312
2019,8,N5 Bafoussam-Douala,Moto,370,37000,8.2,0,1,0,69
2019,8,N5 Bafoussam-Douala,Train,380,22800,5.4,0,2,71,15
2019,8,N5 Bafoussam-Douala,Avion,188,150400,0.4,0,0,0,39
2019,8,N6 Limbe-Kumba,Camion,309,46350,7.7,0,5,29,7
2019,8,N6 Limbe-Kumba,Taxi,177,53100,3.0,0,2,0,420
2019,8,N6 Limbe-Kumba,Bus,379,30320,7.6,0,5,0,97
2019,8,N6 Limbe-Kumba,Moto,373,37300,8.3,0,2,0,69
2019,8,N6 Limbe-Kumba,Train,438,26280,6.3,0,2,14,15
2019,8,N6 Limbe-Kumba,Avion,383,306400,0.8,0,0,0,31
2019,9,N1 Douala-Yaounde,Camion,417,62550,10.4,0,4,86,38
2019,9,N1 Douala-Yaounde,Taxi,271,81300,4.5,0,3,0,110
2019,9,N1 Douala-Yaounde,Bus,310,24800,6.2,0,1,0,392
2019,9,N1 Douala-Yaounde,Moto,389,38900,8.6,0,1,0,371
2019,9,N1 Douala-Yaounde,Train,178,10680,2.5,1,1,69,49
2019,9,N1 Douala-Yaounde,Avion,300,240000,0.6,0,0,0,31
2019,9,N2 Yaounde-Bamenda,Camion,216,32400,5.4,1,1,30,23
2019,9,N2 Yaounde-Bamenda,Taxi,242,72600,4.0,0,3,0,145
2019,9,N2 Yaounde-Bamenda,Bus,333,26640,6.7,0,1,0,125
2019,9,N2 Yaounde-Bamenda,Moto,314,31400,7.0,0,1,0,371
2019,9,N2 Yaounde-Bamenda,Train,497,29820,7.1,0,1,76,27
2019,9,N2 Yaounde-Bamenda,Avion,238,190400,0.5,0,0,0,25
2019,9,N3 Yaounde-Abong,Camion,297,44550,7.4,0,1,11,30
2019,9,N3 Yaounde-Abong,Taxi,420,126000,7.0,0,1,0,45
2019,9,N3 Yaounde-Abong,Bus,112,8960,2.2,0,0,0,158
2019,9,N3 Yaounde-Abong,Moto,191,19100,4.2,0,1,0,21
2019,9,N3 Yaounde-Abong,Train,356,21360,5.1,0,3,53,46
2019,9,N3 Yaounde-Abong,Avion,119,95200,0.2,0,0,0,25
2019,9,N4 Maroua-Kousseri,Camion,455,68250,11.4,0,3,26,11
2019,9,N4 Maroua-Kousseri,Taxi,427,128100,7.1,0,1,0,479
2019,9,N4 Maroua-Kousseri,Bus,150,12000,3.0,0,3,0,337
2019,9,N4 Maroua-Kousseri,Moto,394,39400,8.8,0,2,0,397
2019,9,N4 Maroua-Kousseri,Train,346,20760,4.9,0,3,79,39
2019,9,N4 Maroua-Kousseri,Avion,132,105600,0.3,1,0,0,13
2019,9,N5 Bafoussam-Douala,Camion,183,27450,4.6,0,7,86,25
2019,9,N5 Bafoussam-Douala,Taxi,159,47700,2.6,1,3,0,451
2019,9,N5 Bafoussam-Douala,Bus,246,19680,4.9,0,2,0,33
2019,9,N5 Bafoussam-Douala,Moto,285,28500,6.3,1,0,0,291
2019,9,N5 Bafoussam-Douala,Train,330,19800,4.7,0,2,22,3
2019,9,N5 Bafoussam-Douala,Avion,132,105600,0.3,0,0,0,43
2019,9,N6 Limbe-Kumba,Camion,287,43050,7.2,0,1,32,10
2019,9,N6 Limbe-Kumba,Taxi,370,111000,6.2,0,4,0,234
2019,9,N6 Limbe-Kumba,Bus,153,12240,3.1,0,5,0,346
2019,9,N6 Limbe-Kumba,Moto,350,35000,7.8,0,2,0,304
2019,9,N6 Limbe-Kumba,Train,275,16500,3.9,0,1,4,11
2019,9,N6 Limbe-Kumba,Avion,280,224000,0.6,1,0,0,39
2019,10,N1 Douala-Yaounde,Camion,352,52800,8.8,0,1,79,4
2019,10,N1 Douala-Yaounde,Taxi,281,84300,4.7,0,1,0,52
2019,10,N1 Douala-Yaounde,Bus,183,14640,3.7,0,0,0,467
2019,10,N1 Douala-Yaounde,Moto,478,47800,10.6,0,0,0,455
2019,10,N1 Douala-Yaounde,Train,345,20700,4.9,0,4,22,25
2019,10,N1 Douala-Yaounde,Avion,494,395200,1.0,0,0,0,44
2019,10,N2 Yaounde-Bamenda,Camion,253,37950,6.3,0,1,57,23
2019,10,N2 Yaounde-Bamenda,Taxi,356,106800,5.9,0,2,0,38
2019,10,N2 Yaounde-Bamenda,Bus,305,24400,6.1,0,4,0,121
2019,10,N2 Yaounde-Bamenda,Moto,428,42800,9.5,0,2,0,373
2019,10,N2 Yaounde-Bamenda,Train,488,29280,7.0,0,3,12,49
2019,10,N2 Yaounde-Bamenda,Avion,473,378400,0.9,0,0,0,35
2019,10,N3 Yaounde-Abong,Camion,215,32250,5.4,0,0,45,21
2019,10,N3 Yaounde-Abong,Taxi,416,124800,6.9,0,1,0,58
2019,10,N3 Yaounde-Abong,Bus,424,33920,8.5,0,3,0,31
2019,10,N3 Yaounde-Abong,Moto,496,49600,11.0,0,1,0,337
2019,10,N3 Yaounde-Abong,Train,284,17040,4.1,0,3,88,16
2019,10,N3 Yaounde-Abong,Avion,498,398400,1.0,1,0,0,5
2019,10,N4 Maroua-Kousseri,Camion,112,16800,2.8,0,1,50,37
2019,10,N4 Maroua-Kousseri,Taxi,303,90900,5.0,1,1,0,93
2019,10,N4 Maroua-Kousseri,Bus,273,21840,5.5,0,0,0,469
2019,10,N4 Maroua-Kousseri,Moto,438,43800,9.7,0,1,0,257
2019,10,N4 Maroua-Kousseri,Train,432,25920,6.2,0,0,3,20
2019,10,N4 Maroua-Kousseri,Avion,395,316000,0.8,0,0,0,10
2019,10,N5 Bafoussam-Douala,Camion,351,52650,8.8,0,4,47,14
2019,10,N5 Bafoussam-Douala,Taxi,165,49500,2.8,0,2,0,189
2019,10,N5 Bafoussam-Douala,Bus,232,18560,4.6,0,2,0,43
2019,10,N5 Bafoussam-Douala,Moto,187,18700,4.2,0,1,0,135
2019,10,N5 Bafoussam-Douala,Train,326,19560,4.7,1,1,39,49
2019,10,N5 Bafoussam-Douala,Avion,314,251200,0.6,0,0,0,24
2019,10,N6 Limbe-Kumba,Camion,164,24600,4.1,0,2,31,35
2019,10,N6 Limbe-Kumba,Taxi,128,38400,2.1,0,2,0,72
2019,10,N6 Limbe-Kumba,Bus,432,34560,8.6,0,3,0,253
2019,10,N6 Limbe-Kumba,Moto,249,24900,5.5,0,3,0,6
2019,10,N6 Limbe-Kumba,Train,263,15780,3.8,0,2,98,46
2019,10,N6 Limbe-Kumba,Avion,116,92800,0.2,0,0,0,16
2019,11,N1 Douala-Yaounde,Camion,207,31050,5.2,0,2,24,38
2019,11,N1 Douala-Yaounde,Taxi,484,145200,8.1,0,1,0,361
2019,11,N1 Douala-Yaounde,Bus,317,25360,6.3,0,1,0,121
2019,11,N1 Douala-Yaounde,Moto,421,42100,9.4,0,2,0,133
2019,11,N1 Douala-Yaounde,Train,396,23760,5.7,0,2,85,49
2019,11,N1 Douala-Yaounde,Avion,353,282400,0.7,0,0,0,24
2019,11,N2 Yaounde-Bamenda,Camion,268,40200,6.7,0,3,51,45
2019,11,N2 Yaounde-Bamenda,Taxi,115,34500,1.9,0,5,0,361
2019,11,N2 Yaounde-Bamenda,Bus,295,23600,5.9,0,3,0,245
2019,11,N2 Yaounde-Bamenda,Moto,433,43300,9.6,0,1,0,148
2019,11,N2 Yaounde-Bamenda,Train,300,18000,4.3,1,2,35,24
2019,11,N2 Yaounde-Bamenda,Avion,396,316800,0.8,0,0,0,42
2019,11,N3 Yaounde-Abong,Camion,153,22950,3.8,0,5,48,10
2019,11,N3 Yaounde-Abong,Taxi,101,30300,1.7,0,4,0,226
2019,11,N3 Yaounde-Abong,Bus,361,28880,7.2,0,2,0,43
2019,11,N3 Yaounde-Abong,Moto,412,41200,9.2,0,2,0,204
2019,11,N3 Yaounde-Abong,Train,240,14400,3.4,0,3,80,20
2019,11,N3 Yaounde-Abong,Avion,242,193600,0.5,0,0,0,10
2019,11,N4 Maroua-Kousseri,Camion,350,52500,8.8,0,3,25,10
2019,11,N4 Maroua-Kousseri,Taxi,182,54600,3.0,0,1,0,376
2019,11,N4 Maroua-Kousseri,Bus,471,37680,9.4,1,0,0,294
2019,11,N4 Maroua-Kousseri,Moto,260,26000,5.8,0,2,0,126
2019,11,N4 Maroua-Kousseri,Train,294,17640,4.2,0,1,15,12
2019,11,N4 Maroua-Kousseri,Avion,260,208000,0.5,0,0,0,37
2019,11,N5 Bafoussam-Douala,Camion,171,25650,4.3,0,0,2,47
2019,11,N5 Bafoussam-Douala,Taxi,437,131100,7.3,0,1,0,100
2019,11,N5 Bafoussam-Douala,Bus,374,29920,7.5,0,1,0,284
2019,11,N5 Bafoussam-Douala,Moto,241,24100,5.4,1,2,0,498
2019,11,N5 Bafoussam-Douala,Train,265,15900,3.8,0,4,90,45
2019,11,N5 Bafoussam-Douala,Avion,114,91200,0.2,0,0,0,24
2019,11,N6 Limbe-Kumba,Camion,483,72450,12.1,0,0,63,47
2019,11,N6 Limbe-Kumba,Taxi,245,73500,4.1,0,1,0,106
2019,11,N6 Limbe-Kumba,Bus,220,17600,4.4,0,0,0,7
2019,11,N6 Limbe-Kumba,Moto,455,45500,10.1,0,1,0,29
2019,11,N6 Limbe-Kumba,Train,265,15900,3.8,0,4,83,28
2019,11,N6 Limbe-Kumba,Avion,355,284000,0.7,0,0,0,13
2019,12,N1 Douala-Yaounde,Camion,478,71700,11.9,0,3,2,0
2019,12,N1 Douala-Yaounde,Taxi,140,42000,2.3,0,0,0,406
2019,12,N1 Douala-Yaounde,Bus,298,23840,6.0,0,0,0,13
2019,12,N1 Douala-Yaounde,Moto,413,41300,9.2,0,1,0,136
2019,12,N1 Douala-Yaounde,Train,194,11640,2.8,0,0,97,11
2019,12,N1 Douala-Yaounde,Avion,249,199200,0.5,2,0,0,44
2019,12,N2 Yaounde-Bamenda,Camion,269,40350,6.7,0,0,72,25
2019,12,N2 Yaounde-Bamenda,Taxi,225,67500,3.8,0,2,0,174
2019,12,N2 Yaounde-Bamenda,Bus,100,8000,2.0,0,2,0,231
2019,12,N2 Yaounde-Bamenda,Moto,242,24200,5.4,0,2,0,236
2019,12,N2 Yaounde-Bamenda,Train,333,19980,4.8,0,1,77,28
2019,12,N2 Yaounde-Bamenda,Avion,349,279200,0.7,0,0,0,17
2019,12,N3 Yaounde-Abong,Camion,207,31050,5.2,0,1,4,40
2019,12,N3 Yaounde-Abong,Taxi,383,114900,6.4,0,2,0,148
2019,12,N3 Yaounde-Abong,Bus,358,28640,7.2,0,3,0,227
2019,12,N3 Yaounde-Abong,Moto,487,48700,10.8,0,3,0,12
2019,12,N3 Yaounde-Abong,Train,389,23340,5.6,0,7,20,41
2019,12,N3 Yaounde-Abong,Avion,169,135200,0.3,0,0,0,2
2019,12,N4 Maroua-Kousseri,Camion,165,24750,4.1,0,2,5,12
2019,12,N4 Maroua-Kousseri,Taxi,120,36000,2.0,0,4,0,385
2019,12,N4 Maroua-Kousseri,Bus,254,20320,5.1,0,2,0,141
2019,12,N4 Maroua-Kousseri,Moto,471,47100,10.5,0,2,0,222
2019,12,N4 Maroua-Kousseri,Train,268,16080,3.8,0,0,37,27
2019,12,N4 Maroua-Kousseri,Avion,302,241600,0.6,0,0,0,4
2019,12,N5 Bafoussam-Douala,Camion,420,63000,10.5,0,3,9,10
2019,12,N5 Bafoussam-Douala,Taxi,446,133800,7.4,0,0,0,419
2019,12,N5 Bafoussam-Douala,Bus,463,37040,9.3,0,2,0,296
2019,12,N5 Bafoussam-Douala,Moto,351,35100,7.8,0,1,0,179
2019,12,N5 Bafoussam-Douala,Train,479,28740,6.8,0,4,83,13
2019,12,N5 Bafoussam-Douala,Avion,336,268800,0.7,0,0,0,6
2019,12,N6 Limbe-Kumba,Camion,172,25800,4.3,1,1,95,20
2019,12,N6 Limbe-Kumba,Taxi,391,117300,6.5,0,3,0,130
2019,12,N6 Limbe-Kumba,Bus,311,24880,6.2,0,1,0,66
2019,12,N6 Limbe-Kumba,Moto,489,48900,10.9,0,1,0,328
2019,12,N6 Limbe-Kumba,Train,150,9000,2.1,0,1,92,42
2019,12,N6 Limbe-Kumba,Avion,459,367200,0.9,0,0,0,42
2020,1,N1 Douala-Yaounde,Camion,370,55500,9.2,0,3,26,46
2020,1,N1 Douala-Yaounde,Taxi,373,111900,6.2,0,3,0,407
2020,1,N1 Douala-Yaounde,Bus,112,8960,2.2,0,2,0,126
2020,1,N1 Douala-Yaounde,Moto,408,40800,9.1,0,1,0,164
2020,1,N1 Douala-Yaounde,Train,142,8520,2.0,0,2,71,24
2020,1,N1 Douala-Yaounde,Avion,167,133600,0.3,1,0,0,14
2020,1,N2 Yaounde-Bamenda,Camion,421,63150,10.5,0,3,57,3
2020,1,N2 Yaounde-Bamenda,Taxi,330,99000,5.5,0,2,0,344
2020,1,N2 Yaounde-Bamenda,Bus,296,23680,5.9,0,2,0,364
2020,1,N2 Yaounde-Bamenda,Moto,424,42400,9.4,1,3,0,292
2020,1,N2 Yaounde-Bamenda,Train,174,10440,2.5,2,2,8,31
2020,1,N2 Yaounde-Bamenda,Avion,316,252800,0.6,1,0,0,25
2020,1,N3 Yaounde-Abong,Camion,396,59400,9.9,0,1,6,19
2020,1,N3 Yaounde-Abong,Taxi,446,133800,7.4,0,2,0,347
2020,1,N3 Yaounde-Abong,Bus,255,20400,5.1,0,3,0,141
2020,1,N3 Yaounde-Abong,Moto,344,34400,7.6,0,3,0,157
2020,1,N3 Yaounde-Abong,Train,320,19200,4.6,0,1,74,44
2020,1,N3 Yaounde-Abong,Avion,460,368000,0.9,0,0,0,35
2020,1,N4 Maroua-Kousseri,Camion,471,70650,11.8,0,2,66,40
2020,1,N4 Maroua-Kousseri,Taxi,323,96900,5.4,0,1,0,45
2020,1,N4 Maroua-Kousseri,Bus,162,12960,3.2,0,0,0,322
2020,1,N4 Maroua-Kousseri,Moto,160,16000,3.6,0,1,0,127
2020,1,N4 Maroua-Kousseri,Train,152,9120,2.2,0,4,4,36
2020,1,N4 Maroua-Kousseri,Avion,385,308000,0.8,0,0,0,39
2020,1,N5 Bafoussam-Douala,Camion,288,43200,7.2,0,4,45,0
2020,1,N5 Bafoussam-Douala,Taxi,446,133800,7.4,0,2,0,34
2020,1,N5 Bafoussam-Douala,Bus,115,9200,2.3,0,4,0,278
2020,1,N5 Bafoussam-Douala,Moto,261,26100,5.8,0,1,0,399
2020,1,N5 Bafoussam-Douala,Train,290,17400,4.1,0,2,21,49
2020,1,N5 Bafoussam-Douala,Avion,219,175200,0.4,0,0,0,20
2020,1,N6 Limbe-Kumba,Camion,256,38400,6.4,0,4,22,7
2020,1,N6 Limbe-Kumba,Taxi,327,98100,5.5,0,5,0,163
2020,1,N6 Limbe-Kumba,Bus,334,26720,6.7,1,3,0,299
2020,1,N6 Limbe-Kumba,Moto,480,48000,10.7,0,1,0,34
2020,1,N6 Limbe-Kumba,Train,135,8100,1.9,0,1,4,37
2020,1,N6 Limbe-Kumba,Avion,368,294400,0.7,0,0,0,17
2020,2,N1 Douala-Yaounde,Camion,105,15750,2.6,0,2,45,10
2020,2,N1 Douala-Yaounde,Taxi,298,89400,5.0,0,2,0,140
2020,2,N1 Douala-Yaounde,Bus,345,27600,6.9,1,2,0,267
2020,2,N1 Douala-Yaounde,Moto,107,10700,2.4,0,1,0,257
2020,2,N1 Douala-Yaounde,Train,176,10560,2.5,0,4,56,40
2020,2,N1 Douala-Yaounde,Avion,130,104000,0.3,0,0,0,15
2020,2,N2 Yaounde-Bamenda,Camion,353,52950,8.8,0,0,52,7
2020,2,N2 Yaounde-Bamenda,Taxi,493,147900,8.2,0,3,0,364
2020,2,N2 Yaounde-Bamenda,Bus,184,14720,3.7,1,0,0,36
2020,2,N2 Yaounde-Bamenda,Moto,117,11700,2.6,0,1,0,203
2020,2,N2 Yaounde-Bamenda,Train,426,25560,6.1,0,0,47,38
2020,2,N2 Yaounde-Bamenda,Avion,411,328800,0.8,0,0,0,32
2020,2,N3 Yaounde-Abong,Camion,281,42150,7.0,0,2,4,7
2020,2,N3 Yaounde-Abong,Taxi,499,149700,8.3,0,3,0,318
2020,2,N3 Yaounde-Abong,Bus,263,21040,5.3,0,1,0,78
2020,2,N3 Yaounde-Abong,Moto,266,26600,5.9,0,2,0,458
2020,2,N3 Yaounde-Abong,Train,199,11940,2.8,0,3,80,2
2020,2,N3 Yaounde-Abong,Avion,169,135200,0.3,0,0,0,34
2020,2,N4 Maroua-Kousseri,Camion,200,30000,5.0,0,3,99,7
2020,2,N4 Maroua-Kousseri,Taxi,241,72300,4.0,0,0,0,392
2020,2,N4 Maroua-Kousseri,Bus,419,33520,8.4,0,1,0,42
2020,2,N4 Maroua-Kousseri,Moto,226,22600,5.0,0,1,0,60
2020,2,N4 Maroua-Kousseri,Train,221,13260,3.2,0,2,10,17
2020,2,N4 Maroua-Kousseri,Avion,389,311200,0.8,0,0,0,29
2020,2,N5 Bafoussam-Douala,Camion,327,49050,8.2,0,4,76,26
2020,2,N5 Bafoussam-Douala,Taxi,424,127200,7.1,0,4,0,428
2020,2,N5 Bafoussam-Douala,Bus,328,26240,6.6,0,1,0,66
2020,2,N5 Bafoussam-Douala,Moto,298,29800,6.6,0,3,0,327
2020,2,N5 Bafoussam-Douala,Train,153,9180,2.2,0,2,97,8
2020,2,N5 Bafoussam-Douala,Avion,353,282400,0.7,0,0,0,34
2020,2,N6 Limbe-Kumba,Camion,408,61200,10.2,0,3,50,6
2020,2,N6 Limbe-Kumba,Taxi,102,30600,1.7,0,1,0,288
2020,2,N6 Limbe-Kumba,Bus,302,24160,6.0,0,0,0,242
2020,2,N6 Limbe-Kumba,Moto,370,37000,8.2,0,2,0,59
2020,2,N6 Limbe-Kumba,Train,306,18360,4.4,0,4,76,28
2020,2,N6 Limbe-Kumba,Avion,327,261600,0.7,0,0,0,31
