region,annee,mois,type_crime,cas_signales,cas_elucides,personnes_arretees
Littoral,2023,2,Fraude,11,3,5
Littoral,2023,3,Vol,94,45,41
Littoral,2023,3,Agression,48,16,20
Littoral,2023,3,Cambriolage,30,12,7
Littoral,2023,3,Homicide,3,0,1
Littoral,2023,3,Cybercriminalite,7,3,2
Littoral,2023,3,Fraude,17,10,6
Littoral,2023,4,Vol,86,48,29
Littoral,2023,4,Agression,42,18,17
Littoral,2023,4,Cambriolage,23,10,6
Littoral,2023,4,Homicide,3,1,1
Littoral,2023,4,Cybercriminalite,6,1,2
Littoral,2023,4,Fraude,12,5,4
Littoral,2023,5,Vol,81,36,18
Littoral,2023,5,Agression,40,20,12
Littoral,2023,5,Cambriolage,28,12,7
Littoral,2023,5,Homicide,3,0,1
Littoral,2023,5,Cybercriminalite,5,2,1
Littoral,2023,5,Fraude,16,8,3
Littoral,2023,6,Vol,67,38,26
Littoral,2023,6,Agression,55,28,13
Littoral,2023,6,Cambriolage,32,14,7
Littoral,2023,6,Homicide,2,0,0
Littoral,2023,6,Cybercriminalite,8,3,2
Littoral,2023,6,Fraude,13,4,5
Littoral,2023,7,Vol,59,18,19
Littoral,2023,7,Agression,33,16,16
Littoral,2023,7,Cambriolage,33,16,15
Littoral,2023,7,Homicide,2,1,0
Littoral,2023,7,Cybercriminalite,8,3,3
Littoral,2023,7,Fraude,14,4,5
Littoral,2023,8,Vol,88,41,43
Littoral,2023,8,Agression,40,18,13
Littoral,2023,8,Cambriolage,27,16,6
Littoral,2023,8,Homicide,2,0,0
Littoral,2023,8,Cybercriminalite,5,2,2
Littoral,2023,8,Fraude,12,6,2
Littoral,2023,9,Vol,57,30,24
Littoral,2023,9,Agression,42,18,10
Littoral,2023,9,Cambriolage,24,9,11
Littoral,2023,9,Homicide,3,1,0
Littoral,2023,9,Cybercriminalite,8,2,1
Littoral,2023,9,Fraude,18,10,6
Littoral,2023,10,Vol,95,41,46
Littoral,2023,10,Agression,52,23,16
Littoral,2023,10,Cambriolage,26,8,11
Littoral,2023,10,Homicide,2,0,0
Littoral,2023,10,Cybercriminalite,7,3,1
Littoral,2023,10,Fraude,10,3,2
Littoral,2023,11,Vol,77,38,19
Littoral,2023,11,Agression,43,19,20
Littoral,2023,11,Cambriolage,28,15,9
Littoral,2023,11,Homicide,3,1,0
Littoral,2023,11,Cybercriminalite,6,1,2
Littoral,2023,11,Fraude,11,5,4
Littoral,2023,12,Vol,83,31,22
Littoral,2023,12,Agression,34,18,8
Littoral,2023,12,Cambriolage,27,10,12
Littoral,2023,12,Homicide,3,1,0
Littoral,2023,12,Cybercriminalite,8,3,1
Littoral,2023,12,Fraude,18,10,8
Nord,2015,1,Vol,38,14,10
Nord,2015,1,Agression,37,13,16
Nord,2015,1,Cambriolage,15,5,5
Nord,2015,1,Homicide,1,0,0
Nord,2015,1,Cybercriminalite,5,2,2
Nord,2015,1,Fraude,7,3,1
Nord,2015,2,Vol,38,15,14
Nord,2015,2,Agression,21,8,9
Nord,2015,2,Cambriolage,23,7,11
Nord,2015,2,Homicide,2,0,0
Nord,2015,2,Cybercriminalite,4,2,1
Nord,2015,2,Fraude,10,3,2
Nord,2015,3,Vol,61,33,19
Nord,2015,3,Agression,29,11,10
Nord,2015,3,Cambriolage,24,10,6
Nord,2015,3,Homicide,2,1,0
Nord,2015,3,Cybercriminalite,4,2,1
Nord,2015,3,Fraude,10,4,3
Nord,2015,4,Vol,39,19,16
Nord,2015,4,Agression,26,7,10
Nord,2015,4,Cambriolage,20,7,7
Nord,2015,4,Homicide,2,1,0
Nord,2015,4,Cybercriminalite,6,2,1
Nord,2015,4,Fraude,12,6,5
Nord,2015,5,Vol,57,31,17
Nord,2015,5,Agression,25,13,11
Nord,2015,5,Cambriolage,14,5,3
Nord,2015,5,Homicide,2,0,0
Nord,2015,5,Cybercriminalite,4,1,0
Nord,2015,5,Fraude,10,3,2
Nord,2015,6,Vol,49,21,10
Nord,2015,6,Agression,27,11,9
Nord,2015,6,Cambriolage,15,4,6
Nord,2015,6,Homicide,2,1,0
Nord,2015,6,Cybercriminalite,5,1,1
Nord,2015,6,Fraude,10,3,3
Nord,2015,7,Vol,50,26,23
Nord,2015,7,Agression,36,17,7
Nord,2015,7,Cambriolage,19,7,8
Nord,2015,7,Homicide,1,0,0
Nord,2015,7,Cybercriminalite,6,2,1
Nord,2015,7,Fraude,8,2,3
Nord,2015,8,Vol,57,21,22
Nord,2015,8,Agression,32,11,7
Nord,2015,8,Cambriolage,15,8,3
Nord,2015,8,Homicide,2,0,0
Nord,2015,8,Cybercriminalite,5,1,1
Nord,2015,8,Fraude,7,2,1
Nord,2015,9,Vol,51,29,24
Nord,2015,9,Agression,35,15,16
Nord,2015,9,Cambriolage,24,11,8
Nord,2015,9,Homicide,1,0,0
Nord,2015,9,Cybercriminalite,6,2,2
Nord,2015,9,Fraude,11,6,5
Nord,2015,10,Vol,56,19,24
Nord,2015,10,Agression,24,12,5
Nord,2015,10,Cambriolage,24,9,9
Nord,2015,10,Homicide,2,1,0
Nord,2015,10,Cybercriminalite,6,2,1
Nord,2015,10,Fraude,10,3,4
Nord,2015,11,Vol,45,26,18
Nord,2015,11,Agression,29,13,9
Nord,2015,11,Cambriolage,14,5,3
Nord,2015,11,Homicide,1,0,0
Nord,2015,11,Cybercriminalite,4,1,1
Nord,2015,11,Fraude,8,4,2
Nord,2015,12,Vol,38,16,12
Nord,2015,12,Agression,35,17,16
Nord,2015,12,Cambriolage,21,8,6
Nord,2015,12,Homicide,1,0,0
Nord,2015,12,Cybercriminalite,3,1,0
Nord,2015,12,Fraude,7,2,1
Nord,2016,1,Vol,52,20,12
Nord,2016,1,Agression,32,15,12
Nord,2016,1,Cambriolage,20,11,5
Nord,2016,1,Homicide,2,1,0
Nord,2016,1,Cybercriminalite,5,2,1
Nord,2016,1,Fraude,9,5,2
Nord,2016,2,Vol,41,20,17
Nord,2016,2,Agression,24,11,11
Nord,2016,2,Cambriolage,25,11,10
Nord,2016,2,Homicide,1,0,0
Nord,2016,2,Cybercriminalite,4,1,1
Nord,2016,2,Fraude,11,6,2
Nord,2016,3,Vol,48,21,17
Nord,2016,3,Agression,24,9,5
Nord,2016,3,Cambriolage,18,10,5
Nord,2016,3,Homicide,1,0,0
Nord,2016,3,Cybercriminalite,4,2,1
Nord,2016,3,Fraude,12,5,5
Nord,2016,4,Vol,61,27,15
Nord,2016,4,Agression,36,13,14
Nord,2016,4,Cambriolage,24,7,6
Nord,2016,4,Homicide,1,0,0
Nord,2016,4,Cybercriminalite,4,2,1
Nord,2016,4,Fraude,12,4,2
Nord,2016,5,Vol,60,26,29
Nord,2016,5,Agression,33,15,13
Nord,2016,5,Cambriolage,25,12,8
Nord,2016,5,Homicide,1,0,0
Nord,2016,5,Cybercriminalite,5,2,1
Nord,2016,5,Fraude,7,3,3
Nord,2016,6,Vol,49,14,24
Nord,2016,6,Agression,29,9,10
Nord,2016,6,Cambriolage,18,10,8
Nord,2016,6,Homicide,2,1,0
Nord,2016,6,Cybercriminalite,3,1,0
Nord,2016,6,Fraude,11,6,4
Nord,2016,7,Vol,37,13,10
Nord,2016,7,Agression,30,11,14
Nord,2016,7,Cambriolage,25,7,6
Nord,2016,7,Homicide,2,0,0
Nord,2016,7,Cybercriminalite,5,2,1
Nord,2016,7,Fraude,12,5,4
Nord,2016,8,Vol,38,19,14
Nord,2016,8,Agression,29,17,11
Nord,2016,8,Cambriolage,17,9,6
Nord,2016,8,Homicide,2,1,0
Nord,2016,8,Cybercriminalite,3,1,0
Nord,2016,8,Fraude,10,3,2
Nord,2016,9,Vol,54,16,23
Nord,2016,9,Agression,36,13,13
Nord,2016,9,Cambriolage,14,6,5
Nord,2016,9,Homicide,2,0,0
Nord,2016,9,Cybercriminalite,4,1,1
Nord,2016,9,Fraude,8,3,3
Nord,2016,10,Vol,53,19,20
Nord,2016,10,Agression,26,14,11
Nord,2016,10,Cambriolage,15,6,5
Nord,2016,10,Homicide,2,0,0
Nord,2016,10,Cybercriminalite,4,1,1
Nord,2016,10,Fraude,11,5,3
Nord,2016,11,Vol,61,34,15
Nord,2016,11,Agression,38,18,15
Nord,2016,11,Cambriolage,23,10,7
Nord,2016,11,Homicide,1,0,0
Nord,2016,11,Cybercriminalite,5,2,1
Nord,2016,11,Fraude,9,3,4
Nord,2016,12,Vol,40,12,17
Nord,2016,12,Agression,32,19,7
Nord,2016,12,Cambriolage,14,6,6
Nord,2016,12,Homicide,2,1,0
Nord,2016,12,Cybercriminalite,5,1,2
Nord,2016,12,Fraude,10,3,3
Nord,2017,1,Vol,58,31,15
Nord,2017,1,Agression,29,12,12
Nord,2017,1,Cambriolage,22,6,8
Nord,2017,1,Homicide,2,0,0
Nord,2017,1,Cybercriminalite,6,2,2
Nord,2017,1,Fraude,7,4,3
Nord,2017,2,Vol,39,18,18
Nord,2017,2,Agression,31,17,14
Nord,2017,2,Cambriolage,23,9,10
Nord,2017,2,Homicide,1,0,0
Nord,2017,2,Cybercriminalite,3,1,1
Nord,2017,2,Fraude,8,4,1
Nord,2017,3,Vol,62,35,29
Nord,2017,3,Agression,27,11,6
Nord,2017,3,Cambriolage,25,12,6
Nord,2017,3,Homicide,2,0,0
Nord,2017,3,Cybercriminalite,5,2,1
Nord,2017,3,Fraude,12,4,5
Nord,2017,4,Vol,42,17,14
Nord,2017,4,Agression,37,15,14
Nord,2017,4,Cambriolage,18,9,7
Nord,2017,4,Homicide,1,0,0
Nord,2017,4,Cybercriminalite,5,2,2
Nord,2017,4,Fraude,9,3,4
Nord,2017,5,Vol,59,26,12
Nord,2017,5,Agression,27,15,5
Nord,2017,5,Cambriolage,15,6,3
Nord,2017,5,Homicide,1,0,0
Nord,2017,5,Cybercriminalite,4,1,1
Nord,2017,5,Fraude,8,2,1
Nord,2017,6,Vol,64,25,18
Nord,2017,6,Agression,21,7,7
Nord,2017,6,Cambriolage,14,6,2
Nord,2017,6,Homicide,2,0,0
Nord,2017,6,Cybercriminalite,4,2,0
Nord,2017,6,Fraude,9,4,1
Nord,2017,7,Vol,44,22,11
Nord,2017,7,Agression,27,14,11
Nord,2017,7,Cambriolage,23,12,9
Nord,2017,7,Homicide,1,0,0
Nord,2017,7,Cybercriminalite,4,2,0
Nord,2017,7,Fraude,9,5,3
Nord,2017,8,Vol,38,12,14
Nord,2017,8,Agression,32,16,13
Nord,2017,8,Cambriolage,22,6,7
Nord,2017,8,Homicide,2,0,0
Nord,2017,8,Cybercriminalite,6,3,2
Nord,2017,8,Fraude,11,3,3
Nord,2017,9,Vol,35,17,10
Nord,2017,9,Agression,23,13,11
Nord,2017,9,Cambriolage,24,12,10
Nord,2017,9,Homicide,1,0,0
Nord,2017,9,Cybercriminalite,4,1,1
Nord,2017,9,Fraude,8,3,2
Nord,2017,10,Vol,49,26,14
Nord,2017,10,Agression,32,13,8
Nord,2017,10,Cambriolage,16,6,4
Nord,2017,10,Homicide,1,0,0
Nord,2017,10,Cybercriminalite,6,2,2
Nord,2017,10,Fraude,11,4,5
Nord,2017,11,Vol,41,21,17
Nord,2017,11,Agression,22,12,7
Nord,2017,11,Cambriolage,14,6,5
Nord,2017,11,Homicide,1,0,0
Nord,2017,11,Cybercriminalite,4,2,1
Nord,2017,11,Fraude,12,7,3
Nord,2017,12,Vol,48,21,11
Nord,2017,12,Agression,35,17,12
Nord,2017,12,Cambriolage,21,6,5
Nord,2017,12,Homicide,2,0,0
Nord,2017,12,Cybercriminalite,5,1,1
Nord,2017,12,Fraude,8,2,3
Nord,2018,1,Vol,57,32,22
Nord,2018,1,Agression,27,8,9
Nord,2018,1,Cambriolage,24,14,7
Nord,2018,1,Homicide,2,0,0
Nord,2018,1,Cybercriminalite,5,1,1
Nord,2018,1,Fraude,11,3,4
Nord,2018,2,Vol,38,11,14
Nord,2018,2,Agression,24,12,4
Nord,2018,2,Cambriolage,14,5,3
Nord,2018,2,Homicide,2,0,0
Nord,2018,2,Cybercriminalite,5,2,1
Nord,2018,2,Fraude,12,5,2
Nord,2018,3,Vol,46,23,13
Nord,2018,3,Agression,21,6,8
Nord,2018,3,Cambriolage,17,6,8
Nord,2018,3,Homicide,1,0,0
Nord,2018,3,Cybercriminalite,5,1,2
Nord,2018,3,Fraude,12,4,4
Nord,2018,4,Vol,44,15,19
Nord,2018,4,Agression,37,21,18
Nord,2018,4,Cambriolage,15,7,4
Nord,2018,4,Homicide,1,0,0
Nord,2018,4,Cybercriminalite,4,1,0
Nord,2018,4,Fraude,9,4,2
Nord,2018,5,Vol,50,15,18
Nord,2018,5,Agression,26,15,9
Nord,2018,5,Cambriolage,14,4,4
Nord,2018,5,Homicide,1,0,0
Nord,2018,5,Cybercriminalite,4,1,1
Nord,2018,5,Fraude,10,3,2
Nord,2018,6,Vol,36,13,16
Nord,2018,6,Agression,36,12,14
Nord,2018,6,Cambriolage,16,6,5
Nord,2018,6,Homicide,2,0,0
Nord,2018,6,Cybercriminalite,5,2,2
Nord,2018,6,Fraude,10,5,2
Nord,2018,7,Vol,51,24,21
Nord,2018,7,Agression,21,6,9
Nord,2018,7,Cambriolage,16,6,4
Nord,2018,7,Homicide,1,0,0
Nord,2018,7,Cybercriminalite,5,1,1
Nord,2018,7,Fraude,11,3,3
Nord,2018,8,Vol,57,31,11
Nord,2018,8,Agression,28,10,10
Nord,2018,8,Cambriolage,16,7,7
Nord,2018,8,Homicide,2,0,0
Nord,2018,8,Cybercriminalite,4,2,1
Nord,2018,8,Fraude,8,3,1
Nord,2018,9,Vol,36,11,17
Nord,2018,9,Agression,24,14,7
Nord,2018,9,Cambriolage,24,9,8
Nord,2018,9,Homicide,2,0,0
Nord,2018,9,Cybercriminalite,3,1,0
Nord,2018,9,Fraude,8,2,3
Nord,2018,10,Vol,51,28,17
Nord,2018,10,Agression,34,15,16
Nord,2018,10,Cambriolage,23,11,10
Nord,2018,10,Homicide,2,1,0
Nord,2018,10,Cybercriminalite,5,2,2
Nord,2018,10,Fraude,11,5,4
Nord,2018,11,Vol,50,17,24
Nord,2018,11,Agression,35,12,7
Nord,2018,11,Cambriolage,19,10,7
Nord,2018,11,Homicide,2,0,0
Nord,2018,11,Cybercriminalite,4,1,1
Nord,2018,11,Fraude,11,5,3
Nord,2018,12,Vol,57,19,18
Nord,2018,12,Agression,34,15,7
Nord,2018,12,Cambriolage,23,11,6
Nord,2018,12,Homicide,1,0,0
Nord,2018,12,Cybercriminalite,4,2,1
Nord,2018,12,Fraude,12,3,5
Nord,2019,1,Vol,53,31,15
Nord,2019,1,Agression,38,12,8
Nord,2019,1,Cambriolage,21,7,10
Nord,2019,1,Homicide,2,0,0
Nord,2019,1,Cybercriminalite,5,2,1
Nord,2019,1,Fraude,7,2,2
Nord,2019,2,Vol,53,25,17
Nord,2019,2,Agression,33,19,14
Nord,2019,2,Cambriolage,21,8,6
Nord,2019,2,Homicide,1,0,0
Nord,2019,2,Cybercriminalite,4,1,0
Nord,2019,2,Fraude,9,5,3
Nord,2019,3,Vol,61,30,22
Nord,2019,3,Agression,24,7,4
Nord,2019,3,Cambriolage,22,7,4
Nord,2019,3,Homicide,2,1,0
Nord,2019,3,Cybercriminalite,4,2,1
Nord,2019,3,Fraude,9,3,2
Nord,2019,4,Vol,38,13,7
Nord,2019,4,Agression,38,21,17
Nord,2019,4,Cambriolage,21,10,9
Nord,2019,4,Homicide,2,0,0
Nord,2019,4,Cybercriminalite,4,2,0
Nord,2019,4,Fraude,8,2,1
Nord,2019,5,Vol,62,31,22
Nord,2019,5,Agression,33,15,15
Nord,2019,5,Cambriolage,18,6,3
Nord,2019,5,Homicide,1,0,0
Nord,2019,5,Cybercriminalite,6,3,1
Nord,2019,5,Fraude,8,4,3
Nord,2019,6,Vol,38,20,12
Nord,2019,6,Agression,29,15,12
Nord,2019,6,Cambriolage,16,8,7
Nord,2019,6,Homicide,2,0,0
Nord,2019,6,Cybercriminalite,5,1,1
Nord,2019,6,Fraude,8,3,2
Nord,2019,7,Vol,47,18,22
Nord,2019,7,Agression,32,15,13
Nord,2019,7,Cambriolage,16,4,7
Nord,2019,7,Homicide,1,0,0
Nord,2019,7,Cybercriminalite,5,1,2
Nord,2019,7,Fraude,10,4,3
Nord,2019,8,Vol,42,13,15
Nord,2019,8,Agression,35,17,7
Nord,2019,8,Cambriolage,22,11,5
Nord,2019,8,Homicide,2,1,0
Nord,2019,8,Cybercriminalite,5,1,1
Nord,2019,8,Fraude,12,4,5
Nord,2019,9,Vol,43,23,12
Nord,2019,9,Agression,26,8,5
Nord,2019,9,Cambriolage,21,8,5
Nord,2019,9,Homicide,1,0,0
Nord,2019,9,Cybercriminalite,4,1,0
Nord,2019,9,Fraude,7,2,2
Nord,2019,10,Vol,38,14,17
Nord,2019,10,Agression,31,17,14
Nord,2019,10,Cambriolage,20,10,6
Nord,2019,10,Homicide,2,1,0
Nord,2019,10,Cybercriminalite,4,2,1
Nord,2019,10,Fraude,8,3,3
Nord,2019,11,Vol,38,16,8
Nord,2019,11,Agression,28,16,9
Nord,2019,11,Cambriolage,24,11,6
Nord,2019,11,Homicide,2,1,0
Nord,2019,11,Cybercriminalite,4,1,1
Nord,2019,11,Fraude,9,4,2
Nord,2019,12,Vol,46,14,12
Nord,2019,12,Agression,36,13,13
Nord,2019,12,Cambriolage,20,11,7
Nord,2019,12,Homicide,1,0,0
Nord,2019,12,Cybercriminalite,6,2,1
Nord,2019,12,Fraude,9,5,3
Nord,2020,1,Vol,59,23,28
Nord,2020,1,Agression,34,13,11
Nord,2020,1,Cambriolage,20,9,8
Nord,2020,1,Homicide,1,0,0
Nord,2020,1,Cybercriminalite,6,3,2
Nord,2020,1,Fraude,7,3,1
Nord,2020,2,Vol,62,24,25
Nord,2020,2,Agression,27,15,9
Nord,2020,2,Cambriolage,24,10,7
Nord,2020,2,Homicide,1,0,0
Nord,2020,2,Cybercriminalite,5,1,2
Nord,2020,2,Fraude,7,2,1
Nord,2020,3,Vol,38,19,15
Nord,2020,3,Agression,21,10,7
Nord,2020,3,Cambriolage,17,9,8
Nord,2020,3,Homicide,1,0,0
Nord,2020,3,Cybercriminalite,6,1,2
Nord,2020,3,Fraude,9,3,2
Nord,2020,4,Vol,40,12,17
Nord,2020,4,Agression,36,15,8
Nord,2020,4,Cambriolage,17,8,8
Nord,2020,4,Homicide,2,0,0
Nord,2020,4,Cybercriminalite,5,1,1
Nord,2020,4,Fraude,8,3,3
Nord,2020,5,Vol,36,16,16
Nord,2020,5,Agression,25,11,7
Nord,2020,5,Cambriolage,25,13,5
Nord,2020,5,Homicide,1,0,0
Nord,2020,5,Cybercriminalite,5,2,1
Nord,2020,5,Fraude,7,3,2
Nord,2020,6,Vol,45,20,16
Nord,2020,6,Agression,31,12,8
Nord,2020,6,Cambriolage,17,9,5
Nord,2020,6,Homicide,1,0,0
Nord,2020,6,Cybercriminalite,4,1,1
Nord,2020,6,Fraude,7,2,1
Nord,2020,7,Vol,56,29,16
Nord,2020,7,Agression,34,14,9
Nord,2020,7,Cambriolage,25,12,6
Nord,2020,7,Homicide,1,0,0
Nord,2020,7,Cybercriminalite,5,2,2
Nord,2020,7,Fraude,7,3,2
Nord,2020,8,Vol,39,15,8
Nord,2020,8,Agression,37,14,17
Nord,2020,8,Cambriolage,14,6,4
Nord,2020,8,Homicide,1,0,0
Nord,2020,8,Cybercriminalite,4,1,1
Nord,2020,8,Fraude,12,4,5
Nord,2020,9,Vol,48,28,14
Nord,2020,9,Agression,30,9,7
Nord,2020,9,Cambriolage,14,5,5
Nord,2020,9,Homicide,1,0,0
Nord,2020,9,Cybercriminalite,4,2,1
Nord,2020,9,Fraude,12,4,4
Nord,2020,10,Vol,44,18,11
Nord,2020,10,Agression,26,8,9
Nord,2020,10,Cambriolage,21,11,9
Nord,2020,10,Homicide,1,0,0
Nord,2020,10,Cybercriminalite,4,1,1
Nord,2020,10,Fraude,10,4,3
Nord,2020,11,Vol,63,34,20
Nord,2020,11,Agression,23,11,7
Nord,2020,11,Cambriolage,20,11,9
Nord,2020,11,Homicide,1,0,0
Nord,2020,11,Cybercriminalite,3,1,1
Nord,2020,11,Fraude,9,4,1
Nord,2020,12,Vol,49,20,17
Nord,2020,12,Agression,35,16,8
Nord,2020,12,Cambriolage,18,8,6
Nord,2020,12,Homicide,1,0,0
Nord,2020,12,Cybercriminalite,3,1,1
Nord,2020,12,Fraude,12,6,4
Nord,2021,1,Vol,63,23,19
Nord,2021,1,Agression,24,13,9
Nord,2021,1,Cambriolage,16,7,5
Nord,2021,1,Homicide,2,1,0
Nord,2021,1,Cybercriminalite,4,1,1
Nord,2021,1,Fraude,9,5,4
Nord,2021,2,Vol,52,16,25
Nord,2021,2,Agression,22,9,5
Nord,2021,2,Cambriolage,24,13,9
Nord,2021,2,Homicide,1,0,0
Nord,2021,2,Cybercriminalite,4,1,1
Nord,2021,2,Fraude,9,4,2
Nord,2021,3,Vol,57,27,19
Nord,2021,3,Agression,21,11,7
Nord,2021,3,Cambriolage,25,8,6
Nord,2021,3,Homicide,2,1,0
Nord,2021,3,Cybercriminalite,5,1,2
Nord,2021,3,Fraude,10,3,4
Nord,2021,4,Vol,49,26,22
Nord,2021,4,Agression,32,12,13
Nord,2021,4,Cambriolage,21,9,7
Nord,2021,4,Homicide,2,1,0
Nord,2021,4,Cybercriminalite,4,1,1
Nord,2021,4,Fraude,9,2,2
Nord,2021,5,Vol,44,22,16
Nord,2021,5,Agression,37,13,8
Nord,2021,5,Cambriolage,16,7,6
Nord,2021,5,Homicide,1,0,0
Nord,2021,5,Cybercriminalite,5,1,1
Nord,2021,5,Fraude,10,3,4
Nord,2021,6,Vol,35,10,13
Nord,2021,6,Agression,31,17,12
Nord,2021,6,Cambriolage,21,10,4
Nord,2021,6,Homicide,2,0,0
Nord,2021,6,Cybercriminalite,4,1,1
Nord,2021,6,Fraude,9,4,4
Nord,2021,7,Vol,38,12,12
Nord,2021,7,Agression,33,11,15
Nord,2021,7,Cambriolage,21,12,7
Nord,2021,7,Homicide,1,0,0
Nord,2021,7,Cybercriminalite,4,2,1
Nord,2021,7,Fraude,10,5,4
Nord,2021,8,Vol,56,31,21
Nord,2021,8,Agression,21,6,9
Nord,2021,8,Cambriolage,14,8,3
Nord,2021,8,Homicide,1,0,0
Nord,2021,8,Cybercriminalite,5,1,1
Nord,2021,8,Fraude,12,6,3
Nord,2021,9,Vol,47,15,12
Nord,2021,9,Agression,34,20,10
Nord,2021,9,Cambriolage,17,8,5
Nord,2021,9,Homicide,2,0,0
Nord,2021,9,Cybercriminalite,3,0,1
Nord,2021,9,Fraude,12,4,2
Nord,2021,10,Vol,59,30,19
Nord,2021,10,Agression,37,16,7
Nord,2021,10,Cambriolage,18,5,7
Nord,2021,10,Homicide,1,0,0
Nord,2021,10,Cybercriminalite,5,1,1
Nord,2021,10,Fraude,11,4,3
Nord,2021,11,Vol,53,23,11
Nord,2021,11,Agression,22,9,4
Nord,2021,11,Cambriolage,25,7,7
Nord,2021,11,Homicide,1,0,0
Nord,2021,11,Cybercriminalite,5,1,1
Nord,2021,11,Fraude,7,2,2
Nord,2021,12,Vol,45,22,21
Nord,2021,12,Agression,23,7,5
Nord,2021,12,Cambriolage,23,11,5
Nord,2021,12,Homicide,2,0,0
Nord,2021,12,Cybercriminalite,4,2,1
Nord,2021,12,Fraude,12,6,3
Nord,2022,1,Vol,35,13,11
Nord,2022,1,Agression,35,18,10
Nord,2022,1,Cambriolage,25,11,10
Nord,2022,1,Homicide,1,0,0
Nord,2022,1,Cybercriminalite,5,2,1
Nord,2022,1,Fraude,7,3,1
Nord,2022,2,Vol,44,15,18
Nord,2022,2,Agression,21,8,6
Nord,2022,2,Cambriolage,17,7,4
Nord,2022,2,Homicide,1,0,0
Nord,2022,2,Cybercriminalite,4,1,0
Nord,2022,2,Fraude,10,5,2
Nord,2022,3,Vol,42,21,13
Nord,2022,3,Agression,29,15,6
Nord,2022,3,Cambriolage,19,9,8
Nord,2022,3,Homicide,2,0,0
Nord,2022,3,Cybercriminalite,4,1,1
Nord,2022,3,Fraude,9,4,2
Nord,2022,4,Vol,61,33,20
Nord,2022,4,Agression,21,7,10
Nord,2022,4,Cambriolage,14,6,4
Nord,2022,4,Homicide,1,0,0
Nord,2022,4,Cybercriminalite,4,1,1
Nord,2022,4,Fraude,8,2,3
Nord,2022,5,Vol,61,21,13
Nord,2022,5,Agression,31,17,7
Nord,2022,5,Cambriolage,20,11,7
Nord,2022,5,Homicide,1,0,0
Nord,2022,5,Cybercriminalite,4,2,1
Nord,2022,5,Fraude,10,4,3
Nord,2022,6,Vol,48,26,23
Nord,2022,6,Agression,25,9,9
Nord,2022,6,Cambriolage,17,8,5
Nord,2022,6,Homicide,1,0,0
Nord,2022,6,Cybercriminalite,4,2,1
Nord,2022,6,Fraude,12,5,3
Nord,2022,7,Vol,42,22,19
Nord,2022,7,Agression,21,10,9
Nord,2022,7,Cambriolage,15,7,4
Nord,2022,7,Homicide,1,0,0
Nord,2022,7,Cybercriminalite,5,2,2
Nord,2022,7,Fraude,8,3,2
Nord,2022,8,Vol,53,21,25
Nord,2022,8,Agression,31,13,10
Nord,2022,8,Cambriolage,21,6,9
Nord,2022,8,Homicide,1,0,0
Nord,2022,8,Cybercriminalite,3,1,1
Nord,2022,8,Fraude,8,3,3
Nord,2022,9,Vol,39,14,10
Nord,2022,9,Agression,21,11,8
Nord,2022,9,Cambriolage,21,12,7
Nord,2022,9,Homicide,1,0,0
Nord,2022,9,Cybercriminalite,3,1,0
Nord,2022,9,Fraude,10,4,2
Nord,2022,10,Vol,48,17,10
Nord,2022,10,Agression,27,10,9
Nord,2022,10,Cambriolage,15,7,6
Nord,2022,10,Homicide,2,1,0
Nord,2022,10,Cybercriminalite,4,1,1
Nord,2022,10,Fraude,11,6,3
Nord,2022,11,Vol,36,14,12
Nord,2022,11,Agression,37,20,12
Nord,2022,11,Cambriolage,18,7,5
Nord,2022,11,Homicide,1,0,0
Nord,2022,11,Cybercriminalite,3,0,1
Nord,2022,11,Fraude,8,2,3
Nord,2022,12,Vol,64,26,24
Nord,2022,12,Agression,35,20,9
Nord,2022,12,Cambriolage,15,6,6
Nord,2022,12,Homicide,1,0,0
Nord,2022,12,Cybercriminalite,3,1,1
Nord,2022,12,Fraude,9,4,2
Nord,2023,1,Vol,37,14,10
Nord,2023,1,Agression,23,10,11
Nord,2023,1,Cambriolage,25,9,9
Nord,2023,1,Homicide,1,0,0
Nord,2023,1,Cybercriminalite,5,2,1
Nord,2023,1,Fraude,8,3,3
Nord,2023,2,Vol,37,14,15
Nord,2023,2,Agression,36,19,7
Nord,2023,2,Cambriolage,14,7,3
Nord,2023,2,Homicide,1,0,0
Nord,2023,2,Cybercriminalite,6,3,2
Nord,2023,2,Fraude,10,5,4
Nord,2023,3,Vol,63,22,28
Nord,2023,3,Agression,24,11,5
Nord,2023,3,Cambriolage,16,7,4
Nord,2023,3,Homicide,1,0,0
Nord,2023,3,Cybercriminalite,5,2,2
Nord,2023,3,Fraude,11,4,3
Nord,2023,4,Vol,36,18,12
Nord,2023,4,Agression,31,18,11
Nord,2023,4,Cambriolage,18,5,7
Nord,2023,4,Homicide,1,0,0
Nord,2023,4,Cybercriminalite,4,2,1
Nord,2023,4,Fraude,7,2,2
Nord,2023,5,Vol,58,29,22
Nord,2023,5,Agression,32,12,13
Nord,2023,5,Cambriolage,14,5,2
Nord,2023,5,Homicide,2,1,0
Nord,2023,5,Cybercriminalite,5,2,1
Nord,2023,5,Fraude,7,3,2
Nord,2023,6,Vol,54,18,18
Nord,2023,6,Agression,28,8,6
Nord,2023,6,Cambriolage,15,5,3
Nord,2023,6,Homicide,2,0,0
Nord,2023,6,Cybercriminalite,3,1,1
